Date,Open,High,Low,Close,Volume,log_returns,Search_Volume,check_ratio,Normalized_Searches,log_searches,temp_date,Normalized_Searches_delayed,norm_search_MA_upper_band,norm_search_MA_lower_band,strategy,coin,qty,balance,coins_value,portfolio_value
2019-11-29,150.56,157.4,150.55,154.41,167906.104,0.025781217339997976,10379.831578947369,943.621052631579,0.6777031965377426,-0.4308891624229439,2019-11-29,1.042731082831883,,,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-11-30,154.4,155.15,149.66,151.38,370491.615,-0.019818170451751528,12267.073684210527,943.621052631579,0.9761712955037767,0.3649286498262797,2019-11-30,0.6777031965377426,0.9892739865452023,0.34398975224325534,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-01,151.38,152.5,145.5,150.65,394494.119,-0.0048339663047110544,8057.797752808989,671.4831460674158,0.2436709577270776,-1.3878192974040642,2019-12-01,0.9761712955037767,0.9960707988427964,0.510059429417818,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-02,150.72,151.3,146.67,148.59,395630.91,-0.013768430308054283,8729.280898876405,671.4831460674158,0.3960017839947836,0.4855999349840137,2019-12-02,0.2436709577270776,0.9170831311159594,0.007013141286762337,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-03,148.59,149.8,145.62,147.1,495996.573,-0.010078207660864303,8729.280898876405,671.4831460674158,0.3960017839947836,0.0,2019-12-03,0.3960017839947836,0.8421703709762214,-0.032403167309622116,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-04,147.12,152.22,142.96,145.35,684404.817,-0.011968000602506865,8057.797752808989,671.4831460674158,0.2436709577270776,-0.48559993498401366,2019-12-04,0.3960017839947836,0.7880042134130534,-0.0417834364938412,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-05,145.36,148.88,143.77,148.04,441113.912,0.01833788051307022,8729.280898876405,671.4831460674158,0.34925197869193586,0.3599748823693572,2019-12-05,0.2436709577270776,0.7355183330844307,-0.1021082906826336,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-06,148.08,149.5,145.66,148.41,334645.217,0.002496206389771716,8729.280898876405,671.4831460674158,0.34925197869193586,0.0,2019-12-06,0.34925197869193586,0.7004963221660507,-0.09873339053353991,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-07,148.41,149.42,146.77,147.1,239185.31,-0.00886608630033505,8729.280898876405,671.4831460674158,0.34925197869193586,0.0,2019-12-07,0.34925197869193586,0.6722710309521667,-0.0921646706414464,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-08,147.08,156.25,146.01,150.41,260610.87,0.022252271059730034,8640.289156626506,720.0240963855422,0.36345497896996215,0.03986177135803253,2019-12-08,0.34925197869193586,0.6490026713119569,-0.08415718805136141,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-09,150.41,151.15,146.55,147.37,296475.449,-0.02041846744195034,8640.289156626506,720.0240963855422,0.36345497896996215,0.0,2019-12-09,0.36345497896996215,0.630416881485051,-0.07295753804797933,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-10,147.36,148.39,143.78,145.55,253852.598,-0.012426761033539329,8640.289156626506,720.0240963855422,0.36345497896996215,0.0,2019-12-10,0.36345497896996215,0.6145792372867172,-0.06222655234151192,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-11,142.83,142.87,142.74,142.76,158.649,-0.019354771569672802,8640.289156626506,720.0240963855422,0.3121218594217373,-0.15226174840047574,2019-12-11,0.36345497896996215,0.6009021588803085,-0.05204250809707267,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-12,143.36,145.8,139.05,144.8,372077.814,0.014188581329656563,9360.31325301205,720.0240963855423,0.4778721731437165,0.4259495899023025,2019-12-12,0.3121218594217373,0.58624799797383,-0.049922780922264376,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-13,144.8,145.2,143.0,144.7,183068.201,-0.0006908463141779648,8640.289156626506,720.0240963855422,0.36345497896996215,-0.2736878415018266,2019-12-13,0.4778721731437165,0.5829011342836005,-0.03024921584497786,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-14,144.71,144.97,141.05,141.77,187036.667,-0.020456607507897906,7200.240963855422,720.0240963855422,0.0832874710742285,-1.4733573044367192,2019-12-14,0.36345497896996215,0.5733084734139237,-0.022133599018746397,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-15,141.77,144.0,139.89,142.39,230729.834,0.004363745663362999,11323.452631578948,943.621052631579,0.8102972991887332,2.275103085772387,2019-12-15,0.0832874710742285,0.5561707221522086,-0.06268041392869833,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-16,142.46,142.63,128.59,132.59,553596.159,-0.07130811166627571,13210.694736842104,943.6210526315789,1.1719971961164681,0.36906336138129503,2019-12-16,0.8102972991887332,0.5814625720930785,-0.05887647917753719,0,Ethereum,0.0,10000.0,0.0,10000.0
2019-12-17,132.6,132.84,119.1,121.87,613475.54,-0.08430675729121638,14154.315789473683,943.6210526315789,1.3201219158106836,0.11901479403608656,2019-12-17,1.1719971961164681,0.5979591357102171,-0.0889554799559289,0,Ethereum,0.0,10000.0,0.0,10000.0
