train_total_return,test_total_return,train_annualized_return,test_annualized_return,train_annualized_sharpe,test_annualized_sharpe,train_sortino_ratio,test_sortino_ratio,train_max_drawdown,test_max_drawdown,train_calmar_ratio,test_calmar_ratio,bb_window,rsi_window,bb_buy_threshold,bb_sell_threshold,rsi_limits,qty_scale,max_p_value
-0.15111883666785075,0.9950309701271733,-0.04458947595044871,1.0026370979331647,-0.00867084768745625,0.2502912785710264,-0.009406949498199202,1.5376073803355577,1.000697557532102,0.5782853705957021,-0.044558393907160404,1.7338102413006409,10,21,0.1,0.1,"[20.0, 80.0]",0.7,0.1
-0.30535754029562623,0.8649082427351866,-0.09155610403793035,0.8713227362371547,-0.03184548490663844,0.0322845924125387,-0.07902145189016249,0.2958117894634358,0.9497702110828359,0.9686479540354883,-0.09639816343949865,0.8995246752002453,10,21,0.1,0.1,"[20.0, 80.0]",0.7,0.15
-0.30535754029562623,0.8649082427351866,-0.09155610403793035,0.8713227362371547,-0.03184548490663844,0.0322845924125387,-0.07902145189016249,0.2958117894634358,0.9497702110828359,0.9686479540354883,-0.09639816343949865,0.8995246752002453,10,21,0.1,0.1,"[20.0, 80.0]",0.7,0.2
2.073350123682335,1.7342977780025102,0.36696607903561085,1.7494933492340845,0.17260668202077462,0.470792850324175,0.3259757929323705,2.098976664809073,0.911858770325899,0.6550338629169273,0.402437406951141,2.6708441323070327,10,21,0.1,0.1,"[20.0, 80.0]",1.2,0.1
-0.7962730651386,1.1109707098792545,-0.34248135028629234,1.119678467892467,-0.022745847073978157,0.04599457645112726,-0.09488859019937647,0.3955853309489462,1.0080074522131577,0.9640052835973769,-0.3397607324572336,1.1614858206110288,10,21,0.1,0.1,"[20.0, 80.0]",1.2,0.15
-0.7962730651386,1.1109707098792545,-0.34248135028629234,1.119678467892467,-0.022745847073978157,0.04599457645112726,-0.09488859019937647,0.3955853309489462,1.0080074522131577,0.9640052835973769,-0.3397607324572336,1.1614858206110288,10,21,0.1,0.1,"[20.0, 80.0]",1.2,0.2
3.8845765522659503,2.1628007759859025,0.5551728365522282,2.182929749530907,0.3426750411929323,0.627871021619467,0.5042509317260938,2.1754334954168417,0.8882456205575513,0.73334096192124,0.6250217549102538,2.9766914203346397,10,21,0.1,0.1,"[20.0, 80.0]",1.6,0.1
-0.7540584003540484,1.2763006062930602,-0.3090269020570934,1.2866401316604281,-0.03264763151102146,0.05623477988235342,-0.1700447265558965,0.4602327653997294,0.9590327026195622,0.960291147246888,-0.32222770007007884,1.3398437914888293,10,21,0.1,0.1,"[20.0, 80.0]",1.6,0.15
-0.7540584003540484,1.2763006062930602,-0.3090269020570934,1.2866401316604281,-0.03264763151102146,0.05623477988235342,-0.1700447265558965,0.4602327653997294,0.9590327026195622,0.960291147246888,-0.32222770007007884,1.3398437914888293,10,21,0.1,0.1,"[20.0, 80.0]",1.6,0.2
2.6413555289153985,1.276393289772507,0.43305605167388617,1.2867337491141582,0.307051609612849,0.3359792724986253,0.4369992497632188,1.6481312662056025,0.832103609406052,0.6088977594246037,0.5204352520270855,2.1132180718321187,10,21,0.1,0.1,"[30.0, 70.0]",0.7,0.1
0.715645144083265,0.3484214629924933,0.15287049177590006,0.3506441736879766,0.0008586207870067415,0.009946565224392917,0.005979259067921622,0.08885333161149112,1.031655908700726,0.9617572491756564,0.14817972784009556,0.3645869828259902,10,21,0.1,0.1,"[30.0, 70.0]",0.7,0.15
0.715645144083265,0.3484214629924933,0.15287049177590006,0.3506441736879766,0.0008586207870067415,0.009946565224392917,0.005979259067921622,0.08885333161149112,1.031655908700726,0.9617572491756564,0.14817972784009556,0.3645869828259902,10,21,0.1,0.1,"[30.0, 70.0]",0.7,0.2
5.574451176453506,0.4876602595087751,0.6892855443946875,0.49091950215665214,0.46090872202370947,0.06474013529698118,0.6323544552739572,0.2839448691259274,0.8199951355703126,0.829088558344244,0.8405971139271264,0.5921194994381029,10,21,0.1,0.1,"[30.0, 70.0]",1.2,0.1
1.0378437470810598,1.1813174452366635,0.20636366122727368,1.1907110172959676,0.002622742264928924,0.03877599236745777,0.0025870672155853115,0.3657490896114723,1.1069630303104718,0.98019779472547,0.1864232639904826,1.2147660642609968,10,21,0.1,0.1,"[30.0, 70.0]",1.2,0.15
1.0378437470810598,1.1813174452366635,0.20636366122727368,1.1907110172959676,0.002622742264928924,0.03877599236745777,0.0025870672155853115,0.3657490896114723,1.1069630303104718,0.98019779472547,0.1864232639904826,1.2147660642609968,10,21,0.1,0.1,"[30.0, 70.0]",1.2,0.2
9.06593907714913,1.613412001116107,0.901989432356467,1.6272811331955563,0.5839764167767572,0.25226117190264885,0.7548176711386281,0.8219828852616701,0.7544390873702778,0.8496521165507483,1.1955762200769586,1.91523224799542,10,21,0.1,0.1,"[30.0, 70.0]",1.6,0.1
-0.23472964616161884,1.2210403211137169,-0.06807530717674326,1.230826756435297,-0.0003414840849739974,0.03933490148838573,-0.0013574565443821528,0.359797290463558,1.1483102839125214,0.9818811620843453,-0.059283024919708244,1.2535394342656376,10,21,0.1,0.1,"[30.0, 70.0]",1.6,0.15
-0.23472964616161884,1.2210403211137169,-0.06807530717674326,1.230826756435297,-0.0003414840849739974,0.03933490148838573,-0.0013574565443821528,0.359797290463558,1.1483102839125214,0.9818811620843453,-0.059283024919708244,1.2535394342656376,10,21,0.1,0.1,"[30.0, 70.0]",1.6,0.2
