total_return,annualized_return,annualized_sharpe,sortino_ratio,max_drawdown,calmar_ratio,bb_window,rsi_window,bb_threshold,rsi_limits,qty_scale,max_p_value
3.1967418078081025,0.4593551344387299,0.424303349769937,0.7361834500838381,0.681894489456523,0.6736454708775264,14,35,0.5,"[25.0, 75.0]",0.1,0.2
1.6476413574483297,0.31138335187202637,0.37334257664186443,0.4971434362412372,0.816750190644495,0.38124674525795305,14,35,0.5,"[25.0, 75.0]",0.7,0.1
0.07474414603112822,0.01917808685199618,0.002596404201442941,0.012559442099076959,0.9433629949941067,0.020329488175562776,14,35,0.5,"[25.0, 75.0]",0.7,0.15
0.07474414603112822,0.01917808685199618,0.002596404201442941,0.012559442099076959,0.9433629949941067,0.020329488175562776,14,35,0.5,"[25.0, 75.0]",0.7,0.2
2.824528041340008,0.4527721118911845,0.39945258634591624,0.5456624830967612,0.8998657944679926,0.5031551534402602,14,35,0.5,"[25.0, 75.0]",1.2,0.1
0.9648389135262714,0.19482078901710276,0.03481925365965314,0.13010512813838157,0.908443502044781,0.21445559198627986,14,35,0.5,"[25.0, 75.0]",1.2,0.15
0.9648389135262714,0.19482078901710276,0.03481925365965314,0.13010512813838157,0.908443502044781,0.21445559198627986,14,35,0.5,"[25.0, 75.0]",1.2,0.2
3.7660373884533502,0.5445719259077981,0.4072460691508059,0.5655661826465758,0.9331003374179258,0.5836156135306273,14,35,0.5,"[25.0, 75.0]",1.6,0.1
1.5524094234983195,0.2801086739302179,0.05285981498417986,0.18032808172799877,0.8913860469236073,0.3142394643678144,14,35,0.5,"[25.0, 75.0]",1.6,0.15
1.5524094234983195,0.2801086739302179,0.05285981498417986,0.18032808172799877,0.8913860469236073,0.3142394643678144,14,35,0.5,"[25.0, 75.0]",1.6,0.2
-0.04043545117718261,-0.011425929427948955,-0.028463965387885246,-0.0316462580905384,0.6143084705649859,-0.01859966120512779,14,35,0.5,"[30.0, 70.0]",0.1,0.1
1.224417823911104,0.23453860202187382,0.11810198474244805,0.35185582297983486,0.7639497438641958,0.30700789404750006,14,35,0.5,"[30.0, 70.0]",0.1,0.15
1.224417823911104,0.23453860202187382,0.11810198474244805,0.35185582297983486,0.7639497438641958,0.30700789404750006,14,35,0.5,"[30.0, 70.0]",0.1,0.2
0.4215423336661217,0.1028853767616591,0.05078956788656653,0.09550242904971208,0.9550899583387585,0.10772323157979108,14,35,0.5,"[30.0, 70.0]",0.7,0.1
-0.6790165374396242,-0.2587930669344727,-0.0032054211552368355,-0.011477019534635658,1.0793791070237473,-0.23976104896829267,14,35,0.5,"[30.0, 70.0]",0.7,0.15
-0.6790165374396242,-0.2587930669344727,-0.0032054211552368355,-0.011477019534635658,1.0793791070237473,-0.23976104896829267,14,35,0.5,"[30.0, 70.0]",0.7,0.2
4.058127380731633,0.5703635302265799,0.44223697871841616,0.6415021567642162,0.854305145351929,0.6676344317130619,14,35,0.5,"[30.0, 70.0]",1.2,0.1
-0.557744097833718,-0.1934680572119557,-0.000838909302088223,-0.0005649690330854167,1.209356339349708,-0.15997605578847576,14,35,0.5,"[30.0, 70.0]",1.2,0.15
-0.557744097833718,-0.1934680572119557,-0.000838909302088223,-0.0005649690330854167,1.209356339349708,-0.15997605578847576,14,35,0.5,"[30.0, 70.0]",1.2,0.2
6.444480745255505,0.7487607784627763,0.6211818575431121,0.8394116656649536,0.7922067062787033,0.9451583438115425,14,35,0.5,"[30.0, 70.0]",1.6,0.1
-0.3041263218927145,-0.09113203972953188,-0.0003510944131553509,-0.0034264764718639693,1.121456925205478,-0.08126218464684615,14,35,0.5,"[30.0, 70.0]",1.6,0.15
-0.3041263218927145,-0.09113203972953188,-0.0003510944131553509,-0.0034264764718639693,1.121456925205478,-0.08126218464684615,14,35,0.5,"[30.0, 70.0]",1.6,0.2
0.041912615842534695,0.011496704993096074,0.30378156048872995,0.3561057584534784,0.07386998952552179,0.15563431194374283,14,35,1.0,"[20.0, 80.0]",0.1,0.1
0.18652419037508539,0.046103605199347086,0.0766865563676895,0.11468660441142466,0.7354313970855981,0.06268919899537687,14,35,1.0,"[20.0, 80.0]",0.1,0.15
0.18652419037508539,0.046103605199347086,0.0766865563676895,0.11468660441142466,0.7354313970855981,0.06268919899537687,14,35,1.0,"[20.0, 80.0]",0.1,0.2
0.2933883108977611,0.07425364147889946,0.34200096111997047,0.41674696520324134,0.35524736894653647,0.20901953953689767,14,35,1.0,"[20.0, 80.0]",0.7,0.1
2.5029881082657375,0.3914904346639403,0.19159360635636813,0.5040498908047663,0.7441175147841699,0.526113721133807,14,35,1.0,"[20.0, 80.0]",0.7,0.15
2.5029881082657375,0.3914904346639403,0.19159360635636813,0.5040498908047663,0.7441175147841699,0.526113721133807,14,35,1.0,"[20.0, 80.0]",0.7,0.2
0.5029513901104514,0.12011817777277933,0.3669427144367982,0.45727471396865577,0.48301437054720403,0.2486844804155582,14,35,1.0,"[20.0, 80.0]",1.2,0.1
1.7009225426136774,0.2993310088360197,0.1515389545538853,0.3509663884726586,0.7255039681470705,0.4125835584338814,14,35,1.0,"[20.0, 80.0]",1.2,0.15
1.7009225426136774,0.2993310088360197,0.1515389545538853,0.3509663884726586,0.7255039681470705,0.4125835584338814,14,35,1.0,"[20.0, 80.0]",1.2,0.2
0.6706018534805924,0.15358824988195585,0.38395263120898626,0.48516648490385644,0.5525719961668822,0.2779515627780215,14,35,1.0,"[20.0, 80.0]",1.6,0.1
2.902283282674208,0.4316436017528982,0.20759105960279006,0.39476702304049627,0.9248604316352038,0.4667121513564254,14,35,1.0,"[20.0, 80.0]",1.6,0.15
2.902283282674208,0.4316436017528982,0.20759105960279006,0.39476702304049627,0.9248604316352038,0.4667121513564254,14,35,1.0,"[20.0, 80.0]",1.6,0.2
0.1158302975173644,0.030984091007813408,0.28732760272854985,0.34122775989676957,0.19744181036219588,0.1569277092373436,14,35,1.0,"[25.0, 75.0]",0.1,0.1
0.45150240458616286,0.10317678367446503,0.05543923322699911,0.09659551101344689,0.9279975427910178,0.11118217335377162,14,35,1.0,"[25.0, 75.0]",0.1,0.15
0.45150240458616286,0.10317678367446503,0.05543923322699911,0.09659551101344689,0.9279975427910178,0.11118217335377162,14,35,1.0,"[25.0, 75.0]",0.1,0.2
0.8108120826215364,0.17976473944242555,0.3575986603668465,0.4584225399440219,0.639856618282938,0.2809453466697369,14,35,1.0,"[25.0, 75.0]",0.7,0.1
-0.05049206043772625,-0.013561467793771875,-0.0011796493415951036,-0.008336619404957848,0.9702192732903467,-0.01397773489675203,14,35,1.0,"[25.0, 75.0]",0.7,0.15
-0.05049206043772625,-0.013561467793771875,-0.0011796493415951036,-0.008336619404957848,0.9702192732903467,-0.01397773489675203,14,35,1.0,"[25.0, 75.0]",0.7,0.2
1.3899635702083621,0.27452750587718633,0.3920734866762538,0.5175150676707657,0.757770755867655,0.36228305691587376,14,35,1.0,"[25.0, 75.0]",1.2,0.1
-0.2996781163069553,-0.08960454879450674,-0.010185875413674253,-0.0520789659184631,0.9454852912963829,-0.0947709600766473,14,35,1.0,"[25.0, 75.0]",1.2,0.15
-0.2996781163069553,-0.08960454879450674,-0.010185875413674253,-0.0520789659184631,0.9454852912963829,-0.0947709600766473,14,35,1.0,"[25.0, 75.0]",1.2,0.2
1.853284760277801,0.33898031862312394,0.41238970465256425,0.5523808288799674,0.8100157545761438,0.4184860809287615,14,35,1.0,"[25.0, 75.0]",1.6,0.1
-0.26205568420495373,-0.07696277974146892,-0.010617510961794243,-0.04614550194809639,0.9261448134479972,-0.08310015736625444,14,35,1.0,"[25.0, 75.0]",1.6,0.15
-0.26205568420495373,-0.07696277974146892,-0.010617510961794243,-0.04614550194809639,0.9261448134479972,-0.08310015736625444,14,35,1.0,"[25.0, 75.0]",1.6,0.2
-0.01205659202235898,-0.0033714204480564947,-0.014547399300168505,-0.01573763785504756,0.41450857996320073,-0.00813353597736337,14,35,1.0,"[30.0, 70.0]",0.1,0.1
1.7912624391008656,0.3106459067878429,0.1735435819294151,0.26837003123912134,0.9064678595179738,0.34269930646303653,14,35,1.0,"[30.0, 70.0]",0.1,0.15
1.7912624391008656,0.3106459067878429,0.1735435819294151,0.26837003123912134,0.9064678595179738,0.34269930646303653,14,35,1.0,"[30.0, 70.0]",0.1,0.2
-0.08439614415652363,-0.02424926887026213,-0.01604009348096971,-0.02671898010808138,0.9563314427141344,-0.02535655295557473,14,35,1.0,"[30.0, 70.0]",0.7,0.1
-0.11280066979731784,-0.03104944174527169,-0.008457030473849953,-0.021854000041293717,0.870028223600413,-0.03568785575343828,14,35,1.0,"[30.0, 70.0]",0.7,0.15
-0.11280066979731784,-0.03104944174527169,-0.008457030473849953,-0.021854000041293717,0.870028223600413,-0.03568785575343828,14,35,1.0,"[30.0, 70.0]",0.7,0.2
0.4647301301761031,0.11211358365252311,0.07406303014073749,0.1156595819821261,0.9328125572096669,0.12018875902345244,14,35,1.0,"[30.0, 70.0]",1.2,0.1
-0.19731650814575208,-0.056278579061523115,-0.010425850156814038,-0.02970370274478345,0.9662074779160271,-0.05824688832144836,14,35,1.0,"[30.0, 70.0]",1.2,0.15
-0.19731650814575208,-0.056278579061523115,-0.010425850156814038,-0.02970370274478345,0.9662074779160271,-0.05824688832144836,14,35,1.0,"[30.0, 70.0]",1.2,0.2
1.3262090013386696,0.26496913568031677,0.13060262957869292,0.24743750758876612,0.9387816267084361,0.2822478925257131,14,35,1.0,"[30.0, 70.0]",1.6,0.1
-0.27242798056968964,-0.08039973591633309,-0.005745837429944759,-0.004543919913637891,1.0302404417947288,-0.0780397785358463,14,35,1.0,"[30.0, 70.0]",1.6,0.15
-0.27242798056968964,-0.08039973591633309,-0.005745837429944759,-0.004543919913637891,1.0302404417947288,-0.0780397785358463,14,35,1.0,"[30.0, 70.0]",1.6,0.2
0.022864310193793536,0.00631389662845927,0.3317680427306411,0.389261115050531,0.037843580222852766,0.16684194759793022,14,35,1.4,"[20.0, 80.0]",0.1,0.1
0.09081102886034342,0.02317148818906234,0.07067353556070581,0.09801664893802489,0.5051445514599743,0.045871004887792714,14,35,1.4,"[20.0, 80.0]",0.1,0.15
0.09081102886034342,0.02317148818906234,0.07067353556070581,0.09801664893802489,0.5051445514599743,0.045871004887792714,14,35,1.4,"[20.0, 80.0]",0.1,0.2
0.16005017135657473,0.0422003125522048,0.3572391171764471,0.42867515772516296,0.2126026376683331,0.19849383344922858,14,35,1.4,"[20.0, 80.0]",0.7,0.1
1.2060669846325704,0.23184637952421316,0.09841741232130886,0.2962866441114948,0.8120013102470881,0.2855246372123013,14,35,1.4,"[20.0, 80.0]",0.7,0.15
1.2060669846325704,0.23184637952421316,0.09841741232130886,0.2962866441114948,0.8120013102470881,0.2855246372123013,14,35,1.4,"[20.0, 80.0]",0.7,0.2
0.2743717223255506,0.06983266772280716,0.3757723185960155,0.45780321446030525,0.3129683616003191,0.22313011885842957,14,35,1.4,"[20.0, 80.0]",1.2,0.1
2.5759727282077685,0.3990729122974981,0.20115759919904125,0.49517936266438906,0.7938423607406121,0.5027105279758372,14,35,1.4,"[20.0, 80.0]",1.2,0.15
2.5759727282077685,0.3990729122974981,0.20115759919904125,0.49517936266438906,0.7938423607406121,0.5027105279758372,14,35,1.4,"[20.0, 80.0]",1.2,0.2
0.36582896310072743,0.09067699416622288,0.3892463001750074,0.4791701815691195,0.3749149812216977,0.2418601515222008,14,35,1.4,"[20.0, 80.0]",1.6,0.1
1.2861664018429741,0.24347920738614914,0.12087876462983166,0.2948754799060991,0.7928822690312178,0.3070811605910218,14,35,1.4,"[20.0, 80.0]",1.6,0.15
1.2861664018429741,0.24347920738614914,0.12087876462983166,0.2948754799060991,0.7928822690312178,0.3070811605910218,14,35,1.4,"[20.0, 80.0]",1.6,0.2
0.05931326213745125,0.016171783643269544,0.3119205029276494,0.36722711059389157,0.0998059753006305,0.16203221895841122,14,35,1.4,"[25.0, 75.0]",0.1,0.1
0.8658022160417076,0.17864591208808633,0.0011630205582025526,0.0007891933693341835,1.0135476884003194,0.1762580233102232,14,35,1.4,"[25.0, 75.0]",0.1,0.15
0.8658022160417076,0.17864591208808633,0.0011630205582025526,0.0007891933693341835,1.0135476884003194,0.1762580233102232,14,35,1.4,"[25.0, 75.0]",0.1,0.2
0.4151928349621865,0.10151164701100512,0.3639201088176911,0.4498459149916487,0.43063589204869074,0.23572500315307554,14,35,1.4,"[25.0, 75.0]",0.7,0.1
2.589139950948409,0.4004287116666254,0.1099752352594826,0.38716445079679496,0.9647904142390049,0.4150421747115621,14,35,1.4,"[25.0, 75.0]",0.7,0.15
2.589139950948409,0.4004287116666254,0.1099752352594826,0.38716445079679496,0.9647904142390049,0.4150421747115621,14,35,1.4,"[25.0, 75.0]",0.7,0.2
0.7117591456494574,0.1614314169827753,0.3960897041715971,0.502198406899456,0.5594051530292989,0.28857692158999526,14,35,1.4,"[25.0, 75.0]",1.2,0.1
5.011336368697893,0.604310382731273,0.1761636401092531,0.542004098972577,0.9487733108219447,0.6369386404933173,14,35,1.4,"[25.0, 75.0]",1.2,0.15
5.011336368697893,0.604310382731273,0.1761636401092531,0.542004098972577,0.9487733108219447,0.6369386404933173,14,35,1.4,"[25.0, 75.0]",1.2,0.2
0.9490121941992784,0.20417127534157675,0.41753163913696123,0.5373146114937677,0.6247945372106921,0.3267814668371956,14,35,1.4,"[25.0, 75.0]",1.6,0.1
-0.07019909900779275,-0.01899875860322542,-0.004527752039593118,-0.01163719517247415,0.9234134946028861,-0.02057448663493469,14,35,1.4,"[25.0, 75.0]",1.6,0.15
-0.07019909900779275,-0.01899875860322542,-0.004527752039593118,-0.01163719517247415,0.9234134946028861,-0.02057448663493469,14,35,1.4,"[25.0, 75.0]",1.6,0.2
-0.0004758254497928549,-0.00013249894212885582,-0.0009652647243189538,-0.0010247977123628233,0.2681264785725651,-0.0004941658236599583,14,35,1.4,"[30.0, 70.0]",0.1,0.1
-0.34794137554072047,-0.10657625476017085,-0.004629732999402611,-0.0032008649767765658,1.0097812961867487,-0.10554389862699602,14,35,1.4,"[30.0, 70.0]",0.1,0.15
-0.34794137554072047,-0.10657625476017085,-0.004629732999402611,-0.0032008649767765658,1.0097812961867487,-0.10554389862699602,14,35,1.4,"[30.0, 70.0]",0.1,0.2
-0.0033307781485709675,-0.0009284498839805533,-0.0013926803445359702,-0.0016392075700376822,0.8092545607906634,-0.0011472902705341975,14,35,1.4,"[30.0, 70.0]",0.7,0.1
1.0483869985672305,0.20800538210252184,0.07487357873921349,0.2229604190137627,0.8778984345542294,0.23693558834985365,14,35,1.4,"[30.0, 70.0]",0.7,0.15
1.0483869985672305,0.20800538210252184,0.07487357873921349,0.2229604190137627,0.8778984345542294,0.23693558834985365,14,35,1.4,"[30.0, 70.0]",0.7,0.2
-0.005709905397551451,-0.0015930000537082156,-0.0013775490687496699,-0.0018800367428369973,0.9411595170373981,-0.0016925930459936217,14,35,1.4,"[30.0, 70.0]",1.2,0.1
2.4428511296128725,0.38515479512111295,0.15095953702477805,0.4037216181893464,0.8569408041757818,0.4494532098883545,14,35,1.4,"[30.0, 70.0]",1.2,0.15
2.4428511296128725,0.38515479512111295,0.15095953702477805,0.4037216181893464,0.8569408041757818,0.4494532098883545,14,35,1.4,"[30.0, 70.0]",1.2,0.2
-0.007613207196728755,-0.0021254668160911594,-0.00021425550254212743,-0.0015522460236096786,0.9980995706383393,-0.002129513806655389,14,35,1.4,"[30.0, 70.0]",1.6,0.1
3.1241745493581696,0.4526621956696817,0.18452509875377265,0.4125801234770027,0.8577309950848687,0.5277437777853565,14,35,1.4,"[30.0, 70.0]",1.6,0.15
3.1241745493581696,0.4526621956696817,0.18452509875377265,0.4125801234770027,0.8577309950848687,0.5277437777853565,14,35,1.4,"[30.0, 70.0]",1.6,0.2
0.01308919323954516,0.0036271255047279904,0.3687108339178704,0.43117858767834316,0.019721752177067665,0.1839149722683155,14,35,1.7,"[20.0, 80.0]",0.1,0.1
0.042684071434058835,0.011076310161789227,0.05556164694797769,0.07250723164308476,0.3444496535391624,0.03215654319283529,14,35,1.7,"[20.0, 80.0]",0.1,0.15
0.042684071434058835,0.011076310161789227,0.05556164694797769,0.07250723164308476,0.3444496535391624,0.03215654319283529,14,35,1.7,"[20.0, 80.0]",0.1,0.2
0.0916243526768421,0.02470792345669115,0.38577692360808746,0.45703882459436246,0.1214772110480505,0.20339554426317782,14,35,1.7,"[20.0, 80.0]",0.7,0.1
-0.8911081596693667,-0.4425424937302731,-0.11866503146582563,-0.11847708745399498,1.133786768006415,-0.3903225070340291,14,35,1.7,"[20.0, 80.0]",0.7,0.15
-0.8911081596693667,-0.4425424937302731,-0.11866503146582563,-0.11847708745399498,1.133786768006415,-0.3903225070340291,14,35,1.7,"[20.0, 80.0]",0.7,0.2
0.15707031887459277,0.04145427228884602,0.39896609742647565,0.47720826718684006,0.1893060106675215,0.21898022224794664,14,35,1.7,"[20.0, 80.0]",1.2,0.1
1.4412831493275373,0.26517929671927654,0.09866015313876506,0.3378523112141526,0.8047798250251419,0.32950539821371905,14,35,1.7,"[20.0, 80.0]",1.2,0.15
1.4412831493275373,0.26517929671927654,0.09866015313876506,0.3378523112141526,0.8047798250251419,0.32950539821371905,14,35,1.7,"[20.0, 80.0]",1.2,0.2
0.20942709183278496,0.05436576271362559,0.4089404395908398,0.4925565840484504,0.23528791905995658,0.2310605785916785,14,35,1.7,"[20.0, 80.0]",1.6,0.1
1.9614117504459743,0.33124443483414523,0.14380880739869234,0.39803770295611846,0.7656477724592179,0.4326329243670449,14,35,1.7,"[20.0, 80.0]",1.6,0.15
1.9614117504459743,0.33124443483414523,0.14380880739869234,0.39803770295611846,0.7656477724592179,0.4326329243670449,14,35,1.7,"[20.0, 80.0]",1.6,0.2
0.030717879979993867,0.00845912370804558,0.3070357976328199,0.35753290986568487,0.05431548057948913,0.15574056636884392,14,35,1.7,"[25.0, 75.0]",0.1,0.1
0.6126678726624866,0.13421649077659903,0.15913557785405533,0.22229818711361068,0.8533576697842944,0.15728046460345907,14,35,1.7,"[25.0, 75.0]",0.1,0.15
0.6126678726624866,0.13421649077659903,0.15913557785405533,0.22229818711361068,0.8533576697842944,0.15728046460345907,14,35,1.7,"[25.0, 75.0]",0.1,0.2
0.21502515985996862,0.05572225082408622,0.3375302285088975,0.40515978092531696,0.2838895809525338,0.19628142264721912,14,35,1.7,"[25.0, 75.0]",0.7,0.1
1.6386203283202003,0.2913643323641104,0.06975024044455,0.340201774188421,0.8391302298694094,0.3472218280223968,14,35,1.7,"[25.0, 75.0]",0.7,0.15
1.6386203283202003,0.2913643323641104,0.06975024044455,0.340201774188421,0.8391302298694094,0.3472218280223968,14,35,1.7,"[25.0, 75.0]",0.7,0.2
0.3686145597599404,0.0912958491994671,0.3585876229989708,0.4387340247416002,0.40183632857359425,0.2271966039594818,14,35,1.7,"[25.0, 75.0]",1.2,0.1
2.78744699298449,0.4204182458086265,0.11063396234291213,0.3618028291571484,0.9833879499181851,0.42752023333578987,14,35,1.7,"[25.0, 75.0]",1.2,0.15
2.78744699298449,0.4204182458086265,0.11063396234291213,0.3618028291571484,0.9833879499181851,0.42752023333578987,14,35,1.7,"[25.0, 75.0]",1.2,0.2
0.4914860796799183,0.11773259865925056,0.3734114037704613,0.46260712287923716,0.4702113855267874,0.250382279721603,14,35,1.7,"[25.0, 75.0]",1.6,0.1
4.248113710685607,0.5479186944349297,0.1531302191976009,0.48123279185462914,0.9691320070146241,0.5653705485620821,14,35,1.7,"[25.0, 75.0]",1.6,0.15
4.248113710685607,0.5479186944349297,0.1531302191976009,0.48123279185462914,0.9691320070146241,0.5653705485620821,14,35,1.7,"[25.0, 75.0]",1.6,0.2
-0.004316646122841883,-0.0012036886039498151,-0.01371887009691129,-0.014363026953422026,0.1796991838028325,-0.006698353206047461,14,35,1.7,"[30.0, 70.0]",0.1,0.1
0.8705919131903102,0.17944254597794762,0.18094215334518532,0.25271041277327616,0.8988476885034132,0.19963621008662827,14,35,1.7,"[30.0, 70.0]",0.1,0.15
0.8705919131903102,0.17944254597794762,0.18094215334518532,0.25271041277327616,0.8988476885034132,0.19963621008662827,14,35,1.7,"[30.0, 70.0]",0.1,0.2
-0.030216522859894623,-0.008506023819328523,-0.018325587353402485,-0.0204521025644869,0.6741729626110144,-0.012616975599830372,14,35,1.7,"[30.0, 70.0]",0.7,0.1
1.5162002350672754,0.2752976239248113,0.0892466999342217,0.27800476046375877,0.9007409080913141,0.30563464082937214,14,35,1.7,"[30.0, 70.0]",0.7,0.15
1.5162002350672754,0.2752976239248113,0.0892466999342217,0.27800476046375877,0.9007409080913141,0.30563464082937214,14,35,1.7,"[30.0, 70.0]",0.7,0.2
-0.05179975347411181,-0.014699580543200863,-0.020524043518954375,-0.02431519886139498,0.8334323422321779,-0.017637401140242585,14,35,1.7,"[30.0, 70.0]",1.2,0.1
2.9746403529541334,0.4385921867257634,0.16917164958317288,0.49210289266080565,0.865565751122493,0.5067115769737691,14,35,1.7,"[30.0, 70.0]",1.2,0.15
2.9746403529541334,0.4385921867257634,0.16917164958317288,0.49210289266080565,0.865565751122493,0.5067115769737691,14,35,1.7,"[30.0, 70.0]",1.2,0.2
-0.0690663379654769,-0.019728089024050433,-0.020667547052130805,-0.0262924574384234,0.9085516079248152,-0.021713779219554228,14,35,1.7,"[30.0, 70.0]",1.6,0.1
3.8946860315314487,0.5197377099969414,0.2154024897336151,0.5849077265504506,0.8163469824936369,0.6366627440813656,14,35,1.7,"[30.0, 70.0]",1.6,0.15
3.8946860315314487,0.5197377099969414,0.2154024897336151,0.5849077265504506,0.8163469824936369,0.6366627440813656,14,35,1.7,"[30.0, 70.0]",1.6,0.2
0.008923377684532108,0.0024764303793587406,0.36853746997822934,0.4306986044418583,0.013502516007539395,0.18340510597995047,14,35,2.0,"[20.0, 80.0]",0.1,0.1
0.012495519352302864,0.003277999592750769,0.03091555091453697,0.03809230119881643,0.19875059650864357,0.01649303021139969,14,35,2.0,"[20.0, 80.0]",0.1,0.15
0.012495519352302864,0.003277999592750769,0.03091555091453697,0.03809230119881643,0.19875059650864357,0.01649303021139969,14,35,2.0,"[20.0, 80.0]",0.1,0.2
0.06246364379174785,0.01701226989462823,0.3803886506908054,0.44861319860540977,0.08643413945947692,0.1968235005405951,14,35,2.0,"[20.0, 80.0]",0.7,0.1
0.08746863546615757,0.02234432694618227,0.003927277846762136,0.003280470009897773,1.081755252683393,0.020655621399346222,14,35,2.0,"[20.0, 80.0]",0.7,0.15
0.08746863546615757,0.02234432694618227,0.003927277846762136,0.003280470009897773,1.081755252683393,0.020655621399346222,14,35,2.0,"[20.0, 80.0]",0.7,0.2
0.10708053221441682,0.02872687622628911,0.3897515473021663,0.46286149936429644,0.13831515257622998,0.20769146179018091,14,35,2.0,"[20.0, 80.0]",1.2,0.1
-0.8247961606469525,-0.36810478129994595,-0.022236759951550285,-0.030612748295980013,1.1198034705253053,-0.3287226651720111,14,35,2.0,"[20.0, 80.0]",1.2,0.15
-0.8247961606469525,-0.36810478129994595,-0.022236759951550285,-0.030612748295980013,1.1198034705253053,-0.3287226651720111,14,35,2.0,"[20.0, 80.0]",1.2,0.2
0.14277404295255902,0.0378556271010102,0.3969419731263444,0.4738565874469805,0.17510089719420183,0.21619322178015504,14,35,2.0,"[20.0, 80.0]",1.6,0.1
0.6421483672549053,0.139644321702314,0.03421595259807196,0.14164278819523146,0.9059048354324941,0.15414899693701875,14,35,2.0,"[20.0, 80.0]",1.6,0.15
0.6421483672549053,0.139644321702314,0.03421595259807196,0.14164278819523146,0.9059048354324941,0.15414899693701875,14,35,2.0,"[20.0, 80.0]",1.6,0.2
0.015943848926414983,0.004413677767075352,0.29692039135290593,0.3441582751314526,0.02966658756700441,0.14877605174867858,14,35,2.0,"[25.0, 75.0]",0.1,0.1
0.41125407193632824,0.09503157783339389,0.2026825196388765,0.27319839186085715,0.6436352854161391,0.14764817900241703,14,35,2.0,"[25.0, 75.0]",0.1,0.15
0.41125407193632824,0.09503157783339389,0.2026825196388765,0.27319839186085715,0.6436352854161391,0.14764817900241703,14,35,2.0,"[25.0, 75.0]",0.1,0.2
0.1116069424849,0.02989617459514249,0.3135109898505123,0.3698923356381686,0.17552024695471227,0.17032892281000664,14,35,2.0,"[25.0, 75.0]",0.7,0.1
2.07403203452946,0.3444035408668842,0.1744584320390317,0.278540183923143,0.8955553835030532,0.3845697845282508,14,35,2.0,"[25.0, 75.0]",0.7,0.15
2.07403203452946,0.3444035408668842,0.1744584320390317,0.278540183923143,0.8955553835030532,0.3845697845282508,14,35,2.0,"[25.0, 75.0]",0.7,0.2
0.19132618711697424,0.049948419964093826,0.3258461221634139,0.3893116128970986,0.2665126298760122,0.18741483278796572,14,35,2.0,"[25.0, 75.0]",1.2,0.1
1.314211633829328,0.24748123835049962,0.05874614012260007,0.2460970718917633,0.8202102963191198,0.30172900713527734,14,35,2.0,"[25.0, 75.0]",1.2,0.15
1.314211633829328,0.24748123835049962,0.05874614012260007,0.2460970718917633,0.8202102963191198,0.30172900713527734,14,35,2.0,"[25.0, 75.0]",1.2,0.2
0.25510158282263795,0.06530391775490862,0.33492161711504936,0.40373329362868265,0.3255892962540829,0.20057145153797332,14,35,2.0,"[25.0, 75.0]",1.6,0.1
2.0913159774807872,0.3463915116548728,0.0690649385903569,0.26192200990241044,0.9968747044134026,0.3474774814942287,14,35,2.0,"[25.0, 75.0]",1.6,0.15
2.0913159774807872,0.3463915116548728,0.0690649385903569,0.26192200990241044,0.9968747044134026,0.3474774814942287,14,35,2.0,"[25.0, 75.0]",1.6,0.2
-0.006675687447093681,-0.001863094753832506,-0.036302180627708236,-0.037724902942108375,0.10899943219526598,-0.017092701460085433,14,35,2.0,"[30.0, 70.0]",0.1,0.1
0.5591790069962888,0.12417882931190927,0.2254401789058655,0.3045590945326772,0.707350432684119,0.17555489270106056,14,35,2.0,"[30.0, 70.0]",0.1,0.15
0.5591790069962888,0.12417882931190927,0.2254401789058655,0.3045590945326772,0.707350432684119,0.17555489270106056,14,35,2.0,"[30.0, 70.0]",0.1,0.2
-0.04672981212969385,-0.013235632517042406,-0.04391446551874728,-0.04741181810920489,0.507765602426055,-0.02606642209279997,14,35,2.0,"[30.0, 70.0]",0.7,0.1
0.6831519625066997,0.14707567016186762,0.08905771525945624,0.16296593114430222,0.9225204680276936,0.1594280834508839,14,35,2.0,"[30.0, 70.0]",0.7,0.15
0.6831519625066997,0.14707567016186762,0.08905771525945624,0.16296593114430222,0.9225204680276936,0.1594280834508839,14,35,2.0,"[30.0, 70.0]",0.7,0.2
-0.08010824936519678,-0.0229791829197753,-0.04889719080977439,-0.054455917891298784,0.6807031735064806,-0.03375800762232898,14,35,2.0,"[30.0, 70.0]",1.2,0.1
1.3055129779497991,0.24624378682549253,0.0788121299858465,0.1847863405319026,0.9005653153143963,0.27343245696679574,14,35,2.0,"[30.0, 70.0]",1.2,0.15
1.3055129779497991,0.24624378682549253,0.0788121299858465,0.1847863405319026,0.9005653153143963,0.27343245696679574,14,35,2.0,"[30.0, 70.0]",1.2,0.2
-0.1068109991535875,-0.030959396674398065,-0.05184279712540469,-0.05938291826426172,0.7728280692946241,-0.04005987606357949,14,35,2.0,"[30.0, 70.0]",1.6,0.1
2.2310754927302727,0.3621730058028463,0.13724980817884683,0.39388252547585395,0.8939439941677154,0.40514059959655363,14,35,2.0,"[30.0, 70.0]",1.6,0.15
2.2310754927302727,0.3621730058028463,0.13724980817884683,0.39388252547585395,0.8939439941677154,0.40514059959655363,14,35,2.0,"[30.0, 70.0]",1.6,0.2
0.33615388462045703,0.08402708460424613,0.2054548326137005,0.26420361274347404,0.5837053168558076,0.14395463289056057,18,21,0.5,"[20.0, 80.0]",0.1,0.1
