total_return,annualized_return,annualized_sharpe,sortino_ratio,max_drawdown,calmar_ratio,bb_window,rsi_window,bb_threshold,rsi_limits,qty_scale,max_p_value
3.9050636511603383,0.556986122358796,0.3715466605061581,0.593365416984489,0.8957672955143521,0.6217977873806757,14,21,0.5,"[25.0, 75.0]",1.2,0.1
1.0604211325199224,0.20987166483991682,0.0389399677226103,0.12433883859767994,0.9681219330613389,0.21678226437477027,14,21,0.5,"[25.0, 75.0]",1.2,0.15
1.0604211325199224,0.20987166483991682,0.0389399677226103,0.12433883859767994,0.9681219330613389,0.21678226437477027,14,21,0.5,"[25.0, 75.0]",1.2,0.2
6.3439900785391306,0.7421563029959062,0.4899180294430466,0.7498127862085997,0.8917548939218113,0.8322424783473946,14,21,0.5,"[25.0, 75.0]",1.6,0.1
1.9113761893806829,0.32527956366319777,0.0002796873552310872,0.03978126790716024,1.0479390106051967,0.3103993270327298,14,21,0.5,"[25.0, 75.0]",1.6,0.15
1.9113761893806829,0.32527956366319777,0.0002796873552310872,0.03978126790716024,1.0479390106051967,0.3103993270327298,14,21,0.5,"[25.0, 75.0]",1.6,0.2
0.7806017124999598,0.17425159090832754,0.4333472605839304,0.4781609091927102,0.4457078229317649,0.390954750944554,14,21,0.5,"[30.0, 70.0]",0.1,0.1
0.7594425237474418,0.16055475660788643,0.040276106790228965,0.18276530185923281,0.8747261796371951,0.18354858965634108,14,21,0.5,"[30.0, 70.0]",0.1,0.15
0.7594425237474418,0.16055475660788643,0.040276106790228965,0.18276530185923281,0.8747261796371951,0.18354858965634108,14,21,0.5,"[30.0, 70.0]",0.1,0.2
5.4642119874997075,0.6813511350025503,0.5880938970337873,0.7197313613400963,0.8116211972165632,0.839494011910025,14,21,0.5,"[30.0, 70.0]",0.7,0.1
0.6625132068284187,0.14335204597467377,0.015380394921938939,0.07362607729926753,0.9399186202641863,0.152515380463876,14,21,0.5,"[30.0, 70.0]",0.7,0.15
0.6625132068284187,0.14335204597467377,0.015380394921938939,0.07362607729926753,0.9399186202641863,0.152515380463876,14,21,0.5,"[30.0, 70.0]",0.7,0.2
9.367220549999532,0.9176706877143845,0.6419142806108009,0.8082494362678501,0.8606908183253523,1.0662024831401107,14,21,0.5,"[30.0, 70.0]",1.2,0.1
1.7698700394865687,0.3079911993680742,0.03319236557191195,0.11005275246410462,1.0269197028755843,0.2999175091349753,14,21,0.5,"[30.0, 70.0]",1.2,0.15
1.7698700394865687,0.3079911993680742,0.03319236557191195,0.11005275246410462,1.0269197028755843,0.2999175091349753,14,21,0.5,"[30.0, 70.0]",1.2,0.2
5.675075654241795,0.6964445628408309,0.4579852346505737,0.6171496319875386,0.8483109004701642,0.8209779721736883,14,21,0.5,"[30.0, 70.0]",1.6,0.1
2.753380804557597,0.41704008861668096,0.030244751169759762,0.03579066860016398,1.06857500683903,0.39027685089728453,14,21,0.5,"[30.0, 70.0]",1.6,0.15
2.753380804557597,0.41704008861668096,0.030244751169759762,0.03579066860016398,1.06857500683903,0.39027685089728453,14,21,0.5,"[30.0, 70.0]",1.6,0.2
0.15388170964902192,0.04065443030913407,0.23111151303661412,0.2845395228004686,0.31246296247774646,0.13010959758800042,14,21,1.0,"[20.0, 80.0]",0.1,0.1
2.1263559309128923,0.35039676451863455,0.1948741451648614,0.29918691925315316,0.9798868798725707,0.3575889949299065,14,21,1.0,"[20.0, 80.0]",0.1,0.15
2.1263559309128923,0.35039676451863455,0.1948741451648614,0.29918691925315316,0.9798868798725707,0.3575889949299065,14,21,1.0,"[20.0, 80.0]",0.1,0.2
1.077171967543166,0.225712437357815,0.2602870654726432,0.3555508692230602,0.8442458658883468,0.26735391486970683,14,21,1.0,"[20.0, 80.0]",0.7,0.1
1.4301086581962048,0.2636505409789973,0.09898446658307478,0.2649828339004243,0.795974686277016,0.3312298060785835,14,21,1.0,"[20.0, 80.0]",0.7,0.15
1.4301086581962048,0.2636505409789973,0.09898446658307478,0.2649828339004243,0.795974686277016,0.3312298060785835,14,21,1.0,"[20.0, 80.0]",0.7,0.2
1.8465805157882778,0.33810364567971063,0.22567619605462846,0.3216909463314615,0.9573989157112224,0.35314813932972106,14,21,1.0,"[20.0, 80.0]",1.2,0.1
0.4853408410890345,0.10989704870178585,0.016119705044708867,0.08093579065349274,0.9083816989151164,0.12098113472897604,14,21,1.0,"[20.0, 80.0]",1.2,0.15
0.4853408410890345,0.10989704870178585,0.016119705044708867,0.08093579065349274,0.9083816989151164,0.12098113472897604,14,21,1.0,"[20.0, 80.0]",1.2,0.2
0.08353592018946299,0.022588362943183338,0.006751661975589005,0.021937596419622625,0.9854776928835588,0.022921232115451155,14,21,1.0,"[20.0, 80.0]",1.6,0.1
0.8839841843606038,0.1816620367952595,0.02698427443296343,0.1160845556888137,0.9060778942168687,0.20049273683282123,14,21,1.0,"[20.0, 80.0]",1.6,0.15
0.8839841843606038,0.1816620367952595,0.02698427443296343,0.1160845556888137,0.9060778942168687,0.20049273683282123,14,21,1.0,"[20.0, 80.0]",1.6,0.2
0.2921190417908215,0.07396002825384174,0.2621819096047867,0.3310438114575247,0.4525976375828288,0.163412316177427,14,21,1.0,"[25.0, 75.0]",0.1,0.1
2.1575497573279048,0.35393466260662754,0.28613575635081506,0.42988597384930405,0.8101489690970848,0.43687602664123554,14,21,1.0,"[25.0, 75.0]",0.1,0.15
2.1575497573279048,0.35393466260662754,0.28613575635081506,0.42988597384930405,0.8101489690970848,0.43687602664123554,14,21,1.0,"[25.0, 75.0]",0.1,0.2
2.04483329253577,0.3634228733542162,0.2878384913314974,0.40745605711275173,0.9308670493566539,0.3904132965125225,14,21,1.0,"[25.0, 75.0]",0.7,0.1
3.8809619984339836,0.5186135774000478,0.20463782238378334,0.40950809650610687,0.8172389785923657,0.6345923175291047,14,21,1.0,"[25.0, 75.0]",0.7,0.15
3.8809619984339836,0.5186135774000478,0.20463782238378334,0.40950809650610687,0.8172389785923657,0.6345923175291047,14,21,1.0,"[25.0, 75.0]",0.7,0.2
0.7057490203055561,0.1602946393240534,0.11443365875971215,0.18658088720609983,0.9494629638881152,0.16882663718407298,14,21,1.0,"[25.0, 75.0]",1.2,0.1
0.5841132381805498,0.12888900445275575,0.020363874471944703,0.0930683181396013,0.9073327475291396,0.14205263152217085,14,21,1.0,"[25.0, 75.0]",1.2,0.15
0.5841132381805498,0.12888900445275575,0.020363874471944703,0.0930683181396013,0.9073327475291396,0.14205263152217085,14,21,1.0,"[25.0, 75.0]",1.2,0.2
1.6852482295098379,0.31654293499582686,0.2493268681183399,0.37989054200804867,0.9164246528990723,0.34541075907818075,14,21,1.0,"[25.0, 75.0]",1.6,0.1
0.10013439568723381,0.02546897215111099,0.0040626533369722325,0.01736026313850427,0.9046792923688998,0.02815248714759522,14,21,1.0,"[25.0, 75.0]",1.6,0.15
0.10013439568723381,0.02546897215111099,0.0040626533369722325,0.01736026313850427,0.9046792923688998,0.02815248714759522,14,21,1.0,"[25.0, 75.0]",1.6,0.2
0.5011675229726358,0.11974787441255574,0.42790151510123825,0.5161876294813457,0.30796054567198805,0.3888416100551414,14,21,1.0,"[30.0, 70.0]",0.1,0.1
2.979481278196675,0.43905373448245855,0.3197821975389739,0.4720982930775419,0.8220738407498267,0.5340806539738457,14,21,1.0,"[30.0, 70.0]",0.1,0.15
2.979481278196675,0.43905373448245855,0.3197821975389739,0.4720982930775419,0.8220738407498267,0.5340806539738457,14,21,1.0,"[30.0, 70.0]",0.1,0.2
3.508172660808399,0.5208365120624507,0.5464311377488201,0.7230737812486496,0.6829446949102642,0.7626335132903935,14,21,1.0,"[30.0, 70.0]",0.7,0.1
-0.2290594487669778,-0.06626051987244519,-0.003388325068881245,-0.004417599926188898,1.0390934717106037,-0.06376762214025275,14,21,1.0,"[30.0, 70.0]",0.7,0.15
-0.2290594487669778,-0.06626051987244519,-0.003388325068881245,-0.004417599926188898,1.0390934717106037,-0.06376762214025275,14,21,1.0,"[30.0, 70.0]",0.7,0.2
6.014010275671549,0.7199998226708049,0.608458088052566,0.8247404551223452,0.7523141160083235,0.9570468071116705,14,21,1.0,"[30.0, 70.0]",1.2,0.1
-0.184017053000473,-0.052182730402398625,-0.004986158660428823,-0.02754617355888683,0.9386547762483644,-0.05559310166296036,14,21,1.0,"[30.0, 70.0]",1.2,0.15
-0.184017053000473,-0.052182730402398625,-0.004986158660428823,-0.02754617355888683,0.9386547762483644,-0.05559310166296036,14,21,1.0,"[30.0, 70.0]",1.2,0.2
8.018680367562093,0.8446952630838054,0.6465014896174353,0.8859595280423678,0.780045431813884,1.0828795716674957,14,21,1.0,"[30.0, 70.0]",1.6,0.1
1.8475505805313,0.3175601578201164,0.036060027805518854,0.17502339955585366,0.9741974940534383,0.32597102718752946,14,21,1.0,"[30.0, 70.0]",1.6,0.15
1.8475505805313,0.3175601578201164,0.036060027805518854,0.17502339955585366,0.9741974940534383,0.32597102718752946,14,21,1.0,"[30.0, 70.0]",1.6,0.2
0.08936101972306543,0.024115965803382267,0.24133588169735495,0.29200619231155167,0.19117742150763697,0.1261444244472086,14,21,1.4,"[20.0, 80.0]",0.1,0.1
1.3588799169574637,0.25378224318647424,0.2766760709930082,0.39874335748516826,0.8689867615794475,0.29204385429900714,14,21,1.4,"[20.0, 80.0]",0.1,0.15
1.3588799169574637,0.25378224318647424,0.2766760709930082,0.39874335748516826,0.8689867615794475,0.29204385429900714,14,21,1.4,"[20.0, 80.0]",0.1,0.2
0.6255271380614436,0.14483691484869476,0.28137153267318915,0.36993701420481273,0.6667776982638676,0.21721919498179987,14,21,1.4,"[20.0, 80.0]",0.7,0.1
6.375068285977398,0.6931258746572746,0.41011803084024606,0.5961362735003579,0.854026284376809,0.8115978247239253,14,21,1.4,"[20.0, 80.0]",0.7,0.15
6.375068285977398,0.6931258746572746,0.41011803084024606,0.5961362735003579,0.854026284376809,0.8115978247239253,14,21,1.4,"[20.0, 80.0]",0.7,0.2
1.0723322366767687,0.22491665750010204,0.29307049774896354,0.3971803022257042,0.8060268335589845,0.27904363494573753,14,21,1.4,"[20.0, 80.0]",1.2,0.1
10.027302505427285,0.8824791446527491,0.4703665768814042,0.6379086674739383,0.9655654073887863,0.9139506634141644,14,21,1.4,"[20.0, 80.0]",1.2,0.15
10.027302505427285,0.8824791446527491,0.4703665768814042,0.6379086674739383,0.9655654073887863,0.9139506634141644,14,21,1.4,"[20.0, 80.0]",1.2,0.2
1.4297763155690175,0.28040344080275004,0.2941624955537472,0.40382398219486193,0.8695881839904472,0.32245544036259627,14,21,1.4,"[20.0, 80.0]",1.6,0.1
3.700237846625061,0.503588702937906,0.08282847518496102,0.4161476107415172,0.9058623583379416,0.5559218774272514,14,21,1.4,"[20.0, 80.0]",1.6,0.15
3.700237846625061,0.503588702937906,0.08282847518496102,0.4161476107415172,0.9058623583379416,0.5559218774272514,14,21,1.4,"[20.0, 80.0]",1.6,0.2
0.17201230945552637,0.04518132765094918,0.2657591278276682,0.32818048195285215,0.304599538496071,0.14833025642135686,14,21,1.4,"[25.0, 75.0]",0.1,0.1
1.9225411176995504,0.3266170699951245,0.2707859234431167,0.37809504393399634,0.847172938420422,0.38553765728649375,14,21,1.4,"[25.0, 75.0]",0.1,0.15
1.9225411176995504,0.3266170699951245,0.2707859234431167,0.37809504393399634,0.847172938420422,0.38553765728649375,14,21,1.4,"[25.0, 75.0]",0.1,0.2
1.2040861661887177,0.2461187803044964,0.3249110377865957,0.4467506442730387,0.8004764066080431,0.30746537720881206,14,21,1.4,"[25.0, 75.0]",0.7,0.1
4.369966725496799,0.5573104060474472,0.2402624731987972,0.6059674670876692,0.7471786927267188,0.7458863742669438,14,21,1.4,"[25.0, 75.0]",0.7,0.15
4.369966725496799,0.5573104060474472,0.2402624731987972,0.6059674670876692,0.7471786927267188,0.7458863742669438,14,21,1.4,"[25.0, 75.0]",0.7,0.2
2.0641477134663604,0.36582528514572554,0.33250027408412,0.46894200502496486,0.9025076047543189,0.4053431607873384,14,21,1.4,"[25.0, 75.0]",1.2,0.1
6.772455786109839,0.7167057397424734,0.228875105385785,0.44704451654379546,0.9865143279310354,0.7265031226110853,14,21,1.4,"[25.0, 75.0]",1.2,0.15
6.772455786109839,0.7167057397424734,0.228875105385785,0.44704451654379546,0.9865143279310354,0.7265031226110853,14,21,1.4,"[25.0, 75.0]",1.2,0.2
2.7521969512884725,0.4450698102873234,0.3224301973821121,0.4628064701217647,0.9446504273898272,0.4711476302584228,14,21,1.4,"[25.0, 75.0]",1.6,0.1
8.812151071700782,0.8254395996629882,0.13730300298668494,0.633858248366097,0.9046999679035427,0.9123904376561168,14,21,1.4,"[25.0, 75.0]",1.6,0.15
8.812151071700782,0.8254395996629882,0.13730300298668494,0.633858248366097,0.9046999679035427,0.9123904376561168,14,21,1.4,"[25.0, 75.0]",1.6,0.2
0.28419006128950186,0.07212113312760238,0.4286960948080814,0.5088444392524456,0.20212182731187828,0.35682011233906935,14,21,1.4,"[30.0, 70.0]",0.1,0.1
2.5611860844493406,0.3975459749945467,0.2826141362791899,0.41536593373181036,0.8771042351842977,0.4532482674775981,14,21,1.4,"[30.0, 70.0]",0.1,0.15
2.5611860844493406,0.3975459749945467,0.2826141362791899,0.41536593373181036,0.8771042351842977,0.4532482674775981,14,21,1.4,"[30.0, 70.0]",0.1,0.2
1.9893304290265021,0.35645741721301105,0.5231899234166361,0.6717928543256159,0.5645013038415105,0.6314554364839697,14,21,1.4,"[30.0, 70.0]",0.7,0.1
0.3873464734636036,0.09011199883354415,0.0011683484554647734,0.001585863430018868,1.1829446063411504,0.07617600887691665,14,21,1.4,"[30.0, 70.0]",0.7,0.15
0.3873464734636036,0.09011199883354415,0.0011683484554647734,0.001585863430018868,1.1829446063411504,0.07617600887691665,14,21,1.4,"[30.0, 70.0]",0.7,0.2
3.4102807354740046,0.5115692615980019,0.5774226113253198,0.7606175087371956,0.6510799617181358,0.7857241685768075,14,21,1.4,"[30.0, 70.0]",1.2,0.1
0.45749592336640155,0.10437543548934447,0.017184881665480264,0.053984249877931004,0.9469644994635666,0.11022106483238889,14,21,1.4,"[30.0, 70.0]",1.2,0.15
0.45749592336640155,0.10437543548934447,0.017184881665480264,0.053984249877931004,0.9469644994635666,0.11022106483238889,14,21,1.4,"[30.0, 70.0]",1.2,0.2
4.547040980632016,0.6112267945800212,0.6129257736879454,0.8175286429952214,0.6897909854167055,0.8861043526261461,14,21,1.4,"[30.0, 70.0]",1.6,0.1
1.4500241273971444,0.2663715410296408,0.024026780520689427,0.14210407177756518,0.9475830159794237,0.2811062846607889,14,21,1.4,"[30.0, 70.0]",1.6,0.15
1.4500241273971444,0.2663715410296408,0.024026780520689427,0.14210407177756518,0.9475830159794237,0.2811062846607889,14,21,1.4,"[30.0, 70.0]",1.6,0.2
0.05351375935168634,0.014619813523303105,0.23412736914233265,0.2787124644513872,0.12427055810025639,0.11764502989926576,14,21,1.7,"[20.0, 80.0]",0.1,0.1
0.9441502998879416,0.19149234533263493,0.2969722613730528,0.4181030761132112,0.7575283646147704,0.2527857097866104,14,21,1.7,"[20.0, 80.0]",0.1,0.15
0.9441502998879416,0.19149234533263493,0.2969722613730528,0.4181030761132112,0.7575283646147704,0.2527857097866104,14,21,1.7,"[20.0, 80.0]",0.1,0.2
0.3745963154618608,0.09262170570972406,0.26505486090780594,0.3359921744700059,0.5261388802521403,0.17604041287603983,14,21,1.7,"[20.0, 80.0]",0.7,0.1
3.3492379673550454,0.4731469476193233,0.2990607577491485,0.42792386043021585,0.8859859749964154,0.5340343537844802,14,21,1.7,"[20.0, 80.0]",0.7,0.15
3.3492379673550454,0.4731469476193233,0.2990607577491485,0.42792386043021585,0.8859859749964154,0.5340343537844802,14,21,1.7,"[20.0, 80.0]",0.7,0.2
0.6421651122203373,0.14808735851824895,0.27945308440067396,0.3654900948698847,0.6785129981928737,0.21825279532250572,14,21,1.7,"[20.0, 80.0]",1.2,0.1
5.851906801757068,0.6606113376864662,0.372175471330233,0.5498125732949128,0.8624600608348653,0.7659616574557567,14,21,1.7,"[20.0, 80.0]",1.2,0.15
5.851906801757068,0.6606113376864662,0.372175471330233,0.5498125732949128,0.8624600608348653,0.7659616574557567,14,21,1.7,"[20.0, 80.0]",1.2,0.2
0.8562201496271113,0.18792782311336875,0.2863583419059893,0.3808121294881179,0.7550466895315755,0.24889563217601493,14,21,1.7,"[20.0, 80.0]",1.6,0.1
9.52315742712536,0.8594060273076678,0.5154921615951292,0.6580408003582724,0.9523865378896266,0.9023710364617371,14,21,1.7,"[20.0, 80.0]",1.6,0.15
9.52315742712536,0.8594060273076678,0.5154921615951292,0.6580408003582724,0.9523865378896266,0.9023710364617371,14,21,1.7,"[20.0, 80.0]",1.6,0.2
0.10691187555276649,0.0286832408809774,0.2643098377969198,0.32152113854125924,0.2071476143035028,0.13846763805327772,14,21,1.7,"[25.0, 75.0]",0.1,0.1
0.7926072034692653,0.16628030652034886,0.00440060611503787,0.0031530854925387766,1.0671864406327907,0.15581186209764114,14,21,1.7,"[25.0, 75.0]",0.1,0.15
0.7926072034692653,0.16628030652034886,0.00440060611503787,0.0031530854925387766,1.0671864406327907,0.15581186209764114,14,21,1.7,"[25.0, 75.0]",0.1,0.2
0.7483831288693266,0.16829707338825828,0.3194861041716852,0.42564943900073604,0.6754486055440403,0.24916340341350376,14,21,1.7,"[25.0, 75.0]",0.7,0.1
3.580301577801804,0.49338106476835897,0.2845449182379738,0.5581959485253356,0.7756511972682141,0.6360862543705347,14,21,1.7,"[25.0, 75.0]",0.7,0.15
3.580301577801804,0.49338106476835897,0.2845449182379738,0.5581959485253356,0.7756511972682141,0.6360862543705347,14,21,1.7,"[25.0, 75.0]",0.7,0.2
1.2829425066331273,0.2583742234718438,0.34018043859751673,0.468126949965642,0.80123805523918,0.32246873670362014,14,21,1.7,"[25.0, 75.0]",1.2,0.1
4.783954408991274,0.5880901200353115,0.2641105074763223,0.6037426199083958,0.7267723777637354,0.8091806155936381,14,21,1.7,"[25.0, 75.0]",1.2,0.15
4.783954408991274,0.5880901200353115,0.2641105074763223,0.6037426199083958,0.7267723777637354,0.8091806155936381,14,21,1.7,"[25.0, 75.0]",1.2,0.2
1.7105900088441808,0.3199904373763811,0.34882350902773757,0.4868871693765308,0.8571048705519758,0.3733387224486394,14,21,1.7,"[25.0, 75.0]",1.6,0.1
5.841504459943878,0.6599465641923474,0.2526758908804399,0.4533771787897222,0.9690298370183136,0.6810384355377441,14,21,1.7,"[25.0, 75.0]",1.6,0.15
5.841504459943878,0.6599465641923474,0.2526758908804399,0.4533771787897222,0.9690298370183136,0.6810384355377441,14,21,1.7,"[25.0, 75.0]",1.6,0.2
0.23999798468753264,0.061719160032774445,0.47367395375628624,0.5514869051985891,0.16070590279289548,0.38405036131319337,14,21,1.7,"[30.0, 70.0]",0.1,0.1
2.142563405035552,0.35223818952277774,0.3299194062632983,0.46219117668067994,0.7784577828553401,0.45248207067926993,14,21,1.7,"[30.0, 70.0]",0.1,0.15
2.142563405035552,0.35223818952277774,0.3299194062632983,0.46219117668067994,0.7784577828553401,0.45248207067926993,14,21,1.7,"[30.0, 70.0]",0.1,0.2
1.6799858928127724,0.31582410415926176,0.5900216598904233,0.732390626885657,0.4955946812204069,0.6372629007670981,14,21,1.7,"[30.0, 70.0]",0.7,0.1
2.366752981298988,0.3770196885016597,0.04288529433458238,0.04994017936805999,1.0679161897035616,0.3530423942784452,14,21,1.7,"[30.0, 70.0]",0.7,0.15
2.366752981298988,0.3770196885016597,0.04288529433458238,0.04994017936805999,1.0679161897035616,0.3530423942784452,14,21,1.7,"[30.0, 70.0]",0.7,0.2
2.8799758162504725,0.4586056911394607,0.659421984720221,0.8369331313131414,0.585515183051633,0.7832515781217907,14,21,1.7,"[30.0, 70.0]",1.2,0.1
2.004370212269501,0.3363066916513544,0.008646230706375012,0.00941079662036359,1.1308307276273537,0.2973979070740096,14,21,1.7,"[30.0, 70.0]",1.2,0.15
2.004370212269501,0.3363066916513544,0.008646230706375012,0.00941079662036359,1.1308307276273537,0.2973979070740096,14,21,1.7,"[30.0, 70.0]",1.2,0.2
3.8399677550006324,0.5512055041712729,0.705704918319038,0.9058567606608389,0.6252190036160427,0.8816198819666353,14,21,1.7,"[30.0, 70.0]",1.6,0.1
-0.39869060994072747,-0.1254514063693032,-0.008377422487030165,-0.005808071370755821,1.0391914472102097,-0.12072020675890592,14,21,1.7,"[30.0, 70.0]",1.6,0.15
-0.39869060994072747,-0.1254514063693032,-0.008377422487030165,-0.005808071370755821,1.0391914472102097,-0.12072020675890592,14,21,1.7,"[30.0, 70.0]",1.6,0.2
0.0329975412182979,0.009079610758989665,0.23617459931774917,0.2790492769843996,0.07808077602190261,0.11628484271778655,14,21,2.0,"[20.0, 80.0]",0.1,0.1
0.6091733734503606,0.13356826560541069,0.3074679934993389,0.4186657529566037,0.613825654352858,0.21759967941748637,14,21,2.0,"[20.0, 80.0]",0.1,0.15
0.6091733734503606,0.13356826560541069,0.3074679934993389,0.4186657529566037,0.613825654352858,0.21759967941748637,14,21,2.0,"[20.0, 80.0]",0.1,0.2
0.23098278852808463,0.05956441199576945,0.2591985961277472,0.3196389260517411,0.38590661248472635,0.15434929091329558,14,21,2.0,"[20.0, 80.0]",0.7,0.1
1.530912014776606,0.27725846221315265,0.15084428369947508,0.2818296034240885,0.9460066878397975,0.29308298321470777,14,21,2.0,"[20.0, 80.0]",0.7,0.15
1.530912014776606,0.27725846221315265,0.15084428369947508,0.2818296034240885,0.9460066878397975,0.29308298321470777,14,21,2.0,"[20.0, 80.0]",0.7,0.2
0.39597049461957434,0.09732554627904944,0.27284508028605625,0.34520924698406025,0.5313892747214145,0.1831530121304635,14,21,2.0,"[20.0, 80.0]",1.2,0.1
0.4220700954876191,0.09723709371815947,0.002438270256417052,0.008370076353038167,1.0753816969875425,0.0904210049236926,14,21,2.0,"[20.0, 80.0]",1.2,0.15
0.4220700954876191,0.09723709371815947,0.002438270256417052,0.008370076353038167,1.0753816969875425,0.0904210049236926,14,21,2.0,"[20.0, 80.0]",1.2,0.2
0.5279606594927684,0.12527663281929824,0.28125912290020555,0.36158464440284854,0.6121617203617415,0.20464630285158825,14,21,2.0,"[20.0, 80.0]",1.6,0.1
4.031908773056355,0.5308519154754558,0.3332503162085999,0.47653795616611044,0.8884245647602047,0.5975205285085048,14,21,2.0,"[20.0, 80.0]",1.6,0.15
4.031908773056355,0.5308519154754558,0.3332503162085999,0.47653795616611044,0.8884245647602047,0.5975205285085048,14,21,2.0,"[20.0, 80.0]",1.6,0.2
0.061427709018235355,0.016736092876959985,0.2653772764683876,0.31864403822021065,0.1260504210531377,0.1327730025582757,14,21,2.0,"[25.0, 75.0]",0.1,0.1
0.4994959600479081,0.11267480962882659,0.12410378824685858,0.17231791815584746,0.8861984988765896,0.12714398610656807,14,21,2.0,"[25.0, 75.0]",0.1,0.15
0.4994959600479081,0.11267480962882659,0.12410378824685858,0.17231791815584746,0.8861984988765896,0.12714398610656807,14,21,2.0,"[25.0, 75.0]",0.1,0.2
0.42999396312766236,0.10470705548879167,0.3079153997594116,0.39444097849118626,0.5162934000747198,0.20280533408646728,14,21,2.0,"[25.0, 75.0]",0.7,0.1
6.717586365303404,0.7135035786229602,0.6477436425718509,0.8349280673137431,0.6500150567826583,1.0976723864744724,14,21,2.0,"[25.0, 75.0]",0.7,0.15
6.717586365303404,0.7135035786229602,0.6477436425718509,0.8349280673137431,0.6500150567826583,1.0976723864744724,14,21,2.0,"[25.0, 75.0]",0.7,0.2
0.7371325082188567,0.1661991279866175,0.3302356158003811,0.436749408443661,0.6576943871005612,0.2526996295639752,14,21,2.0,"[25.0, 75.0]",1.2,0.1
3.5497748253232286,0.49075159055810325,0.2967714285956362,0.5623578895146533,0.7882204508157175,0.6226070258012614,14,21,2.0,"[25.0, 75.0]",1.2,0.15
3.5497748253232286,0.49075159055810325,0.2967714285956362,0.5623578895146533,0.7882204508157175,0.6226070258012614,14,21,2.0,"[25.0, 75.0]",1.2,0.2
0.982843344291801,0.20995462145123978,0.34329153756773023,0.46203085394867033,0.727422984851235,0.288627972752576,14,21,2.0,"[25.0, 75.0]",1.6,0.1
6.024274608380582,0.6715200170824627,0.31706581329375444,0.66479961144438,0.8141811446891954,0.8247796224006243,14,21,2.0,"[25.0, 75.0]",1.6,0.15
6.024274608380582,0.6715200170824627,0.31706581329375444,0.66479961144438,0.8141811446891954,0.8247796224006243,14,21,2.0,"[25.0, 75.0]",1.6,0.2
0.06341576908867941,0.01726593225125428,0.22548967360600936,0.26830492135493067,0.15135362894631643,0.1140767642735433,14,21,2.0,"[30.0, 70.0]",0.1,0.1
0.8566848898746615,0.1771253249814011,0.13855626713964167,0.19893582182286498,0.9557856434298744,0.185319089273804,14,21,2.0,"[30.0, 70.0]",0.1,0.15
0.8566848898746615,0.1771253249814011,0.13855626713964167,0.19893582182286498,0.9557856434298744,0.185319089273804,14,21,2.0,"[30.0, 70.0]",0.1,0.2
0.44391038362077007,0.10768976915539041,0.2594258847474936,0.3333967867112567,0.592344578633116,0.1818025741096398,14,21,2.0,"[30.0, 70.0]",0.7,0.1
1.3671264950036925,0.2549358952256686,0.10922823384127367,0.27403240629352527,0.7343024505857083,0.3471810492016223,14,21,2.0,"[30.0, 70.0]",0.7,0.15
1.3671264950036925,0.2549358952256686,0.10922823384127367,0.27403240629352527,0.7343024505857083,0.3471810492016223,14,21,2.0,"[30.0, 70.0]",0.7,0.2
0.7609892290641753,0.17063623936797323,0.2722354165546616,0.3625624710535628,0.7425996271627887,0.2297822852671151,14,21,2.0,"[30.0, 70.0]",1.2,0.1
3.5492429301404718,0.49070565984135217,0.18902291590626777,0.39522863370603817,0.8310882776754188,0.5904374697882541,14,21,2.0,"[30.0, 70.0]",1.2,0.15
3.5492429301404718,0.49070565984135217,0.18902291590626777,0.39522863370603817,0.8310882776754188,0.5904374697882541,14,21,2.0,"[30.0, 70.0]",1.2,0.2
1.0146523054189034,0.21532769039974387,0.2763894934782174,0.3746744463090352,0.8149523566558879,0.2642212009587029,14,21,2.0,"[30.0, 70.0]",1.6,0.1
1.8212864244249811,0.31434660114864843,0.06740044871093248,0.2547916782635598,0.8890456705178518,0.3535775625177362,14,21,2.0,"[30.0, 70.0]",1.6,0.15
1.8212864244249811,0.31434660114864843,0.06740044871093248,0.2547916782635598,0.8890456705178518,0.3535775625177362,14,21,2.0,"[30.0, 70.0]",1.6,0.2
0.177088389439783,0.04643967521594883,0.28433533125862337,0.34969038217124765,0.27557470926188793,0.16851936572966006,14,28,0.5,"[20.0, 80.0]",0.1,0.1
0.6399872873884171,0.13924888095994614,0.015958746685817062,0.0795867543550038,0.9793915737859876,0.14217896568341745,14,28,0.5,"[20.0, 80.0]",0.1,0.15
0.6399872873884171,0.13924888095994614,0.015958746685817062,0.0795867543550038,0.9793915737859876,0.14217896568341745,14,28,0.5,"[20.0, 80.0]",0.1,0.2
1.2396187260784446,0.2516795815800592,0.3449862208189707,0.46673562849342054,0.7520689355533389,0.33464961745147015,14,28,0.5,"[20.0, 80.0]",0.7,0.1
3.842866932231514,0.5154809720032203,0.21831164565812683,0.48246477093645473,0.9220043185033859,0.5590873726491415,14,28,0.5,"[20.0, 80.0]",0.7,0.15
3.842866932231514,0.5154809720032203,0.21831164565812683,0.48246477093645473,0.9220043185033859,0.5590873726491415,14,28,0.5,"[20.0, 80.0]",0.7,0.2
2.125060673277321,0.3733310425720855,0.36411030783683107,0.5046756800892187,0.854697492531335,0.43679903806246206,14,28,0.5,"[20.0, 80.0]",1.2,0.1
4.118593772996386,0.5377583047244479,0.07243334708983175,0.43855507312489633,0.9365059426694786,0.5742177173927866,14,28,0.5,"[20.0, 80.0]",1.2,0.15
