Date,Open,High,Low,Close,Volume,log_returns,Search_Volume,check_ratio,Normalized_Searches,log_searches,temp_date,Normalized_Searches_delayed,norm_search_MA_upper_band,norm_search_MA_lower_band,strategy,coin,qty,balance,coins_value,portfolio_value
2019-09-16,10302.0,10353.81,10080.7,10249.27,20185.637,-0.005152922456068935,194325.84615384616,6940.208791208791,2.540159701220688,0.6602898713193869,2019-09-16,2.2626525584379626,,,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-17,10257.3,10270.63,10136.77,10186.52,22519.607,-0.006141205915192098,187385.63736263735,6940.208791208791,2.1523945617263305,-0.16564598152953786,2019-09-17,2.1857967988974734,2.3003079989097697,2.1481413584256663,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-18,10183.87,10256.65,10097.92,10155.16,20832.895,-0.0030833269272457584,173505.2197802198,6940.208791208792,1.619418239452558,-0.28451399872142613,2019-09-18,2.4793413088030762,2.5223743384423356,2.096152772316673,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-19,10154.7,10331.62,9530.02,10245.3,26228.754,0.008837113145449086,194325.84615384616,6940.208791208791,2.459308382315707,0.41781319171607856,2019-09-19,2.108941039356983,2.4826571635474446,2.0357086892003027,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-20,10247.7,10279.3,10070.5,10166.35,23265.91,-0.007735816919825592,187385.63736263735,6940.208791208791,2.2332458806313107,-0.09642408597953503,2019-09-20,1.5987077790862663,2.5836584826121354,1.6705173112205693,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-21,10166.56,10175.3,9912.63,9983.33,23642.387,-0.01816654491570137,159624.8021978022,6940.208791208791,1.0055905982738036,-0.7978810501553713,2019-09-21,1.0884745188155511,2.6745038773938723,1.2334674570718986,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-22,9992.7,10089.52,9857.0,10023.04,23916.354,0.003969740852400776,134522.97095435683,6114.68049792531,0.03964974935329556,-3.2332456812822956,2019-09-22,1.3125044188631807,2.602508693695014,1.122182284093698,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-23,10027.69,10046.91,9620.0,9701.96,31927.062,-0.03255851590261737,171211.05394190873,6114.680497925312,1.508298666901868,3.6386529573520074,2019-09-23,2.540159701220688,2.7100528382054994,1.1840916926647957,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-24,9701.1,9792.83,8645.61,8645.61,29758.535,-0.11527624928938816,232357.85892116182,6114.680497925311,4.049515908692718,0.9876150403062932,2019-09-24,2.1523945617263305,2.68999198937556,1.249779718448332,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-25,8493.32,8725.24,8200.0,8430.07,48222.102,-0.025246602007240267,287389.9834024896,6114.680497925311,6.39269285383042,0.45655825123668736,2019-09-25,1.619418239452558,2.6312657310779692,1.2384124538540449,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-26,8428.15,8464.4,7700.67,8060.15,60065.945,-0.04487290888943018,250701.90041493776,6114.680497925311,4.853942151874424,-0.27536440687937475,2019-09-26,2.459308382315707,2.6793116172420857,1.2857246203898738,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-27,8061.98,8260.0,7851.94,8176.52,40034.653,0.014334465454482212,220128.4979253112,6114.680497925311,3.51323174657158,-0.32325485022478634,2019-09-27,2.2332458806313107,2.6754617579437507,1.3313624399907635,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-28,8178.26,8311.0,8001.14,8195.38,33820.919,0.0023039486367112537,177325.73443983402,6114.680497925311,1.7764407479624373,-0.6819245567100601,2019-09-28,1.0055905982738036,2.6777399678477307,1.1755732299800992,-1,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-29,8199.0,8226.35,7888.98,8041.96,35966.056,-0.018897746282775074,171377.8190954774,6347.32663316583,1.5682426986124112,-0.12465609044994132,2019-09-29,0.03964974935329556,2.8014461384306744,0.7822946523170666,-1,Bitcoin,0.0,10000.0,0.0,10000.0
2019-09-30,8042.08,8331.89,7709.01,8285.84,54412.52,0.0298751992141795,203114.45226130655,6347.32663316583,2.885969975930152,0.6099053647179595,2019-09-30,1.508298666901868,2.7338910227556266,0.7420849263441008,0,Bitcoin,0.0,10000.0,0.0,10000.0
2019-10-01,8285.31,8499.0,8171.0,8290.0,39212.804,0.0005019353574043129,190419.79899497484,6347.326633165828,2.329825898759177,-0.21406751372372912,2019-10-01,4.049515908692718,3.186316711562893,0.5559048246504403,0,Bitcoin,0.0,10000.0,0.0,10000.0
