,Date,Trend
0,2021-09-05,61
1,2021-09-06,81
2,2021-09-07,76
3,2021-09-08,66
4,2021-09-09,63
5,2021-09-10,64
6,2021-09-11,55
7,2021-09-12,58
8,2021-09-13,56
9,2021-09-14,52
10,2021-09-15,60
11,2021-09-16,55
12,2021-09-17,53
13,2021-09-18,50
14,2021-09-19,47
15,2021-09-20,62
16,2021-09-21,51
17,2021-09-22,52
18,2021-09-23,54
19,2021-09-24,52
20,2021-09-25,51
21,2021-09-26,51
22,2021-09-27,52
23,2021-09-28,51
24,2021-09-29,51
25,2021-09-30,53
26,2021-10-01,62
27,2021-10-02,50
28,2021-10-03,50
29,2021-10-04,52
30,2021-10-05,56
31,2021-10-06,65
32,2021-10-07,62
33,2021-10-08,60
34,2021-10-09,72
35,2021-10-10,70
36,2021-10-11,62
37,2021-10-12,54
38,2021-10-13,55
39,2021-10-14,64
40,2021-10-15,64
41,2021-10-16,61
42,2021-10-17,58
43,2021-10-18,60
44,2021-10-19,59
45,2021-10-20,70
46,2021-10-21,67
47,2021-10-22,56
48,2021-10-23,53
49,2021-10-24,52
50,2021-10-25,61
51,2021-10-26,63
52,2021-10-27,66
53,2021-10-28,61
54,2021-10-29,60
55,2021-10-30,62
56,2021-10-31,57
57,2021-11-01,58
58,2021-11-02,68
59,2021-11-03,74
60,2021-11-04,73
61,2021-11-05,65
62,2021-11-06,59
63,2021-11-07,73
64,2021-11-08,76
65,2021-11-09,80
66,2021-11-10,84
67,2021-11-11,65
68,2021-11-12,67
69,2021-11-13,58
70,2021-11-14,59
71,2021-11-15,65
72,2021-11-16,62
73,2021-11-17,51
74,2021-11-18,55
75,2021-11-19,49
76,2021-11-20,52
77,2021-11-21,53
78,2021-11-22,53
79,2021-11-23,54
80,2021-11-24,57
81,2021-11-25,49
82,2021-11-26,53
83,2021-11-27,48
84,2021-11-28,48
85,2021-11-29,51
86,2021-11-30,51
87,2021-12-01,51
88,2021-12-02,50
89,2021-12-03,51
90,2021-12-04,61
91,2021-12-05,49
92,2021-12-06,57
93,2021-12-07,52
94,2021-12-08,55
95,2021-12-09,61
96,2021-12-10,50
97,2021-12-11,47
98,2021-12-12,50
99,2021-12-13,49
100,2021-12-14,55
101,2021-12-15,51
102,2021-12-16,49
103,2021-12-17,41
104,2021-12-18,45
105,2021-12-19,45
106,2021-12-20,55
107,2021-12-21,55
108,2021-12-22,58
109,2021-12-23,63
110,2021-12-24,63
111,2021-12-25,43
112,2021-12-26,45
113,2021-12-27,49
114,2021-12-28,46
115,2021-12-29,47
116,2021-12-30,42
117,2021-12-31,41
118,2022-01-01,41
119,2022-01-02,50
120,2022-01-03,53
121,2022-01-04,100
122,2022-01-05,40
123,2022-01-06,47
124,2022-01-07,52
125,2022-01-08,52
126,2022-01-09,47
127,2022-01-10,48
128,2022-01-11,53
129,2022-01-12,47
130,2022-01-13,81
131,2022-01-14,47
132,2022-01-15,46
133,2022-01-16,74
134,2022-01-17,40
135,2022-01-18,43
136,2022-01-19,46
137,2022-01-20,45
138,2022-01-21,51
139,2022-01-22,56
140,2022-01-23,52
141,2022-01-24,46
142,2022-01-25,45
143,2022-01-26,47
144,2022-01-27,48
145,2022-01-28,47
146,2022-01-29,46
147,2022-01-30,44
148,2022-01-31,44
149,2022-02-01,49
150,2022-02-02,47
151,2022-02-03,43
152,2022-02-04,45
153,2022-02-05,47
154,2022-02-06,45
155,2022-02-07,74
156,2022-02-08,73
157,2022-02-09,62
158,2022-02-10,46
159,2022-02-11,49
160,2022-02-12,52
161,2022-02-13,56
162,2022-02-14,51
163,2022-02-15,54
164,2022-02-16,53
165,2022-02-17,59
166,2022-02-18,58
167,2022-02-19,57
168,2022-02-20,50
169,2022-02-21,51
170,2022-02-22,52
171,2022-02-23,50
172,2022-02-24,57
173,2022-02-25,52
174,2022-02-26,50
175,2022-02-27,52
176,2022-02-28,55
177,2022-03-01,54
178,2022-03-02,49
179,2022-03-03,50
180,2022-03-04,48
181,2022-03-05,50
182,2022-03-06,49
183,2022-03-07,50
184,2022-03-08,47
185,2022-03-09,50
186,2022-03-10,47
187,2022-03-11,53
188,2022-03-12,58
189,2022-03-13,52
190,2022-03-14,48
191,2022-03-15,48
192,2022-03-16,44
193,2022-03-17,50
194,2022-03-18,44
195,2022-03-19,49
196,2022-03-20,49
197,2022-03-21,53
198,2022-03-22,54
199,2022-03-23,50
200,2022-03-24,49
201,2022-03-25,50
202,2022-03-26,47
203,2022-03-27,47
204,2022-03-28,52
205,2022-03-29,55
206,2022-03-30,57
207,2022-03-31,52
208,2022-04-01,47
209,2022-04-02,47
210,2022-04-03,43
211,2022-04-04,47
212,2022-04-05,46
213,2022-04-06,47
214,2022-04-07,47
215,2022-04-08,48
216,2022-04-09,43
217,2022-04-10,49
218,2022-04-11,47
219,2022-04-12,46
220,2022-04-13,49
221,2022-04-14,50
222,2022-04-15,56
223,2022-04-16,50
224,2022-04-17,48
225,2022-04-18,49
226,2022-04-19,47
227,2022-04-20,47
228,2022-04-21,47
229,2022-04-22,46
230,2022-04-23,44
231,2022-04-24,43
232,2022-04-25,48
233,2022-04-26,46
234,2022-04-27,44
235,2022-04-28,45
236,2022-04-29,44
237,2022-04-30,44
238,2022-05-01,42
239,2022-05-02,44
240,2022-05-03,45
241,2022-05-04,46
242,2022-05-05,43
243,2022-05-06,41
244,2022-05-07,39
245,2022-05-08,40
246,2022-05-09,47
247,2022-05-10,48
248,2022-05-11,52
249,2022-05-12,53
250,2022-05-13,54
251,2022-05-14,44
252,2022-05-15,44
253,2022-05-16,43
254,2022-05-17,46
255,2022-05-18,48
256,2022-05-19,49
257,2022-05-20,42
258,2022-05-21,40
259,2022-05-22,38
260,2022-05-23,41
261,2022-05-24,40
262,2022-05-25,40
263,2022-05-26,41
264,2022-05-27,41
265,2022-05-28,39
