,Date,Trend
0,2023-11-12,45
1,2023-11-13,39
2,2023-11-14,39
3,2023-11-15,38
4,2023-11-16,36
5,2023-11-17,35
6,2023-11-18,31
7,2023-11-19,33
8,2023-11-20,33
9,2023-11-21,34
10,2023-11-22,32
11,2023-11-23,33
12,2023-11-24,34
13,2023-11-25,33
14,2023-11-26,31
15,2023-11-27,28
16,2023-11-28,30
17,2023-11-29,29
18,2023-11-30,30
19,2023-12-01,36
20,2023-12-02,34
21,2023-12-03,34
22,2023-12-04,50
23,2023-12-05,44
24,2023-12-06,47
25,2023-12-07,42
26,2023-12-08,56
27,2023-12-09,49
28,2023-12-10,45
29,2023-12-11,42
30,2023-12-12,38
31,2023-12-13,37
32,2023-12-14,36
33,2023-12-15,34
34,2023-12-16,32
35,2023-12-17,30
36,2023-12-18,38
37,2023-12-19,34
38,2023-12-20,37
39,2023-12-21,44
40,2023-12-22,40
41,2023-12-23,41
42,2023-12-24,39
43,2023-12-25,44
44,2023-12-26,38
45,2023-12-27,49
46,2023-12-28,42
47,2023-12-29,43
48,2023-12-30,36
49,2023-12-31,36
50,2024-01-01,37
51,2024-01-02,46
52,2024-01-03,49
53,2024-01-04,44
54,2024-01-05,41
55,2024-01-06,37
56,2024-01-07,35
57,2024-01-08,41
58,2024-01-09,40
59,2024-01-10,47
60,2024-01-11,59
61,2024-01-12,54
62,2024-01-13,41
63,2024-01-14,35
64,2024-01-15,42
65,2024-01-16,35
66,2024-01-17,36
67,2024-01-18,28
68,2024-01-19,33
69,2024-01-20,37
70,2024-01-21,33
71,2024-01-22,32
72,2024-01-23,34
73,2024-01-24,30
74,2024-01-25,28
75,2024-01-26,35
76,2024-01-27,29
77,2024-01-28,37
78,2024-01-29,31
79,2024-01-30,35
80,2024-01-31,30
81,2024-02-01,32
82,2024-02-02,30
83,2024-02-03,35
84,2024-02-04,24
85,2024-02-05,28
86,2024-02-06,28
87,2024-02-07,30
88,2024-02-08,32
89,2024-02-09,38
90,2024-02-10,38
91,2024-02-11,41
92,2024-02-12,41
93,2024-02-13,43
94,2024-02-14,47
95,2024-02-15,40
96,2024-02-16,42
97,2024-02-17,38
98,2024-02-18,37
99,2024-02-19,40
100,2024-02-20,39
101,2024-02-21,36
102,2024-02-22,38
103,2024-02-23,37
104,2024-02-24,35
105,2024-02-25,35
106,2024-02-26,35
107,2024-02-27,56
108,2024-02-28,66
109,2024-02-29,69
110,2024-03-01,68
111,2024-03-02,75
112,2024-03-03,69
113,2024-03-04,79
114,2024-03-05,82
115,2024-03-06,71
116,2024-03-07,69
117,2024-03-08,58
118,2024-03-09,62
119,2024-03-10,60
120,2024-03-11,100
121,2024-03-12,85
122,2024-03-13,73
123,2024-03-14,63
124,2024-03-15,52
125,2024-03-16,55
126,2024-03-17,51
127,2024-03-18,48
128,2024-03-19,48
129,2024-03-20,45
130,2024-03-21,43
131,2024-03-22,45
132,2024-03-23,48
133,2024-03-24,50
134,2024-03-25,53
135,2024-03-26,52
136,2024-03-27,61
137,2024-03-28,50
138,2024-03-29,84
139,2024-03-30,69
140,2024-03-31,67
141,2024-04-01,69
142,2024-04-02,75
143,2024-04-03,58
144,2024-04-04,55
145,2024-04-05,48
146,2024-04-06,52
147,2024-04-07,47
148,2024-04-08,50
149,2024-04-09,50
150,2024-04-10,44
151,2024-04-11,50
152,2024-04-12,53
153,2024-04-13,50
154,2024-04-14,60
155,2024-04-15,46
156,2024-04-16,41
157,2024-04-17,38
158,2024-04-18,50
159,2024-04-19,44
160,2024-04-20,46
161,2024-04-21,43
162,2024-04-22,42
163,2024-04-23,43
164,2024-04-24,41
165,2024-04-25,38
166,2024-04-26,44
167,2024-04-27,45
168,2024-04-28,35
169,2024-04-29,39
170,2024-04-30,34
171,2024-05-01,36
172,2024-05-02,30
173,2024-05-03,34
174,2024-05-04,33
175,2024-05-05,34
176,2024-05-06,36
177,2024-05-07,37
178,2024-05-08,32
179,2024-05-09,30
180,2024-05-10,30
181,2024-05-11,24
182,2024-05-12,26
183,2024-05-13,29
184,2024-05-14,29
185,2024-05-15,30
186,2024-05-16,31
187,2024-05-17,33
188,2024-05-18,34
189,2024-05-19,24
190,2024-05-20,35
191,2024-05-21,42
192,2024-05-22,35
193,2024-05-23,39
194,2024-05-24,35
195,2024-05-25,34
196,2024-05-26,33
197,2024-05-27,38
198,2024-05-28,34
199,2024-05-29,38
200,2024-05-30,36
201,2024-05-31,32
202,2024-06-01,25
203,2024-06-02,32
204,2024-06-03,34
205,2024-06-04,31
206,2024-06-05,34
207,2024-06-06,32
208,2024-06-07,34
209,2024-06-08,34
210,2024-06-09,32
211,2024-06-10,29
212,2024-06-11,29
213,2024-06-12,31
214,2024-06-13,26
215,2024-06-14,31
216,2024-06-15,26
217,2024-06-16,28
218,2024-06-17,28
219,2024-06-18,29
220,2024-06-19,30
221,2024-06-20,28
222,2024-06-21,31
223,2024-06-22,26
224,2024-06-23,26
225,2024-06-24,30
226,2024-06-25,30
227,2024-06-26,26
228,2024-06-27,27
229,2024-06-28,28
230,2024-06-29,28
231,2024-06-30,26
