Date,Trend
10/1/2023,66
10/2/2023,74
10/3/2023,72
10/4/2023,72
10/5/2023,70
10/6/2023,70
10/7/2023,65
10/8/2023,63
10/9/2023,73
10/10/2023,81
10/11/2023,76
10/12/2023,77
10/13/2023,71
10/14/2023,65
10/15/2023,67
10/16/2023,73
10/17/2023,78
10/18/2023,76
10/19/2023,74
10/20/2023,72
10/21/2023,65
10/22/2023,65
10/23/2023,72
10/24/2023,72
10/25/2023,72
10/26/2023,82
10/27/2023,77
10/28/2023,68
10/29/2023,64
10/30/2023,72
10/31/2023,81
11/1/2023,72
11/2/2023,81
11/3/2023,74
11/4/2023,65
11/5/2023,65
11/6/2023,73
11/7/2023,74
11/8/2023,71
11/9/2023,75
11/10/2023,75
11/11/2023,66
11/12/2023,67
11/13/2023,80
11/14/2023,80
11/15/2023,71
11/16/2023,77
11/17/2023,86
11/18/2023,79
11/19/2023,70
11/20/2023,86
11/21/2023,84
11/22/2023,84
11/23/2023,85
11/24/2023,93
11/25/2023,80
11/26/2023,76
11/27/2023,83
11/28/2023,79
11/29/2023,77
11/30/2023,74
12/1/2023,69
12/2/2023,69
12/3/2023,65
12/4/2023,73
12/5/2023,77
12/6/2023,74
12/7/2023,69
12/8/2023,80
12/9/2023,66
12/10/2023,62
12/11/2023,74
12/12/2023,75
12/13/2023,74
12/14/2023,78
12/15/2023,80
12/16/2023,73
12/17/2023,71
12/18/2023,75
12/19/2023,76
12/20/2023,74
12/21/2023,73
12/22/2023,74
12/23/2023,69
12/24/2023,67
12/25/2023,76
12/26/2023,87
12/27/2023,86
12/28/2023,83
12/29/2023,77
12/30/2023,73
12/31/2023,59
1/1/2024,61
1/2/2024,78
1/3/2024,81
1/4/2024,78
1/5/2024,77
1/6/2024,74
1/7/2024,67
1/8/2024,77
1/9/2024,85
1/10/2024,84
1/11/2024,78
1/12/2024,78
1/13/2024,70
1/14/2024,66
1/15/2024,75
1/16/2024,81
1/17/2024,78
1/18/2024,76
1/19/2024,77
1/20/2024,69
1/21/2024,69
1/22/2024,77
1/23/2024,74
1/24/2024,78
1/25/2024,88
1/26/2024,100
1/27/2024,83
1/28/2024,74
1/29/2024,79
1/30/2024,82
1/31/2024,85
2/1/2024,84
2/2/2024,78
2/3/2024,75
2/4/2024,71
2/5/2024,81
2/6/2024,77
2/7/2024,81
2/8/2024,80
2/9/2024,74
2/10/2024,71
2/11/2024,70
2/12/2024,72
2/13/2024,78
2/14/2024,77
2/15/2024,80
2/16/2024,83
2/17/2024,77
2/18/2024,71
2/19/2024,76
2/20/2024,81
2/21/2024,85
2/22/2024,87
2/23/2024,82
2/24/2024,79
2/25/2024,77
2/26/2024,84
2/27/2024,77
2/28/2024,81
2/29/2024,80
3/1/2024,85
3/2/2024,77
3/3/2024,70
3/4/2024,81
3/5/2024,78
3/6/2024,81
3/7/2024,84
3/8/2024,78
3/9/2024,73
3/10/2024,69
3/11/2024,80
3/12/2024,86
3/13/2024,81
3/14/2024,82
3/15/2024,79
3/16/2024,75
3/17/2024,71
3/18/2024,77
3/19/2024,79
3/20/2024,91
3/21/2024,84
3/22/2024,77
3/23/2024,75
3/24/2024,74
3/25/2024,84
3/26/2024,84
3/27/2024,82
3/28/2024,80
3/29/2024,74
3/30/2024,70
3/31/2024,61
4/1/2024,73
4/2/2024,79
4/3/2024,83
4/4/2024,76
4/5/2024,76
4/6/2024,66
4/7/2024,62
4/8/2024,75
4/9/2024,79
4/10/2024,85
4/11/2024,74
4/12/2024,76
4/13/2024,69
4/14/2024,63
4/15/2024,71
4/16/2024,75
4/17/2024,72
4/18/2024,75
4/19/2024,74
4/20/2024,63
4/21/2024,63
4/22/2024,76
4/23/2024,74
4/24/2024,74
4/25/2024,76
4/26/2024,78
4/27/2024,79
4/28/2024,63
4/29/2024,72
4/30/2024,72
5/1/2024,70
5/2/2024,75
5/3/2024,68
5/4/2024,66
5/5/2024,59
5/6/2024,70
5/7/2024,72
5/8/2024,75
5/9/2024,75
5/10/2024,73
5/11/2024,64
5/12/2024,56
5/13/2024,72
5/14/2024,71
5/15/2024,73
5/16/2024,76
5/17/2024,73
5/18/2024,62
5/19/2024,58
5/20/2024,72
5/21/2024,75
5/22/2024,76
5/23/2024,76
5/24/2024,73
5/25/2024,67
5/26/2024,60
5/27/2024,73
5/28/2024,77
5/29/2024,76
5/30/2024,74
5/31/2024,71
6/1/2024,61
