,Date,Open,High,Low,Close,Adj Close,Volume,log_returns,Search_Volume,check_ratio,Normalized_Searches,log_searches,temp_date,Normalized_Searches_delayed,norm_search_MA_upper_band,norm_search_MA_lower_band,strategy,coin,qty,balance,coins_value,portfolio_value
0,2023-07-03,1937.8837890625,1974.7750244140625,1934.6888427734373,1955.38916015625,1955.38916015625,7858509087,0.0092225678282851,46310.656826568265,1102.6346863468634,6.966385680258689,0.08703918918282567,2023-07-03,6.385675938114513,,,1,Ethereum,1.7046905041996732,6666.333333333333,3333.3333333333335,9999.666666666666
1,2023-07-04,1955.524169921875,1966.3653564453125,1932.611328125,1936.633544921875,1936.633544921875,5683423776,-0.009638052931703962,46310.656826568265,1102.6346863468634,6.966385680258689,0.0,2023-07-04,6.966385680258689,7.250904124386334,6.101157493986868,0,Ethereum,1.7046905041996732,6634.360814142871,3301.3608141428717,9935.721628285743
2,2023-07-05,19.145612716674805,19.35526657104492,18.498628616333008,18.99286460876465,18.99286460876465,260416081,-0.007885689850550453,10958.90857142857,476.47428571428566,7.5584190616658375,-0.12111968316091429,2023-07-05,6.8206325132322405,,,1,Cardano,174.10429128915672,3300.6941474762043,6634.694147476205,9935.388294952409
3,2023-07-05,1936.7967529296875,1942.4324951171875,1897.124755859375,1910.5880126953125,1910.5880126953125,6034088075,-0.013540124870224116,43002.75276752767,1102.6346863468634,6.385675938114513,-0.08703918918282579,2023-07-05,6.966385680258689,7.2421978625378,6.303433669883461,0,Ethereum,1.7046905041996732,3256.294576012757,6590.294576012758,9846.589152025514
4,2023-07-06,1910.4171142578125,1956.0123291015625,1847.8507080078125,1848.636474609375,1848.636474609375,8905008384,-0.03296272813878403,43002.75276752767,1102.6346863468634,6.385675938114513,0.0,2023-07-06,6.385675938114513,7.145412905513771,6.206648712859431,0,Ethereum,1.7046905041996732,3150.686377317095,6484.686377317095,9635.37275463419
5,2023-07-06,18.991992950439453,20.922775268554688,18.886260986328125,19.72938537597656,19.72938537597656,903770571,0.038045806075586934,12388.33142857143,476.47428571428577,8.767076557459635,0.14834135553058,2023-07-06,7.79385453534594,8.270684172300443,6.343802876277737,0,Cardano,174.10429128915672,3252.323702438813,6586.323702438814,9838.647404877627
6,2023-07-07,1847.5125732421875,1876.9632568359373,1832.025390625,1870.6025390625,1870.6025390625,6468885150,0.01181226577883662,41900.11808118081,1102.6346863468634,6.143624095501739,-0.03864253572832236,2023-07-07,6.385675938114513,7.0632547901617055,6.17266487978266,0,Ethereum,1.7046905041996732,3289.7690439266935,6623.7690439266935,9913.538087853387
7,2023-07-07,19.726110458374023,21.60171127319336,19.318931579589844,21.484664916992188,21.484664916992188,988591308,0.08523025316863027,13341.28,476.4742857142857,9.740298579573334,0.10526836714522386,2023-07-07,8.531641083779533,8.916855634095095,6.513896454143381,0,Cardano,174.10429128915672,3595.370744429576,6929.370744429576,10524.741488859152
8,2023-07-08,1871.0020751953125,1872.5015869140625,1844.6417236328125,1865.53955078125,1865.53955078125,4299007854,-0.0027102777457200535,35284.30996309963,1102.6346863468634,4.982204611213388,-0.20954232550923438,2023-07-08,6.143624095501739,7.020700771612474,6.057106985175078,0,Ethereum,1.7046905041996732,3586.739916383655,6920.739916383655,10507.47983276731
9,2023-07-08,21.485252380371094,22.40300178527832,21.356882095336918,21.85926818847656,21.85926818847656,693929963,0.017285584023020786,12864.805714285714,476.4742857142857,9.504863105893234,-0.024468198660710424,2023-07-08,7.5584190616658375,8.66327417275836,6.688999424253415,0,Cardano,174.10429128915672,3651.959953480041,6985.959953480042,10637.919906960084
10,2023-07-09,1865.594970703125,1878.6689453125,1857.748291015625,1863.009765625,1863.009765625,4392863807,-0.0013569811365045717,35988.54744525548,1090.5620437956204,5.171672852380643,0.03732371921733232,2023-07-09,4.982204611213388,7.2503103953567924,5.382726142236364,0,Ethereum,1.7046905041996732,3647.647452746516,6981.647452746517,10629.294905493032
11,2023-07-09,21.854955673217773,22.322025299072266,21.08757781982422,21.3490047454834,21.3490047454834,405174806,-0.023619882539696234,12489.351851851852,499.5740740740741,9.06038041891695,-0.047892465494562574,2023-07-09,8.767076557459635,8.988568221074345,6.800081279518929,0,Cardano,174.10429128915672,3558.808397633427,6892.808397633427,10451.616795266855
12,2023-07-09,30291.611328125,30427.58984375,30085.591796875,30171.234375,30171.234375,7903327692,-0.004012544787339061,279450.92920353985,6210.020648967552,5.965365294558326,0.15787882978500828,2023-07-09,5.925824927406042,,,1,Bitcoin,0.11004146650457043,225.14173096675995,10226.141730966761,10451.28346193352
13,2023-07-10,1863.240234375,1905.4608154296875,1848.7772216796875,1880.556396484375,1880.556396484375,6336468234,0.009374355145353378,39260.233576642335,1090.5620437956204,5.74760226712068,0.10558656551034534,2023-07-10,5.171672852380643,7.207102737767768,5.139722445721404,0,Ethereum,1.7046905041996732,255.05330597343345,10256.053305973435,10511.106611946869
14,2023-07-10,30172.423828125,31026.083984375,29985.39453125,30414.470703125,30414.470703125,14828209155,0.008029538805166095,298080.99115044245,6210.020648967551,6.816568174204528,0.13338585161183206,2023-07-10,7.011883962565815,7.54399803692848,5.393710853043377,0,Bitcoin,0.11004146650457043,268.5729317722684,10269.57293177227,10538.14586354454
15,2023-07-10,21.347787857055664,21.777145385742188,20.572586059570312,21.31377601623535,21.31377601623535,543191863,-0.0016514974704456718,12988.925925925925,499.574074074074,9.30722996000311,0.026880405166438668,2023-07-10,9.740298579573334,9.641101603179145,6.76287250717303,0,Cardano,174.10429128915672,262.4394588335196,10263.439458833522,10525.878917667042
16,2023-07-11,1880.6549072265625,1889.3817138671875,1863.2186279296875,1878.3360595703125,1878.3360595703125,4905225892,-0.0011813783970974622,34897.98540145985,1090.5620437956204,4.931482308194834,-0.15314315692377564,2023-07-11,5.74760226712068,7.113236168806212,5.13896449809987,0,Ethereum,1.7046905041996732,258.65447157999324,10259.654471579996,10518.30894315999
17,2023-07-11,30417.6328125,30788.314453125,30358.09765625,30620.951171875,30620.951171875,12151839152,0.006765948365584515,273240.90855457226,6210.020648967551,5.835431963926624,-0.15540785213844013,2023-07-11,6.884695370120113,7.438698303098482,5.776237870296166,0,Bitcoin,0.11004146650457043,281.3758851657944,10282.375885165797,10563.751770331592
18,2023-07-11,21.314722061157227,22.285200119018555,21.24249267578125,22.09293365478516,22.09293365478516,453810523,0.03590418828627306,12988.925925925925,499.574074074074,9.30722996000311,0.0,2023-07-11,9.504863105893234,9.871746813108494,6.9044775974485795,0,Cardano,174.10429128915672,417.0305736280417,10418.030573628044,10835.061147256087
19,2023-07-12,1878.322021484375,1901.1484375,1865.7100830078125,1872.11376953125,1872.11376953125,6379007000,-0.003318159704377879,42531.91970802919,1090.5620437956204,6.323531681860716,0.2486382486078072,2023-07-12,4.931482308194834,7.0770965443573335,4.936180517497107,0,Ethereum,1.7046905041996732,406.42349488407564,10407.423494884079,10813.846989768153
20,2023-07-12,22.092424392700195,22.712724685668945,21.82825469970703,21.977602005004883,21.977602005004883,541605988,-0.005233969196906609,12988.925925925925,499.574074074074,9.30722996000311,0.0,2023-07-12,9.06038041891695,9.885455666771028,7.058835797195647,0,Cardano,174.10429128915672,386.3437597358713,10387.343759735873,10773.687519471745
21,2023-07-12,30622.24609375,30959.96484375,30228.8359375,30391.646484375,30391.646484375,14805659717,-0.007516669538967959,291870.970501475,6210.020648967553,6.45593339969728,0.10105132207649253,2023-07-12,6.53244874120878,7.269438442441899,5.907988058208476,0,Bitcoin,0.11004146650457043,361.11073564699905,10362.110735647002,10723.221471294
22,2023-07-13,1872.040283203125,2011.88525390625,1864.49609375,2006.511474609375,2006.511474609375,11114853969,0.06932947889636883,47984.7299270073,1090.5620437956204,7.235199967154983,0.1346801360585352,2023-07-13,6.323531681860716,7.0597445960762535,5.011149402311551,0,Ethereum,1.7046905041996732,590.2172272799069,10591.21722727991,11181.434454559818
23,2023-07-13,30387.48828125,31814.515625,30268.3515625,31476.048828125,31476.048828125,23686079548,0.03505911799946575,329131.09439528023,6210.020648967552,8.158339158989682,0.23404099894011487,2023-07-13,7.011883962565815,7.319673071864327,6.027021713682299,0,Bitcoin,0.11004146650457043,709.5464514671502,10710.546451467155,11420.092902934304
