,Date,Trend
0,2023-11-12,24
1,2023-11-13,22
2,2023-11-14,21
3,2023-11-15,20
4,2023-11-16,21
5,2023-11-17,23
6,2023-11-18,18
7,2023-11-19,22
8,2023-11-20,24
9,2023-11-21,23
10,2023-11-22,21
11,2023-11-23,22
12,2023-11-24,19
13,2023-11-25,25
14,2023-11-26,19
15,2023-11-27,23
16,2023-11-28,17
17,2023-11-29,19
18,2023-11-30,21
19,2023-12-01,21
20,2023-12-02,21
21,2023-12-03,23
22,2023-12-04,26
23,2023-12-05,25
24,2023-12-06,21
25,2023-12-07,26
26,2023-12-08,22
27,2023-12-09,20
28,2023-12-10,18
29,2023-12-11,23
30,2023-12-12,18
31,2023-12-13,21
32,2023-12-14,19
33,2023-12-15,21
34,2023-12-16,25
35,2023-12-17,22
36,2023-12-18,22
37,2023-12-19,22
38,2023-12-20,22
39,2023-12-21,21
40,2023-12-22,24
41,2023-12-23,23
42,2023-12-24,21
43,2023-12-25,22
44,2023-12-26,25
45,2023-12-27,24
46,2023-12-28,21
47,2023-12-29,22
48,2023-12-30,24
49,2023-12-31,22
50,2024-01-01,19
51,2024-01-02,25
52,2024-01-03,29
53,2024-01-04,22
54,2024-01-05,23
55,2024-01-06,25
56,2024-01-07,26
57,2024-01-08,28
58,2024-01-09,26
59,2024-01-10,24
60,2024-01-11,24
61,2024-01-12,22
62,2024-01-13,23
63,2024-01-14,28
64,2024-01-15,26
65,2024-01-16,23
66,2024-01-17,23
67,2024-01-18,23
68,2024-01-19,26
69,2024-01-20,20
70,2024-01-21,22
71,2024-01-22,25
72,2024-01-23,22
73,2024-01-24,23
74,2024-01-25,19
75,2024-01-26,21
76,2024-01-27,21
77,2024-01-28,26
78,2024-01-29,24
79,2024-01-30,22
80,2024-01-31,25
81,2024-02-01,23
82,2024-02-02,20
83,2024-02-03,25
84,2024-02-04,22
85,2024-02-05,20
86,2024-02-06,100
87,2024-02-07,73
88,2024-02-08,50
89,2024-02-09,37
90,2024-02-10,33
91,2024-02-11,35
92,2024-02-12,37
93,2024-02-13,34
94,2024-02-14,35
95,2024-02-15,32
96,2024-02-16,25
97,2024-02-17,29
98,2024-02-18,32
99,2024-02-19,32
100,2024-02-20,31
101,2024-02-21,30
102,2024-02-22,27
103,2024-02-23,24
104,2024-02-24,24
105,2024-02-25,29
106,2024-02-26,31
107,2024-02-27,30
108,2024-02-28,33
109,2024-02-29,33
110,2024-03-01,33
111,2024-03-02,31
112,2024-03-03,31
113,2024-03-04,34
114,2024-03-05,35
115,2024-03-06,32
116,2024-03-07,36
117,2024-03-08,34
118,2024-03-09,32
119,2024-03-10,29
120,2024-03-11,36
121,2024-03-12,34
122,2024-03-13,35
123,2024-03-14,27
124,2024-03-15,31
125,2024-03-16,37
126,2024-03-17,34
127,2024-03-18,26
128,2024-03-19,31
129,2024-03-20,28
130,2024-03-21,27
131,2024-03-22,22
132,2024-03-23,28
133,2024-03-24,32
134,2024-03-25,28
135,2024-03-26,33
136,2024-03-27,28
137,2024-03-28,28
138,2024-03-29,32
139,2024-03-30,31
140,2024-03-31,24
141,2024-04-01,29
142,2024-04-02,25
143,2024-04-03,27
144,2024-04-04,24
145,2024-04-05,26
146,2024-04-06,26
147,2024-04-07,25
148,2024-04-08,26
149,2024-04-09,24
150,2024-04-10,25
151,2024-04-11,27
152,2024-04-12,28
153,2024-04-13,27
154,2024-04-14,29
155,2024-04-15,27
156,2024-04-16,27
157,2024-04-17,24
158,2024-04-18,25
159,2024-04-19,28
160,2024-04-20,26
161,2024-04-21,25
162,2024-04-22,29
163,2024-04-23,27
164,2024-04-24,27
165,2024-04-25,26
166,2024-04-26,20
167,2024-04-27,24
168,2024-04-28,22
169,2024-04-29,23
170,2024-04-30,25
171,2024-05-01,18
172,2024-05-02,24
173,2024-05-03,23
174,2024-05-04,23
175,2024-05-05,23
176,2024-05-06,26
177,2024-05-07,24
178,2024-05-08,28
179,2024-05-09,27
180,2024-05-10,23
181,2024-05-11,21
182,2024-05-12,22
183,2024-05-13,20
184,2024-05-14,22
185,2024-05-15,27
186,2024-05-16,20
187,2024-05-17,19
188,2024-05-18,21
189,2024-05-19,19
190,2024-05-20,25
191,2024-05-21,26
192,2024-05-22,21
193,2024-05-23,23
194,2024-05-24,21
195,2024-05-25,25
196,2024-05-26,21
197,2024-05-27,22
198,2024-05-28,23
199,2024-05-29,24
200,2024-05-30,18
201,2024-05-31,20
202,2024-06-01,22
203,2024-06-02,26
204,2024-06-03,27
205,2024-06-04,24
206,2024-06-05,25
207,2024-06-06,21
208,2024-06-07,27
209,2024-06-08,23
210,2024-06-09,25
211,2024-06-10,26
212,2024-06-11,27
213,2024-06-12,26
214,2024-06-13,21
215,2024-06-14,25
216,2024-06-15,23
217,2024-06-16,25
218,2024-06-17,25
219,2024-06-18,23
220,2024-06-19,21
221,2024-06-20,20
222,2024-06-21,21
223,2024-06-22,20
224,2024-06-23,23
225,2024-06-24,23
226,2024-06-25,19
227,2024-06-26,22
228,2024-06-27,20
229,2024-06-28,20
230,2024-06-29,19
231,2024-06-30,19
