,Date,Trend
0,2022-01-16,75
1,2022-01-17,37
2,2022-01-18,33
3,2022-01-19,32
4,2022-01-20,37
5,2022-01-21,39
6,2022-01-22,52
7,2022-01-23,47
8,2022-01-24,36
9,2022-01-25,34
10,2022-01-26,36
11,2022-01-27,34
12,2022-01-28,38
13,2022-01-29,39
14,2022-01-30,42
15,2022-01-31,34
16,2022-02-01,40
17,2022-02-02,35
18,2022-02-03,31
19,2022-02-04,34
20,2022-02-05,40
21,2022-02-06,50
22,2022-02-07,100
23,2022-02-08,72
24,2022-02-09,54
25,2022-02-10,42
26,2022-02-11,44
27,2022-02-12,41
28,2022-02-13,44
29,2022-02-14,38
30,2022-02-15,39
31,2022-02-16,35
32,2022-02-17,35
33,2022-02-18,29
34,2022-02-19,38
35,2022-02-20,35
36,2022-02-21,33
37,2022-02-22,32
38,2022-02-23,33
39,2022-02-24,32
40,2022-02-25,30
41,2022-02-26,30
42,2022-02-27,30
43,2022-02-28,30
44,2022-03-01,34
45,2022-03-02,30
46,2022-03-03,28
47,2022-03-04,30
48,2022-03-05,29
49,2022-03-06,27
50,2022-03-07,26
51,2022-03-08,25
52,2022-03-09,27
53,2022-03-10,24
54,2022-03-11,26
55,2022-03-12,27
56,2022-03-13,27
57,2022-03-14,26
58,2022-03-15,26
59,2022-03-16,25
60,2022-03-17,26
61,2022-03-18,29
62,2022-03-19,31
63,2022-03-20,29
64,2022-03-21,25
65,2022-03-22,27
66,2022-03-23,27
67,2022-03-24,28
68,2022-03-25,28
69,2022-03-26,26
70,2022-03-27,29
71,2022-03-28,40
72,2022-03-29,31
73,2022-03-30,32
74,2022-03-31,30
75,2022-04-01,28
76,2022-04-02,29
77,2022-04-03,29
78,2022-04-04,25
79,2022-04-05,27
80,2022-04-06,25
81,2022-04-07,23
82,2022-04-08,22
83,2022-04-09,25
84,2022-04-10,24
85,2022-04-11,23
86,2022-04-12,68
87,2022-04-13,49
88,2022-04-14,35
89,2022-04-15,31
90,2022-04-16,30
91,2022-04-17,31
92,2022-04-18,26
93,2022-04-19,26
94,2022-04-20,24
95,2022-04-21,26
96,2022-04-22,24
97,2022-04-23,26
98,2022-04-24,28
99,2022-04-25,30
100,2022-04-26,29
101,2022-04-27,25
102,2022-04-28,24
103,2022-04-29,25
104,2022-04-30,25
105,2022-05-01,28
106,2022-05-02,27
107,2022-05-03,23
108,2022-05-04,22
109,2022-05-05,21
110,2022-05-06,23
111,2022-05-07,24
112,2022-05-08,27
113,2022-05-09,25
114,2022-05-10,24
115,2022-05-11,28
116,2022-05-12,33
117,2022-05-13,33
118,2022-05-14,31
119,2022-05-15,27
120,2022-05-16,22
121,2022-05-17,22
122,2022-05-18,22
123,2022-05-19,20
124,2022-05-20,21
125,2022-05-21,23
126,2022-05-22,21
127,2022-05-23,20
128,2022-05-24,20
129,2022-05-25,17
130,2022-05-26,21
131,2022-05-27,20
132,2022-05-28,20
133,2022-05-29,21
134,2022-05-30,22
135,2022-05-31,25
136,2022-06-01,23
137,2022-06-02,21
138,2022-06-03,20
139,2022-06-04,20
140,2022-06-05,20
141,2022-06-06,20
142,2022-06-07,20
143,2022-06-08,18
144,2022-06-09,17
145,2022-06-10,18
146,2022-06-11,21
