,Date,Trend
0,2022-01-16,100
1,2022-01-17,41
2,2022-01-18,37
3,2022-01-19,33
4,2022-01-20,39
5,2022-01-21,42
6,2022-01-22,51
7,2022-01-23,43
8,2022-01-24,40
9,2022-01-25,45
10,2022-01-26,49
11,2022-01-27,42
12,2022-01-28,39
13,2022-01-29,36
14,2022-01-30,34
15,2022-01-31,33
16,2022-02-01,33
17,2022-02-02,31
18,2022-02-03,31
19,2022-02-04,38
20,2022-02-05,34
21,2022-02-06,31
22,2022-02-07,44
23,2022-02-08,32
24,2022-02-09,32
25,2022-02-10,26
26,2022-02-11,26
27,2022-02-12,24
28,2022-02-13,31
29,2022-02-14,29
30,2022-02-15,30
31,2022-02-16,26
32,2022-02-17,26
33,2022-02-18,26
34,2022-02-19,26
35,2022-02-20,26
36,2022-02-21,25
37,2022-02-22,30
38,2022-02-23,26
39,2022-02-24,36
40,2022-02-25,27
41,2022-02-26,23
42,2022-02-27,23
43,2022-02-28,25
44,2022-03-01,31
45,2022-03-02,25
46,2022-03-03,25
47,2022-03-04,21
48,2022-03-05,21
49,2022-03-06,18
50,2022-03-07,24
51,2022-03-08,21
52,2022-03-09,25
53,2022-03-10,22
54,2022-03-11,21
55,2022-03-12,19
56,2022-03-13,18
57,2022-03-14,22
58,2022-03-15,21
59,2022-03-16,20
60,2022-03-17,20
61,2022-03-18,20
62,2022-03-19,23
63,2022-03-20,18
64,2022-03-21,19
65,2022-03-22,21
66,2022-03-23,22
67,2022-03-24,30
68,2022-03-25,23
69,2022-03-26,20
70,2022-03-27,26
71,2022-03-28,30
72,2022-03-29,25
73,2022-03-30,24
74,2022-03-31,22
75,2022-04-01,20
76,2022-04-02,21
77,2022-04-03,21
78,2022-04-04,27
79,2022-04-05,38
80,2022-04-06,33
81,2022-04-07,24
82,2022-04-08,25
83,2022-04-09,20
84,2022-04-10,26
85,2022-04-11,26
86,2022-04-12,23
87,2022-04-13,21
88,2022-04-14,26
89,2022-04-15,27
90,2022-04-16,22
91,2022-04-17,22
92,2022-04-18,23
93,2022-04-19,20
94,2022-04-20,22
95,2022-04-21,20
96,2022-04-22,19
97,2022-04-23,18
98,2022-04-24,19
99,2022-04-25,55
100,2022-04-26,70
101,2022-04-27,33
102,2022-04-28,28
103,2022-04-29,26
104,2022-04-30,22
105,2022-05-01,23
106,2022-05-02,23
107,2022-05-03,22
108,2022-05-04,22
109,2022-05-05,23
110,2022-05-06,22
111,2022-05-07,20
112,2022-05-08,19
113,2022-05-09,28
114,2022-05-10,24
115,2022-05-11,37
116,2022-05-12,51
117,2022-05-13,43
118,2022-05-14,31
