Date,Open,High,Low,Close,Adj Close,Volume
10/2/2023,35.610001,35.98,34.98,35.459999,35.240486,26086200
10/3/2023,35.27,36.540001,35.27,35.689999,35.469059,45292600
10/4/2023,36.52,36.52,35.330002,35.93,35.707581,39842200
10/5/2023,35.970001,36.099998,35.599998,35.889999,35.667824,25771200
10/6/2023,35.869999,36.459999,35.18,36.189999,35.965965,33252300
10/9/2023,35.700001,36.169998,35.5,36.060001,35.836773,19376100
10/10/2023,36.139999,36.740002,35.810001,36.43,36.204479,24044100
10/11/2023,36.619999,37.029999,36.380001,36.880001,36.651699,19262600
10/12/2023,36.799999,37.220001,36.389999,36.84,36.611942,23639200
10/13/2023,36.740002,36.790001,35.860001,35.970001,35.74733,28390100
10/16/2023,36.139999,36.939999,36.080002,36.560001,36.333679,29555800
10/17/2023,35.919998,36.349998,35.07,36.060001,35.836773,24993600
10/18/2023,35.52,36.02,35.450001,35.639999,35.419373,22086000
10/19/2023,35.959999,36.360001,35.52,35.669998,35.449184,29201800
10/20/2023,35.650002,36.279999,34.869999,34.919998,34.703827,32291800
10/23/2023,34.599998,35.189999,33.389999,33.849998,33.640453,53924700
10/24/2023,33.639999,34.709999,33.639999,34.59,34.375874,52673900
10/25/2023,34.18,34.450001,32.549999,32.830002,32.62677,44658500
10/26/2023,32.889999,33.220001,32.150002,32.52,32.318687,59142500
10/27/2023,34.66,36.380001,34.599998,35.540001,35.319992,84128200
10/30/2023,35.470001,35.959999,34.919998,35.689999,35.469059,36656300
10/31/2023,35.66,36.57,35.619999,36.5,36.274048,41185200
11/1/2023,36.5,37.32,36.279999,37.290001,37.059162,41710700
11/2/2023,37.580002,37.82,36.91,37.700001,37.466618,35440000
11/3/2023,38,38.32,37.669998,38.139999,37.903896,30493400
11/6/2023,38.02,38.200001,37.849998,37.950001,37.839088,23877200
11/7/2023,38.240002,38.900002,37.98,38.77,38.656693,32052000
11/8/2023,38.849998,38.889999,37.75,37.919998,37.809174,33483400
11/9/2023,38.049999,38.52,37.77,37.799999,37.689526,48955800
11/10/2023,38.240002,38.990002,38.240002,38.860001,38.746429,38862500
11/13/2023,38.349998,38.57,38.139999,38.23,38.118267,24558300
11/14/2023,38.799999,39.490002,38.07,39.41,39.294819,45457400
11/15/2023,39.59,40.84,39.580002,40.610001,40.491314,47392100
11/16/2023,41,43.400002,40.82,43.349998,43.223305,86405700
11/17/2023,42.91,43.810001,42.560001,43.810001,43.681961,49735000
11/20/2023,43.779999,44.93,43.779999,44.740002,44.609245,44564900
11/21/2023,44.5,44.66,43.299999,43.639999,43.512459,37252100
11/22/2023,44.029999,44.630001,43.540001,43.669998,43.54237,31481200
11/24/2023,43.68,44,43.610001,43.959999,43.83152,13037100
11/27/2023,43.650002,44.549999,43.650002,44.080002,43.951176,33339900
11/28/2023,43.689999,44.380001,43.66,44.23,44.100735,24548900
11/29/2023,44.599998,45.34,44.599998,44.939999,44.808659,38982000
11/30/2023,44.650002,45.09,44.41,44.700001,44.569363,46263000
12/1/2023,44.360001,44.360001,42.860001,43.740002,43.612167,43922500
12/4/2023,43.299999,43.310001,41.689999,42.349998,42.226227,50417600
12/5/2023,41.91,42.290001,41.610001,41.919998,41.797482,31859300
12/6/2023,42.48,42.59,41.169998,41.27,41.149384,31992300
12/7/2023,41.75,42.439999,41.18,42.150002,42.026814,29118700
12/8/2023,41.84,42.959999,41.810001,42.700001,42.575207,42805900
12/11/2023,43.16,44.73,43.080002,44.540001,44.409828,48288200
12/12/2023,44.360001,44.439999,43.630001,44.040001,43.911289,31452200
12/13/2023,44.080002,44.720001,43.330002,44.57,44.439739,35216100
12/14/2023,45.009998,47.07,44.650002,45.18,45.047958,70620800
12/15/2023,45.939999,47.27,45.669998,46.16,46.025093,84553800
12/18/2023,46.150002,46.23,45.400002,45.689999,45.556465,27895700
12/19/2023,45.599998,46.68,45.509998,46.66,46.523632,35358800
12/20/2023,46.639999,46.950001,45.700001,45.759998,45.626259,38159100
12/21/2023,46.48,47.119999,46.02,47.080002,46.942406,28320500
12/22/2023,47.25,48.16,47.200001,48,47.859715,30053700
12/26/2023,48.919998,50.52,48.709999,50.5,50.352409,60287400
12/27/2023,50.630001,51.279999,50.189999,50.759998,50.611649,52148000
12/28/2023,50.810001,50.869999,50.16,50.389999,50.242729,27705200
12/29/2023,50.299999,50.57,49.77,50.25,50.103138,29266500
1/2/2024,49.200001,49.380001,47.450001,47.799999,47.660297,45905700
1/3/2024,47.099998,47.810001,46.799999,47.049999,46.912491,35858400
1/4/2024,45.720001,47.16,45.240002,46.869999,46.733017,47797800
1/5/2024,47.029999,47.830002,46.639999,46.889999,46.75296,34332100
1/8/2024,47.07,48.759998,46.970001,48.450001,48.308399,42135100
1/9/2024,48.009998,48.560001,47.799999,48.049999,47.909569,30097000
1/10/2024,48.240002,48.299999,46.939999,47.470001,47.331264,31480200
1/11/2024,47.439999,47.84,46.73,47.639999,47.500767,31707900
1/12/2024,47.599998,47.669998,46.610001,47.119999,46.982285,27448800
1/16/2024,46.98,47.220001,46.380001,47.060001,46.922462,43720700
1/17/2024,46.419998,46.419998,45.650002,46.060001,45.925388,33488000
1/18/2024,47.029999,47.57,46.169998,46.740002,46.603401,46681300
1/19/2024,47,48.759998,46.439999,48.150002,48.009277,55912900
1/22/2024,48.849998,49.169998,47.639999,48.220001,48.079075,45639500
1/23/2024,48.119999,48.939999,47.32,48.889999,48.747112,37224100
1/24/2024,49.169998,49.77,48.27,49.09,48.946529,49375800
1/25/2024,50,50.299999,48.970001,49.549999,49.405186,84845100
1/26/2024,44.18,45.41,43.349998,43.650002,43.52243,127665300
1/29/2024,43.709999,43.990002,42.810001,43.84,43.711872,51790900
1/30/2024,43.669998,43.82,42.889999,42.919998,42.794559,47958800
1/31/2024,42.57,43.790001,42.360001,43.080002,42.954098,51584200
2/1/2024,43.150002,43.57,42.490002,43.360001,43.233276,38819900
2/2/2024,43,43.139999,41.599998,42.599998,42.475494,53669900
2/5/2024,42.619999,43.150002,42.43,42.77,42.645,28890300
2/6/2024,42.700001,42.779999,42.139999,42.740002,42.740002,34068200
2/7/2024,42.889999,43.099998,42.549999,42.779999,42.779999,34269200
2/8/2024,42.720001,42.970001,42.330002,42.5,42.5,33206500
2/9/2024,42.549999,43.52,42.400002,43.310001,43.310001,51193000
2/12/2024,43.389999,45.040001,43.32,44.029999,44.029999,51107300
2/13/2024,43,43.630001,42.759998,43.16,43.16,36622200
2/14/2024,43.82,44.290001,43.389999,44.189999,44.189999,36186200
2/15/2024,44.759998,45.27,44.02,44.049999,44.049999,44024500
2/16/2024,44.029999,44.220001,43.119999,43.509998,43.509998,29858600
2/20/2024,44.259998,45.169998,43.419998,44.52,44.52,61514100
2/21/2024,44.48,44.689999,43.080002,43.470001,43.470001,57715000
2/22/2024,44.68,44.68,42.529999,42.98,42.98,62809300
2/23/2024,43.130001,43.509998,42.66,42.990002,42.990002,33810700
2/26/2024,43.5,43.68,42.82,42.990002,42.990002,27035400
2/27/2024,43.25,43.27,42.509998,42.73,42.73,25126400
2/28/2024,42.439999,42.450001,41.91,41.990002,41.990002,26928500
2/29/2024,42.369999,43.150002,42.360001,43.049999,43.049999,48875100
3/1/2024,43.41,44.27,43.130001,43.82,43.82,41396900
3/4/2024,44.27,46.610001,43.849998,45.610001,45.610001,59990800
3/5/2024,44.560001,44.869999,42.689999,43.16,43.16,56655100
3/6/2024,43.93,45.509998,43.560001,44.509998,44.509998,52652000
3/7/2024,45.549999,46.419998,45.18,46.150002,46.150002,50378200
3/8/2024,46.439999,46.630001,44,44,44,54793800
3/11/2024,43.869999,44.93,43.66,44.860001,44.860001,35051000
3/12/2024,45.060001,45.27,44.459999,45.240002,45.240002,31795800
3/13/2024,44.509998,44.98,43.200001,43.23,43.23,53195900
3/14/2024,43.23,43.349998,42.509998,42.75,42.75,38100000
3/15/2024,42.450001,43.150002,42.349998,42.639999,42.639999,66930200
3/18/2024,43.09,43.380001,42.599998,42.709999,42.709999,27668300
3/19/2024,42.25,42.290001,41.439999,42.049999,42.049999,34673000
3/20/2024,42.990002,43.009998,41.41,42.200001,42.200001,74865000
3/21/2024,42.990002,43.599998,42.32,42.419998,42.419998,50807600
3/22/2024,42.25,42.799999,42.09,42.57,42.57,28435300
3/25/2024,40.889999,42.220001,40.57,41.830002,41.830002,47276500
3/26/2024,41.950001,42.27,41.66,41.990002,41.990002,39109700
3/27/2024,42.540001,43.830002,42.5,43.77,43.77,51017800
3/28/2024,43.759998,44.599998,43.709999,44.169998,44.169998,54204200
4/1/2024,44.290001,45.41,44.18,44.52,44.52,31712600
4/2/2024,43.93,44.080002,43.5,43.939999,43.939999,32748400
4/3/2024,41.400002,41.650002,40.220001,40.330002,40.330002,83718000
4/4/2024,40.59,40.779999,39.700001,39.73,39.73,57307200
4/5/2024,39.349998,39.459999,38.509998,38.709999,38.709999,67189100
4/8/2024,38.639999,38.860001,37.91,37.98,37.98,56967800
4/9/2024,38.049999,38.580002,37.330002,38.330002,38.330002,78783000
4/10/2024,38.02,38.220001,37.02,37.200001,37.200001,51108400
4/11/2024,37.43,37.669998,37.080002,37.630001,37.630001,41909100
4/12/2024,36.689999,36.700001,35.599998,35.689999,35.689999,80139400
4/15/2024,36.040001,36.700001,35.889999,36.310001,36.310001,50751600
4/16/2024,36.27,36.509998,35.759998,36.259998,36.259998,30607500
4/17/2024,36.099998,36.130001,35.369999,35.68,35.68,41173300
4/18/2024,35.419998,35.66,34.77,35.040001,35.040001,42334400
4/19/2024,35.130001,35.130001,34.18,34.200001,34.200001,58968800
4/22/2024,34.419998,34.57,34.080002,34.41,34.41,39909900
4/23/2024,34.34,34.599998,34.18,34.279999,34.279999,46834000
4/24/2024,34.860001,35.18,34.34,34.5,34.5,53261100
4/25/2024,34.560001,35.299999,34.5,35.110001,35.110001,66549400
4/26/2024,31.780001,32.240002,30.639999,31.879999,31.879999,119742500
4/29/2024,31.860001,31.91,31.07,31.360001,31.360001,58533300
4/30/2024,31.040001,31.18,30.42,30.469999,30.469999,72346400
5/1/2024,30.17,31.040001,30.02,30.370001,30.370001,60654800
5/2/2024,30.59,30.67,30.190001,30.51,30.51,50899400
5/3/2024,30.98,31.059999,30.700001,30.9,30.9,36794800
5/6/2024,31.120001,31.200001,30.73,30.969999,30.969999,36185600
5/7/2024,31.09,31.450001,30.610001,30.68,30.68,44683400
5/8/2024,30,30.15,29.73,30,30,63734600
5/9/2024,29.93,30.389999,29.809999,30.09,30.09,45003400
5/10/2024,30.33,30.459999,29.84,29.85,29.85,42931300
5/13/2024,30.030001,31.129999,30,30.51,30.51,51459100
5/14/2024,30.620001,31.110001,30.610001,31.049999,31.049999,47759900
5/15/2024,31.379999,31.4,30.809999,31.27,31.27,36992900
5/16/2024,31.629999,32.259998,31.52,32.029999,32.029999,47752800
5/17/2024,32.060001,32.110001,31.59,31.83,31.83,41449800
5/20/2024,31.85,32.419998,31.76,32.099998,32.099998,31989000
5/21/2024,31.98,32.240002,31.620001,31.74,31.74,42975400
5/22/2024,31.91,32.07,31.1,31.42,31.42,36706400
5/23/2024,31.450001,31.57,29.870001,30.08,30.08,62014500
5/24/2024,30.290001,31.02,30.129999,30.719999,30.719999,42408200
5/28/2024,30.940001,31.370001,30.66,31.059999,31.059999,36799100
5/29/2024,30.469999,30.67,30.110001,30.129999,30.129999,35848600
5/30/2024,30.209999,30.5,30.059999,30.190001,30.190001,33382800
5/31/2024,30.219999,30.959999,29.940001,30.85,30.85,95797500
