,Date,Trend
0,2024-03-24,36
1,2024-03-25,37
2,2024-03-26,35
3,2024-03-27,34
4,2024-03-28,32
5,2024-03-29,29
6,2024-03-30,27
7,2024-03-31,30
8,2024-04-01,30
9,2024-04-02,33
10,2024-04-03,27
11,2024-04-04,28
12,2024-04-05,31
13,2024-04-06,23
14,2024-04-07,25
15,2024-04-08,32
16,2024-04-09,28
17,2024-04-10,28
18,2024-04-11,26
19,2024-04-12,27
20,2024-04-13,29
21,2024-04-14,31
22,2024-04-15,29
23,2024-04-16,28
24,2024-04-17,27
25,2024-04-18,28
26,2024-04-19,27
27,2024-04-20,23
28,2024-04-21,22
29,2024-04-22,26
30,2024-04-23,25
31,2024-04-24,23
32,2024-04-25,22
33,2024-04-26,21
34,2024-04-27,20
35,2024-04-28,23
36,2024-04-29,20
37,2024-04-30,23
38,2024-05-01,25
39,2024-05-02,23
40,2024-05-03,21
41,2024-05-04,21
42,2024-05-05,19
43,2024-05-06,21
44,2024-05-07,20
45,2024-05-08,20
46,2024-05-09,17
47,2024-05-10,20
48,2024-05-11,17
49,2024-05-12,16
50,2024-05-13,20
51,2024-05-14,19
52,2024-05-15,20
53,2024-05-16,22
54,2024-05-17,22
55,2024-05-18,20
56,2024-05-19,18
57,2024-05-20,33
58,2024-05-21,67
59,2024-05-22,52
60,2024-05-23,100
61,2024-05-24,64
62,2024-05-25,33
63,2024-05-26,34
64,2024-05-27,39
65,2024-05-28,32
66,2024-05-29,30
67,2024-05-30,26
68,2024-05-31,25
69,2024-06-01,24
70,2024-06-02,23
71,2024-06-03,27
72,2024-06-04,23
73,2024-06-05,29
74,2024-06-06,29
75,2024-06-07,32
76,2024-06-08,24
77,2024-06-09,22
78,2024-06-10,22
79,2024-06-11,26
80,2024-06-12,24
81,2024-06-13,22
82,2024-06-14,21
83,2024-06-15,20
84,2024-06-16,21
85,2024-06-17,23
86,2024-06-18,22
87,2024-06-19,23
88,2024-06-20,22
89,2024-06-21,21
90,2024-06-22,18
91,2024-06-23,17
92,2024-06-24,22
93,2024-06-25,21
94,2024-06-26,19
95,2024-06-27,20
96,2024-06-28,19
97,2024-06-29,16
98,2024-06-30,16
