,Date,Trend
0,2023-02-19,40
1,2023-02-20,42
2,2023-02-21,43
3,2023-02-22,38
4,2023-02-23,36
5,2023-02-24,36
6,2023-02-25,34
7,2023-02-26,33
8,2023-02-27,34
9,2023-02-28,33
10,2023-03-01,34
11,2023-03-02,33
12,2023-03-03,35
13,2023-03-04,29
14,2023-03-05,28
15,2023-03-06,32
16,2023-03-07,31
17,2023-03-08,33
18,2023-03-09,34
19,2023-03-10,35
20,2023-03-11,35
21,2023-03-12,35
22,2023-03-13,43
23,2023-03-14,47
24,2023-03-15,37
25,2023-03-16,37
26,2023-03-17,41
27,2023-03-18,40
28,2023-03-19,40
29,2023-03-20,42
30,2023-03-21,47
31,2023-03-22,52
32,2023-03-23,50
33,2023-03-24,38
34,2023-03-25,34
35,2023-03-26,39
36,2023-03-27,36
37,2023-03-28,38
38,2023-03-29,46
39,2023-03-30,42
40,2023-03-31,52
41,2023-04-01,41
42,2023-04-02,40
43,2023-04-03,46
44,2023-04-04,46
45,2023-04-05,41
46,2023-04-06,36
47,2023-04-07,36
48,2023-04-08,34
49,2023-04-09,37
50,2023-04-10,40
51,2023-04-11,55
52,2023-04-12,47
53,2023-04-13,53
54,2023-04-14,62
55,2023-04-15,65
56,2023-04-16,60
57,2023-04-17,49
58,2023-04-18,51
59,2023-04-19,46
60,2023-04-20,39
61,2023-04-21,37
62,2023-04-22,34
63,2023-04-23,33
64,2023-04-24,36
65,2023-04-25,38
66,2023-04-26,41
67,2023-04-27,42
68,2023-04-28,36
69,2023-04-29,35
70,2023-04-30,34
71,2023-05-01,33
72,2023-05-02,34
73,2023-05-03,32
74,2023-05-04,31
75,2023-05-05,33
76,2023-05-06,31
77,2023-05-07,30
78,2023-05-08,35
79,2023-05-09,35
80,2023-05-10,34
81,2023-05-11,32
82,2023-05-12,34
83,2023-05-13,31
84,2023-05-14,32
85,2023-05-15,33
86,2023-05-16,32
87,2023-05-17,31
88,2023-05-18,33
89,2023-05-19,30
90,2023-05-20,29
91,2023-05-21,28
92,2023-05-22,32
93,2023-05-23,33
94,2023-05-24,31
95,2023-05-25,32
96,2023-05-26,32
97,2023-05-27,27
98,2023-05-28,31
99,2023-05-29,38
100,2023-05-30,36
101,2023-05-31,35
102,2023-06-01,32
103,2023-06-02,33
104,2023-06-03,31
105,2023-06-04,30
106,2023-06-05,36
107,2023-06-06,38
108,2023-06-07,49
109,2023-06-08,40
110,2023-06-09,55
111,2023-06-10,100
112,2023-06-11,51
113,2023-06-12,50
114,2023-06-13,41
115,2023-06-14,39
116,2023-06-15,39
117,2023-06-16,37
118,2023-06-17,32
119,2023-06-18,34
120,2023-06-19,35
121,2023-06-20,37
122,2023-06-21,42
123,2023-06-22,42
124,2023-06-23,38
125,2023-06-24,36
126,2023-06-25,37
127,2023-06-26,36
128,2023-06-27,37
129,2023-06-28,35
130,2023-06-29,38
131,2023-06-30,39
132,2023-07-01,31
133,2023-07-02,33
134,2023-07-03,36
135,2023-07-04,38
136,2023-07-05,35
137,2023-07-06,34
138,2023-07-07,30
139,2023-07-08,30
140,2023-07-09,33
