,Date,Trend
0,2019-11-10,12
1,2019-11-11,6
2,2019-11-12,10
3,2019-11-13,8
4,2019-11-14,13
5,2019-11-15,11
6,2019-11-16,8
7,2019-11-17,4
8,2019-11-18,12
9,2019-11-19,11
10,2019-11-20,12
11,2019-11-21,14
12,2019-11-22,12
13,2019-11-23,23
14,2019-11-24,11
15,2019-11-25,16
16,2019-11-26,15
17,2019-11-27,9
18,2019-11-28,12
19,2019-11-29,8
20,2019-11-30,12
21,2019-12-01,8
22,2019-12-02,8
23,2019-12-03,11
24,2019-12-04,9
25,2019-12-05,8
26,2019-12-06,10
27,2019-12-07,21
28,2019-12-08,29
29,2019-12-09,22
30,2019-12-10,19
31,2019-12-11,20
32,2019-12-12,35
33,2019-12-13,35
34,2019-12-14,20
35,2019-12-15,19
36,2019-12-16,14
37,2019-12-17,24
38,2019-12-18,18
39,2019-12-19,16
40,2019-12-20,11
41,2019-12-21,10
42,2019-12-22,9
43,2019-12-23,14
44,2019-12-24,11
45,2019-12-25,9
46,2019-12-26,11
47,2019-12-27,9
48,2019-12-28,9
49,2019-12-29,14
50,2019-12-30,12
51,2019-12-31,13
52,2020-01-01,14
53,2020-01-02,10
54,2020-01-03,11
55,2020-01-04,12
56,2020-01-05,8
57,2020-01-06,9
58,2020-01-07,13
59,2020-01-08,8
60,2020-01-09,12
61,2020-01-10,10
62,2020-01-11,8
63,2020-01-12,10
64,2020-01-13,7
65,2020-01-14,11
66,2020-01-15,11
67,2020-01-16,13
68,2020-01-17,12
69,2020-01-18,8
70,2020-01-19,14
71,2020-01-20,15
72,2020-01-21,18
73,2020-01-22,15
74,2020-01-23,11
75,2020-01-24,10
76,2020-01-25,10
77,2020-01-26,8
78,2020-01-27,12
79,2020-01-28,12
80,2020-01-29,15
81,2020-01-30,15
82,2020-01-31,13
83,2020-02-01,11
84,2020-02-02,19
85,2020-02-03,35
86,2020-02-04,27
87,2020-02-05,35
88,2020-02-06,27
89,2020-02-07,26
90,2020-02-08,19
91,2020-02-09,55
92,2020-02-10,43
93,2020-02-11,45
94,2020-02-12,100
95,2020-02-13,53
96,2020-02-14,46
97,2020-02-15,39
98,2020-02-16,26
99,2020-02-17,28
100,2020-02-18,40
101,2020-02-19,59
102,2020-02-20,48
103,2020-02-21,41
104,2020-02-22,33
105,2020-02-23,25
106,2020-02-24,27
107,2020-02-25,30
108,2020-02-26,26
109,2020-02-27,25
110,2020-02-28,24
111,2020-02-29,22
112,2020-03-01,18
113,2020-03-02,21
114,2020-03-03,15
115,2020-03-04,18
116,2020-03-05,36
117,2020-03-06,22
118,2020-03-07,18
119,2020-03-08,21
120,2020-03-09,22
121,2020-03-10,16
122,2020-03-11,17
123,2020-03-12,19
124,2020-03-13,20
125,2020-03-14,17
126,2020-03-15,12
127,2020-03-16,14
128,2020-03-17,14
129,2020-03-18,18
130,2020-03-19,16
131,2020-03-20,18
132,2020-03-21,15
133,2020-03-22,11
134,2020-03-23,12
135,2020-03-24,17
136,2020-03-25,14
137,2020-03-26,12
138,2020-03-27,11
139,2020-03-28,13
140,2020-03-29,11
141,2020-03-30,14
142,2020-03-31,13
143,2020-04-01,10
144,2020-04-02,12
145,2020-04-03,12
146,2020-04-04,13
147,2020-04-05,13
148,2020-04-06,13
149,2020-04-07,19
150,2020-04-08,18
151,2020-04-09,23
152,2020-04-10,20
153,2020-04-11,11
154,2020-04-12,15
155,2020-04-13,13
156,2020-04-14,14
157,2020-04-15,12
158,2020-04-16,14
159,2020-04-17,19
160,2020-04-18,23
161,2020-04-19,27
162,2020-04-20,15
163,2020-04-21,16
164,2020-04-22,19
165,2020-04-23,25
166,2020-04-24,39
167,2020-04-25,31
168,2020-04-26,34
169,2020-04-27,33
170,2020-04-28,27
171,2020-04-29,31
172,2020-04-30,29
173,2020-05-01,24
174,2020-05-02,23
175,2020-05-03,22
176,2020-05-04,20
177,2020-05-05,21
178,2020-05-06,21
179,2020-05-07,24
180,2020-05-08,25
181,2020-05-09,20
182,2020-05-10,21
183,2020-05-11,17
184,2020-05-12,21
185,2020-05-13,15
186,2020-05-14,16
187,2020-05-15,25
188,2020-05-16,53
189,2020-05-17,53
190,2020-05-18,29
191,2020-05-19,26
192,2020-05-20,30
193,2020-05-21,24
194,2020-05-22,22
195,2020-05-23,19
196,2020-05-24,21
197,2020-05-25,19
198,2020-05-26,18
199,2020-05-27,16
200,2020-05-28,19
201,2020-05-29,25
202,2020-05-30,29
203,2020-05-31,24
204,2020-06-01,23
205,2020-06-02,22
206,2020-06-03,21
207,2020-06-04,23
208,2020-06-05,15
209,2020-06-06,20
210,2020-06-07,21
211,2020-06-08,15
212,2020-06-09,18
213,2020-06-10,22
214,2020-06-11,22
215,2020-06-12,13
216,2020-06-13,12
217,2020-06-14,16
218,2020-06-15,16
219,2020-06-16,19
220,2020-06-17,14
221,2020-06-18,23
222,2020-06-19,27
223,2020-06-20,13
224,2020-06-21,14
225,2020-06-22,13
226,2020-06-23,18
227,2020-06-24,19
228,2020-06-25,13
229,2020-06-26,16
230,2020-06-27,18
231,2020-06-28,15
232,2020-06-29,14
233,2020-06-30,12
234,2020-07-01,15
235,2020-07-02,15
236,2020-07-03,16
237,2020-07-04,15
238,2020-07-05,13
239,2020-07-06,15
240,2020-07-07,21
241,2020-07-08,18
242,2020-07-09,15
243,2020-07-10,13
244,2020-07-11,16
245,2020-07-12,18
246,2020-07-13,33
247,2020-07-14,17
248,2020-07-15,25
249,2020-07-16,38
250,2020-07-17,25
251,2020-07-18,22
252,2020-07-19,17
253,2020-07-20,15
254,2020-07-21,20
255,2020-07-22,19
256,2020-07-23,19
257,2020-07-24,18
258,2020-07-25,14
259,2020-07-26,18
260,2020-07-27,26
261,2020-07-28,19
262,2020-07-29,19
263,2020-07-30,16
264,2020-07-31,19
265,2020-08-01,20
