,Date,Trend
0,2020-03-22,36
1,2020-03-23,36
2,2020-03-24,37
3,2020-03-25,34
4,2020-03-26,34
5,2020-03-27,31
6,2020-03-28,33
7,2020-03-29,31
8,2020-03-30,32
9,2020-03-31,30
10,2020-04-01,30
11,2020-04-02,32
12,2020-04-03,30
13,2020-04-04,30
14,2020-04-05,28
15,2020-04-06,35
16,2020-04-07,38
17,2020-04-08,32
18,2020-04-09,32
19,2020-04-10,32
20,2020-04-11,29
21,2020-04-12,33
22,2020-04-13,31
23,2020-04-14,27
24,2020-04-15,26
25,2020-04-16,32
26,2020-04-17,33
27,2020-04-18,35
28,2020-04-19,34
29,2020-04-20,27
30,2020-04-21,33
31,2020-04-22,33
32,2020-04-23,33
33,2020-04-24,31
34,2020-04-25,35
35,2020-04-26,32
36,2020-04-27,30
37,2020-04-28,32
38,2020-04-29,44
39,2020-04-30,41
40,2020-05-01,37
41,2020-05-02,40
42,2020-05-03,39
43,2020-05-04,34
44,2020-05-05,34
45,2020-05-06,36
46,2020-05-07,41
47,2020-05-08,44
48,2020-05-09,41
49,2020-05-10,42
50,2020-05-11,40
51,2020-05-12,38
52,2020-05-13,36
53,2020-05-14,37
54,2020-05-15,34
55,2020-05-16,32
56,2020-05-17,35
57,2020-05-18,35
58,2020-05-19,33
59,2020-05-20,32
60,2020-05-21,33
61,2020-05-22,29
62,2020-05-23,30
63,2020-05-24,31
64,2020-05-25,30
65,2020-05-26,30
66,2020-05-27,27
67,2020-05-28,28
68,2020-05-29,29
69,2020-05-30,38
70,2020-05-31,33
71,2020-06-01,28
72,2020-06-02,39
73,2020-06-03,31
74,2020-06-04,29
75,2020-06-05,29
76,2020-06-06,27
77,2020-06-07,30
78,2020-06-08,28
79,2020-06-09,27
80,2020-06-10,25
81,2020-06-11,27
82,2020-06-12,26
83,2020-06-13,24
84,2020-06-14,27
85,2020-06-15,28
86,2020-06-16,27
87,2020-06-17,28
88,2020-06-18,24
89,2020-06-19,27
90,2020-06-20,29
91,2020-06-21,27
92,2020-06-22,24
93,2020-06-23,26
94,2020-06-24,25
95,2020-06-25,24
96,2020-06-26,23
97,2020-06-27,26
98,2020-06-28,26
99,2020-06-29,25
100,2020-06-30,23
101,2020-07-01,26
102,2020-07-02,22
103,2020-07-03,25
104,2020-07-04,24
105,2020-07-05,26
106,2020-07-06,26
107,2020-07-07,28
108,2020-07-08,30
109,2020-07-09,31
110,2020-07-10,26
111,2020-07-11,29
112,2020-07-12,28
113,2020-07-13,25
114,2020-07-14,30
115,2020-07-15,26
116,2020-07-16,27
117,2020-07-17,27
118,2020-07-18,27
119,2020-07-19,28
120,2020-07-20,26
121,2020-07-21,30
122,2020-07-22,28
123,2020-07-23,29
124,2020-07-24,30
125,2020-07-25,44
126,2020-07-26,42
127,2020-07-27,45
128,2020-07-28,56
129,2020-07-29,51
130,2020-07-30,44
131,2020-07-31,47
132,2020-08-01,55
133,2020-08-02,61
134,2020-08-03,45
135,2020-08-04,42
136,2020-08-05,38
137,2020-08-06,48
138,2020-08-07,42
139,2020-08-08,35
140,2020-08-09,41
141,2020-08-10,39
142,2020-08-11,39
143,2020-08-12,34
144,2020-08-13,34
145,2020-08-14,37
146,2020-08-15,41
147,2020-08-16,51
148,2020-08-17,56
149,2020-08-18,49
150,2020-08-19,43
151,2020-08-20,42
152,2020-08-21,38
153,2020-08-22,33
154,2020-08-23,32
155,2020-08-24,34
156,2020-08-25,32
157,2020-08-26,34
158,2020-08-27,32
159,2020-08-28,29
160,2020-08-29,27
161,2020-08-30,37
