Date,Trend
10/1/2023,14
10/2/2023,16
10/3/2023,13
10/4/2023,13
10/5/2023,14
10/6/2023,13
10/7/2023,12
10/8/2023,11
10/9/2023,13
10/10/2023,13
10/11/2023,13
10/12/2023,13
10/13/2023,13
10/14/2023,12
10/15/2023,12
10/16/2023,15
10/17/2023,13
10/18/2023,13
10/19/2023,13
10/20/2023,14
10/21/2023,14
10/22/2023,13
10/23/2023,18
10/24/2023,30
10/25/2023,23
10/26/2023,21
10/27/2023,16
10/28/2023,14
10/29/2023,14
10/30/2023,17
10/31/2023,17
11/1/2023,17
11/2/2023,19
11/3/2023,16
11/4/2023,15
11/5/2023,17
11/6/2023,19
11/7/2023,18
11/8/2023,19
11/9/2023,33
11/10/2023,36
11/11/2023,24
11/12/2023,21
11/13/2023,24
11/14/2023,23
11/15/2023,24
11/16/2023,22
11/17/2023,19
11/18/2023,17
11/19/2023,16
11/20/2023,20
11/21/2023,20
11/22/2023,20
11/23/2023,18
11/24/2023,21
11/25/2023,17
11/26/2023,17
11/27/2023,16
11/28/2023,18
11/29/2023,18
11/30/2023,16
12/1/2023,19
12/2/2023,20
12/3/2023,23
12/4/2023,36
12/5/2023,33
12/6/2023,31
12/7/2023,29
12/8/2023,35
12/9/2023,28
12/10/2023,24
12/11/2023,27
12/12/2023,23
12/13/2023,25
12/14/2023,25
12/15/2023,21
12/16/2023,19
12/17/2023,18
12/18/2023,22
12/19/2023,22
12/20/2023,22
12/21/2023,21
12/22/2023,24
12/23/2023,21
12/24/2023,20
12/25/2023,20
12/26/2023,20
12/27/2023,23
12/28/2023,28
12/29/2023,23
12/30/2023,20
12/31/2023,18
1/1/2024,19
1/2/2024,30
1/3/2024,27
1/4/2024,24
1/5/2024,21
1/6/2024,18
1/7/2024,19
1/8/2024,25
1/9/2024,26
1/10/2024,38
1/11/2024,52
1/12/2024,42
1/13/2024,29
1/14/2024,25
1/15/2024,27
1/16/2024,25
1/17/2024,26
1/18/2024,23
1/19/2024,22
1/20/2024,18
1/21/2024,17
1/22/2024,21
1/23/2024,24
1/24/2024,21
1/25/2024,20
1/26/2024,19
1/27/2024,16
1/28/2024,17
1/29/2024,18
1/30/2024,19
1/31/2024,18
2/1/2024,17
2/2/2024,17
2/3/2024,16
2/4/2024,17
2/5/2024,16
2/6/2024,18
2/7/2024,21
2/8/2024,23
2/9/2024,27
2/10/2024,20
2/11/2024,21
2/12/2024,29
2/13/2024,30
2/14/2024,34
2/15/2024,34
2/16/2024,32
2/17/2024,22
2/18/2024,22
2/19/2024,35
2/20/2024,35
2/21/2024,33
2/22/2024,30
2/23/2024,27
2/24/2024,24
2/25/2024,32
2/26/2024,43
2/27/2024,51
2/28/2024,63
2/29/2024,60
3/1/2024,46
3/2/2024,40
3/3/2024,40
3/4/2024,56
3/5/2024,70
3/6/2024,62
3/7/2024,54
3/8/2024,58
3/9/2024,46
3/10/2024,45
3/11/2024,65
3/12/2024,57
3/13/2024,61
3/14/2024,49
3/15/2024,48
3/16/2024,38
3/17/2024,39
3/18/2024,43
3/19/2024,45
3/20/2024,46
3/21/2024,40
3/22/2024,35
3/23/2024,30
3/24/2024,29
3/25/2024,37
3/26/2024,37
3/27/2024,36
3/28/2024,35
3/29/2024,31
3/30/2024,27
3/31/2024,28
4/1/2024,30
4/2/2024,31
4/3/2024,29
4/4/2024,27
4/5/2024,26
4/6/2024,22
4/7/2024,22
4/8/2024,34
4/9/2024,30
4/10/2024,27
4/11/2024,26
4/12/2024,26
4/13/2024,30
4/14/2024,32
4/15/2024,30
4/16/2024,27
4/17/2024,27
4/18/2024,25
4/19/2024,26
4/20/2024,23
4/21/2024,19
4/22/2024,26
4/23/2024,22
4/24/2024,23
4/25/2024,20
4/26/2024,20
4/27/2024,19
4/28/2024,21
4/29/2024,21
4/30/2024,24
5/1/2024,24
5/2/2024,21
5/3/2024,20
5/4/2024,19
5/5/2024,17
5/6/2024,19
5/7/2024,18
5/8/2024,19
5/9/2024,18
5/10/2024,18
5/11/2024,16
5/12/2024,16
5/13/2024,18
5/14/2024,18
5/15/2024,21
5/16/2024,20
5/17/2024,20
5/18/2024,18
5/19/2024,17
5/20/2024,36
5/21/2024,71
5/22/2024,50
5/23/2024,100
5/24/2024,58
5/25/2024,33
5/26/2024,31
5/27/2024,40
5/28/2024,35
5/29/2024,28
5/30/2024,28
5/31/2024,24
6/1/2024,20
