,Date,Open,High,Low,Close,Adj Close,Volume,log_returns,Search_Volume,check_ratio,Normalized_Searches,log_searches,temp_date,Normalized_Searches_delayed,norm_search_MA_upper_band,norm_search_MA_lower_band,strategy,coin,qty,balance,coins_value,portfolio_value
0,2019-07-02,293.5372619628906,295.6558532714844,272.6025695800781,291.596435546875,291.596435546875,10618413952,-0.0069875422650932,28947.541666666668,933.7916666666667,3.9088597495363318,0.08743399598305053,2019-07-02,3.5816074618398086,,,1,Ethereum,11.355741724383659,6666.333333333333,3333.3333333333335,9999.666666666666
1,2019-07-03,291.7646179199219,303.342041015625,291.4016418457031,303.0999755859375,303.0999755859375,9926711979,0.03869192723223078,28013.75,933.7916666666666,3.7452336056880697,-0.04276171426257308,2019-07-03,3.9088597495363318,4.069196842192701,3.4212703691834387,0,Ethereum,11.355741724383659,6774.925039420898,3441.925039420899,10216.850078841797
2,2019-07-04,303.02508544921875,303.9611511230469,282.7657470703125,284.5232238769531,284.5232238769531,8403513106,-0.0632478227821197,26146.166666666668,933.7916666666667,3.4179813179915475,-0.09143387413806836,2019-07-04,3.7452336056880697,3.9743102070756358,3.5161570043005037,0,Ethereum,11.355741724383659,6563.97224493567,3230.9722449356696,9794.94448987134
3,2019-07-05,284.38092041015625,293.921142578125,282.6947021484375,287.9975280761719,287.9975280761719,8723493015,0.01213701629650921,23344.791666666668,933.7916666666667,2.9271028864467645,-0.155036960995713,2019-07-05,3.4179813179915475,3.9591571544905517,3.3676839130373266,0,Ethereum,11.355741724383659,6603.425546093939,3270.4255460939394,9873.851092187879
4,2019-07-06,287.8938293457031,295.9914245605469,286.6658630371094,287.547119140625,287.547119140625,7674615025,-0.0015651575587501843,18675.833333333336,933.7916666666667,2.108972167205459,-0.32781245365372713,2019-07-06,2.9271028864467645,4.043530944979574,2.988783063621434,0,Ethereum,11.355741724383659,6598.310818551515,3265.3108185515143,9863.62163710303
5,2019-07-07,287.6036071777344,310.1393127441406,286.10919189453125,305.7005615234375,305.7005615234375,8119724981,0.06121932626833005,25686.017191977076,856.2005730659025,3.337350394815685,0.4589764929411908,2019-07-07,2.108972167205459,4.214017682129746,2.349234714106247,0,Ethereum,11.355741724383659,6804.456621659214,3471.456621659213,10275.913243318428
6,2019-07-08,305.7347717285156,314.26788330078125,303.5004577636719,313.2514038085937,313.2514038085937,9078905628,0.02440000945835552,28254.618911174788,856.2005730659026,3.7874405052732305,0.12651326533514393,2019-07-08,3.337350394815685,4.141250474411909,2.437923120880566,0,Ethereum,11.355741724383659,6890.202036451003,3557.2020364510017,10447.404072902005
7,2019-07-08,11446.5966796875,12345.8330078125,11393.3740234375,12285.9580078125,12285.9580078125,23482551458,0.07039331175600369,284665.0031446541,6620.116352201258,6.298411404295775,0.44091989776898194,2019-07-08,10.119808255207843,,,1,Bitcoin,0.27131244720303493,3556.535369784336,6890.535369784335,10447.070739568671
8,2019-07-09,12284.326171875,12779.1318359375,12233.26171875,12573.8125,12573.8125,28167921523,0.0231592932804558,324385.7012578616,6620.1163522012575,7.963752122892964,0.2346028174660277,2019-07-09,10.200057228117721,10.239375171761745,10.08049031156382,0,Bitcoin,0.27131244720303493,3634.6338764981138,6968.633876498112,10603.267752996226
9,2019-07-09,313.3251647949219,318.2231140136719,305.28582763671875,308.8810119628906,308.8810119628906,10055159803,-0.014049947014450252,29967.02005730659,856.2005730659025,4.087500578911593,0.07624321531968153,2019-07-09,3.7874405052732305,4.177916319108672,2.525720703090553,0,Ethereum,11.355741724383659,3585.0048354639575,6919.004835463956,10504.009670927913
10,2019-07-10,308.8512878417969,313.0694580078125,285.5657958984375,290.0023193359375,290.0023193359375,11679985167,-0.06306720752508123,37672.82521489971,856.2005730659025,5.437770910284229,0.28543553990159737,2019-07-10,4.087500578911593,4.279137892638489,2.5879840335189526,0,Ethereum,11.355741724383659,3370.6232778982517,6704.62327789825,10075.246555796502
11,2019-07-10,12571.537109375,13129.529296875,11710.978515625,12156.5126953125,12156.5126953125,33627574244,-0.0337512276446848,364106.39937106916,6620.1163522012575,9.553251230852926,0.18198127855827256,2019-07-10,8.972541030705605,10.725535323871215,8.802735685482899,0,Bitcoin,0.27131244720303493,3257.4046466711375,6591.404646671136,9848.809293342274
12,2019-07-11,12139.7138671875,12144.623046875,11158.9228515625,11358.662109375,11358.662109375,28595327690,-0.06788441618712997,337625.93396226416,6620.1163522012575,8.392463011363315,-0.12954749705822893,2019-07-11,7.745024833293488,10.876091874176904,7.642623799485424,0,Bitcoin,0.27131244720303493,3040.937851698059,6374.937851698058,9415.875703396117
13,2019-07-11,289.94598388671875,290.02105712890625,266.0946655273437,268.7040405273437,268.7040405273437,10216287022,-0.07627836783229212,53084.43553008596,856.2005730659026,8.1383115730295,0.40321351728377164,2019-07-11,5.437770910284229,4.826818884459601,2.4411450311389435,0,Ethereum,11.355741724383659,2799.080098373754,6133.080098373753,8932.160196747507
