,Date,Trend
0,2019-06-30,68
1,2019-07-01,66
2,2019-07-02,65
3,2019-07-03,68
4,2019-07-04,66
5,2019-07-05,69
6,2019-07-06,77
7,2019-07-07,75
8,2019-07-08,86
9,2019-07-09,68
10,2019-07-10,68
11,2019-07-11,67
12,2019-07-12,58
13,2019-07-13,48
14,2019-07-14,71
15,2019-07-15,63
16,2019-07-16,57
17,2019-07-17,71
18,2019-07-18,55
19,2019-07-19,51
20,2019-07-20,64
21,2019-07-21,59
22,2019-07-22,48
23,2019-07-23,61
24,2019-07-24,56
25,2019-07-25,51
26,2019-07-26,46
27,2019-07-27,39
28,2019-07-28,53
29,2019-07-29,55
30,2019-07-30,54
31,2019-07-31,35
32,2019-08-01,52
33,2019-08-02,57
34,2019-08-03,51
35,2019-08-04,61
36,2019-08-05,58
37,2019-08-06,68
38,2019-08-07,57
39,2019-08-08,63
40,2019-08-09,64
41,2019-08-10,58
42,2019-08-11,56
43,2019-08-12,51
44,2019-08-13,54
45,2019-08-14,49
46,2019-08-15,53
47,2019-08-16,44
48,2019-08-17,59
49,2019-08-18,61
50,2019-08-19,62
51,2019-08-20,52
52,2019-08-21,54
53,2019-08-22,48
54,2019-08-23,47
55,2019-08-24,44
56,2019-08-25,47
57,2019-08-26,51
58,2019-08-27,54
59,2019-08-28,53
60,2019-08-29,49
61,2019-08-30,51
62,2019-08-31,48
63,2019-09-01,55
64,2019-09-02,47
65,2019-09-03,54
66,2019-09-04,58
67,2019-09-05,55
68,2019-09-06,41
69,2019-09-07,44
70,2019-09-08,49
71,2019-09-09,49
72,2019-09-10,40
73,2019-09-11,60
74,2019-09-12,56
75,2019-09-13,54
76,2019-09-14,51
77,2019-09-15,57
78,2019-09-16,46
79,2019-09-17,50
80,2019-09-18,60
81,2019-09-19,47
82,2019-09-20,54
83,2019-09-21,53
84,2019-09-22,61
85,2019-09-23,51
86,2019-09-24,44
87,2019-09-25,61
88,2019-09-26,50
89,2019-09-27,50
90,2019-09-28,47
91,2019-09-29,48
92,2019-09-30,43
93,2019-10-01,44
94,2019-10-02,44
95,2019-10-03,50
96,2019-10-04,42
97,2019-10-05,44
98,2019-10-06,51
99,2019-10-07,49
100,2019-10-08,54
101,2019-10-09,55
102,2019-10-10,31
103,2019-10-11,51
104,2019-10-12,42
105,2019-10-13,56
