,Date,Trend
0,2020-12-13,14
1,2020-12-14,15
2,2020-12-15,14
3,2020-12-16,18
4,2020-12-17,28
5,2020-12-18,21
6,2020-12-19,20
7,2020-12-20,22
8,2020-12-21,20
9,2020-12-22,17
10,2020-12-23,28
11,2020-12-24,30
12,2020-12-25,26
13,2020-12-26,31
14,2020-12-27,36
15,2020-12-28,32
16,2020-12-29,34
17,2020-12-30,31
18,2020-12-31,25
19,2021-01-01,31
20,2021-01-02,35
21,2021-01-03,51
22,2021-01-04,46
23,2021-01-05,41
24,2021-01-06,53
25,2021-01-07,57
26,2021-01-08,45
27,2021-01-09,45
28,2021-01-10,51
29,2021-01-11,37
30,2021-01-12,32
31,2021-01-13,31
32,2021-01-14,37
33,2021-01-15,72
34,2021-01-16,90
35,2021-01-17,63
36,2021-01-18,61
37,2021-01-19,54
38,2021-01-20,38
39,2021-01-21,40
40,2021-01-22,42
41,2021-01-23,76
42,2021-01-24,59
43,2021-01-25,55
44,2021-01-26,42
45,2021-01-27,42
46,2021-01-28,43
47,2021-01-29,51
48,2021-01-30,45
49,2021-01-31,46
50,2021-02-01,38
51,2021-02-02,41
52,2021-02-03,54
53,2021-02-04,49
54,2021-02-05,61
55,2021-02-06,53
56,2021-02-07,46
57,2021-02-08,50
58,2021-02-09,57
59,2021-02-10,62
60,2021-02-11,58
61,2021-02-12,63
62,2021-02-13,73
63,2021-02-14,88
64,2021-02-15,63
65,2021-02-16,55
66,2021-02-17,49
67,2021-02-18,53
68,2021-02-19,60
69,2021-02-20,73
70,2021-02-21,57
71,2021-02-22,50
72,2021-02-23,53
73,2021-02-24,45
74,2021-02-25,44
75,2021-02-26,43
76,2021-02-27,40
77,2021-02-28,37
78,2021-03-01,36
79,2021-03-02,41
80,2021-03-03,41
81,2021-03-04,34
82,2021-03-05,31
83,2021-03-06,31
84,2021-03-07,33
85,2021-03-08,42
86,2021-03-09,42
87,2021-03-10,37
88,2021-03-11,35
89,2021-03-12,38
90,2021-03-13,42
91,2021-03-14,40
92,2021-03-15,33
93,2021-03-16,33
94,2021-03-17,44
95,2021-03-18,40
96,2021-03-19,39
97,2021-03-20,34
98,2021-03-21,32
99,2021-03-22,30
100,2021-03-23,27
101,2021-03-24,29
102,2021-03-25,27
103,2021-03-26,28
104,2021-03-27,29
105,2021-03-28,24
106,2021-03-29,30
107,2021-03-30,31
108,2021-03-31,30
109,2021-04-01,35
110,2021-04-02,41
111,2021-04-03,40
112,2021-04-04,32
113,2021-04-05,39
114,2021-04-06,44
115,2021-04-07,38
116,2021-04-08,34
117,2021-04-09,30
118,2021-04-10,33
119,2021-04-11,38
120,2021-04-12,37
121,2021-04-13,43
122,2021-04-14,63
123,2021-04-15,88
124,2021-04-16,67
125,2021-04-17,56
126,2021-04-18,53
127,2021-04-19,55
128,2021-04-20,46
129,2021-04-21,41
130,2021-04-22,41
131,2021-04-23,38
132,2021-04-24,34
133,2021-04-25,34
134,2021-04-26,36
135,2021-04-27,40
136,2021-04-28,39
137,2021-04-29,35
138,2021-04-30,40
139,2021-05-01,49
140,2021-05-02,45
141,2021-05-03,50
142,2021-05-04,75
143,2021-05-05,100
144,2021-05-06,70
145,2021-05-07,59
146,2021-05-08,62
147,2021-05-09,65
148,2021-05-10,71
149,2021-05-11,51
150,2021-05-12,54
151,2021-05-13,51
152,2021-05-14,44
153,2021-05-15,46
154,2021-05-16,41
155,2021-05-17,42
156,2021-05-18,39
157,2021-05-19,53
158,2021-05-20,50
159,2021-05-21,42
160,2021-05-22,39
161,2021-05-23,52
162,2021-05-24,44
163,2021-05-25,41
164,2021-05-26,48
165,2021-05-27,45
166,2021-05-28,35
167,2021-05-29,29
168,2021-05-30,28
169,2021-05-31,31
170,2021-06-01,28
171,2021-06-02,28
172,2021-06-03,27
173,2021-06-04,27
174,2021-06-05,24
175,2021-06-06,24
176,2021-06-07,26
177,2021-06-08,27
178,2021-06-09,23
179,2021-06-10,23
180,2021-06-11,24
181,2021-06-12,24
182,2021-06-13,24
183,2021-06-14,24
184,2021-06-15,23
185,2021-06-16,22
186,2021-06-17,20
187,2021-06-18,21
188,2021-06-19,18
189,2021-06-20,19
190,2021-06-21,24
191,2021-06-22,29
192,2021-06-23,23
193,2021-06-24,23
194,2021-06-25,18
195,2021-06-26,22
196,2021-06-27,22
197,2021-06-28,19
198,2021-06-29,21
199,2021-06-30,19
200,2021-07-01,20
201,2021-07-02,16
202,2021-07-03,17
203,2021-07-04,16
204,2021-07-05,16
205,2021-07-06,21
206,2021-07-07,22
207,2021-07-08,17
208,2021-07-09,17
209,2021-07-10,17
210,2021-07-11,15
211,2021-07-12,17
212,2021-07-13,19
213,2021-07-14,17
214,2021-07-15,16
215,2021-07-16,17
216,2021-07-17,17
217,2021-07-18,14
218,2021-07-19,16
219,2021-07-20,18
220,2021-07-21,16
221,2021-07-22,16
222,2021-07-23,17
223,2021-07-24,18
224,2021-07-25,16
225,2021-07-26,22
226,2021-07-27,18
227,2021-07-28,20
228,2021-07-29,19
229,2021-07-30,28
230,2021-07-31,20
231,2021-08-01,21
232,2021-08-02,20
233,2021-08-03,22
234,2021-08-04,19
235,2021-08-05,26
236,2021-08-06,23
237,2021-08-07,23
238,2021-08-08,21
239,2021-08-09,21
240,2021-08-10,22
241,2021-08-11,25
242,2021-08-12,18
243,2021-08-13,22
244,2021-08-14,23
245,2021-08-15,20
246,2021-08-16,28
247,2021-08-17,22
248,2021-08-18,19
249,2021-08-19,23
250,2021-08-20,25
251,2021-08-21,20
252,2021-08-22,22
253,2021-08-23,25
254,2021-08-24,24
255,2021-08-25,21
256,2021-08-26,20
257,2021-08-27,20
258,2021-08-28,17
259,2021-08-29,21
260,2021-08-30,19
261,2021-08-31,22
262,2021-09-01,25
263,2021-09-02,30
264,2021-09-03,24
265,2021-09-04,24
