,Date,Open,High,Low,Close,Adj Close,Volume
0,2023-10-02,131.2100067138672,134.4199981689453,131.1699981689453,134.1699981689453,134.0161895751953,22288000
1,2023-10-03,133.94000244140625,134.25999450683594,131.83999633789062,132.42999267578125,132.27818298339844,22989400
2,2023-10-04,132.7899932861328,135.57000732421875,132.52999877929688,135.24000549316406,135.08497619628906,26752300
3,2023-10-05,135.07000732421875,135.49000549316406,133.4499969482422,135.07000732421875,134.9151611328125,19832600
4,2023-10-06,134.00999450683594,138.16000366210938,134.00999450683594,137.5800018310547,137.4222869873047,27583200
5,2023-10-09,136.94000244140625,138.94000244140625,135.61000061035156,138.4199981689453,138.26132202148438,19278100
6,2023-10-10,138.5,139.72000122070312,137.3300018310547,138.05999755859375,137.9017333984375,27786600
7,2023-10-11,138.5800018310547,141.11000061035156,138.5800018310547,140.5500030517578,140.38888549804688,25884300
8,2023-10-12,141.0500030517578,141.22000122070312,138.25999450683594,138.97000122070312,138.81068420410156,24765500
9,2023-10-13,139.3800048828125,140.0,136.6199951171875,137.36000061035156,137.20252990722656,23420500
10,2023-10-16,138.1699981689453,139.6300048828125,137.99000549316406,139.10000610351562,138.9405517578125,28501900
11,2023-10-17,138.6300048828125,139.89999389648438,137.17999267578125,139.72000122070312,139.55982971191406,23515800
12,2023-10-18,139.4499969482422,140.72000122070312,137.3800048828125,137.9600067138672,137.80184936523438,23375000
13,2023-10-19,138.5,139.66000366210938,137.3800048828125,137.75,137.5920867919922,26066000
14,2023-10-20,137.3300018310547,137.8699951171875,135.0800018310547,135.60000610351562,135.44456481933594,26315200
15,2023-10-23,135.0399932861328,137.66000366210938,133.9499969482422,136.5,136.34352111816406,26317900
16,2023-10-24,137.8300018310547,139.36000061035156,137.4199981689453,138.80999755859375,138.65086364746094,44814300
17,2023-10-25,128.16000366210938,128.30999755859375,125.06999969482422,125.61000061035156,125.46600341796875,84366200
18,2023-10-26,123.2699966430664,124.33000183105469,121.2699966430664,122.27999877929688,122.13981628417969,57061100
19,2023-10-27,122.87999725341797,123.30999755859375,120.20999908447266,122.16999816894531,122.02994537353516,44566500
20,2023-10-30,123.20999908447266,125.4000015258789,122.75,124.45999908447266,124.31732177734375,28940100
