Date,Trend
10/1/2023,21
10/2/2023,26
10/3/2023,22
10/4/2023,22
10/5/2023,22
10/6/2023,21
10/7/2023,20
10/8/2023,20
10/9/2023,22
10/10/2023,22
10/11/2023,22
10/12/2023,21
10/13/2023,21
10/14/2023,20
10/15/2023,20
10/16/2023,27
10/17/2023,26
10/18/2023,24
10/19/2023,23
10/20/2023,29
10/21/2023,26
10/22/2023,25
10/23/2023,33
10/24/2023,57
10/25/2023,42
10/26/2023,38
10/27/2023,30
10/28/2023,29
10/29/2023,28
10/30/2023,30
10/31/2023,28
11/1/2023,32
11/2/2023,33
11/3/2023,33
11/4/2023,27
11/5/2023,27
11/6/2023,29
11/7/2023,29
11/8/2023,29
11/9/2023,40
11/10/2023,36
11/11/2023,30
11/12/2023,29
11/13/2023,31
11/14/2023,33
11/15/2023,32
11/16/2023,32
11/17/2023,29
11/18/2023,27
11/19/2023,25
11/20/2023,30
11/21/2023,29
11/22/2023,29
11/23/2023,27
11/24/2023,29
11/25/2023,26
11/26/2023,25
11/27/2023,27
11/28/2023,28
11/29/2023,27
11/30/2023,26
12/1/2023,29
12/2/2023,29
12/3/2023,33
12/4/2023,51
12/5/2023,50
12/6/2023,48
12/7/2023,39
12/8/2023,41
12/9/2023,36
12/10/2023,33
12/11/2023,41
12/12/2023,35
12/13/2023,34
12/14/2023,34
12/15/2023,31
12/16/2023,32
12/17/2023,28
12/18/2023,32
12/19/2023,33
12/20/2023,33
12/21/2023,34
12/22/2023,34
12/23/2023,30
12/24/2023,29
12/25/2023,29
12/26/2023,32
12/27/2023,33
12/28/2023,33
12/29/2023,32
12/30/2023,29
12/31/2023,27
1/1/2024,31
1/2/2024,50
1/3/2024,52
1/4/2024,41
1/5/2024,44
1/6/2024,35
1/7/2024,36
1/8/2024,49
1/9/2024,57
1/10/2024,84
1/11/2024,90
1/12/2024,58
1/13/2024,45
1/14/2024,37
1/15/2024,38
1/16/2024,37
1/17/2024,35
1/18/2024,35
1/19/2024,35
1/20/2024,29
1/21/2024,27
1/22/2024,35
1/23/2024,38
1/24/2024,34
1/25/2024,31
1/26/2024,31
1/27/2024,25
1/28/2024,25
1/29/2024,27
1/30/2024,29
1/31/2024,27
2/1/2024,26
2/2/2024,25
2/3/2024,23
2/4/2024,23
2/5/2024,24
2/6/2024,25
2/7/2024,25
2/8/2024,31
2/9/2024,37
2/10/2024,29
2/11/2024,31
2/12/2024,41
2/13/2024,45
2/14/2024,47
2/15/2024,46
2/16/2024,41
2/17/2024,33
2/18/2024,31
2/19/2024,34
2/20/2024,36
2/21/2024,34
2/22/2024,32
2/23/2024,30
2/24/2024,27
2/25/2024,27
2/26/2024,36
2/27/2024,59
2/28/2024,93
2/29/2024,84
3/1/2024,60
3/2/2024,51
3/3/2024,46
3/4/2024,86
3/5/2024,100
3/6/2024,76
3/7/2024,62
3/8/2024,65
3/9/2024,56
3/10/2024,56
3/11/2024,82
3/12/2024,72
3/13/2024,71
3/14/2024,63
3/15/2024,69
3/16/2024,53
3/17/2024,52
3/18/2024,51
3/19/2024,64
3/20/2024,60
3/21/2024,54
3/22/2024,47
3/23/2024,40
3/24/2024,42
3/25/2024,51
3/26/2024,51
3/27/2024,46
3/28/2024,47
3/29/2024,44
3/30/2024,38
3/31/2024,39
4/1/2024,43
4/2/2024,49
4/3/2024,42
4/4/2024,42
4/5/2024,40
4/6/2024,35
4/7/2024,36
4/8/2024,47
4/9/2024,41
4/10/2024,42
4/11/2024,42
4/12/2024,45
4/13/2024,52
4/14/2024,57
4/15/2024,53
4/16/2024,49
4/17/2024,51
4/18/2024,54
4/19/2024,80
4/20/2024,75
4/21/2024,42
4/22/2024,45
4/23/2024,38
4/24/2024,37
4/25/2024,35
4/26/2024,32
4/27/2024,30
4/28/2024,29
4/29/2024,32
4/30/2024,38
5/1/2024,48
5/2/2024,38
5/3/2024,36
5/4/2024,31
5/5/2024,29
5/6/2024,34
5/7/2024,30
5/8/2024,30
5/9/2024,30
5/10/2024,30
5/11/2024,27
5/12/2024,25
5/13/2024,31
5/14/2024,29
5/15/2024,32
5/16/2024,33
5/17/2024,32
5/18/2024,27
5/19/2024,26
5/20/2024,34
5/21/2024,41
5/22/2024,36
5/23/2024,33
5/24/2024,32
5/25/2024,26
5/26/2024,26
5/27/2024,29
5/28/2024,29
5/29/2024,28
5/30/2024,28
5/31/2024,26
6/1/2024,23
