,Date,Open,High,Low,Close,Volume
77,2020-11-07,4.585,4.866,4.078,4.235,20256437.4
78,2020-11-08,4.234,4.431,4.127,4.373,9744221.0
79,2020-11-09,4.372,4.466,4.238,4.349,8799504.9
80,2020-11-10,4.349,4.509,4.303,4.422,7862750.1
81,2020-11-11,4.424,4.635,4.414,4.45,8980090.5
82,2020-11-12,4.449,4.479,4.31,4.405,5993160.6
83,2020-11-13,4.406,4.597,4.368,4.543,8344282.1
84,2020-11-14,4.543,4.559,4.353,4.465,7048928.1
85,2020-11-15,4.467,4.509,4.302,4.366,8876203.6
86,2020-11-16,4.369,4.604,4.336,4.502,12131373.2
87,2020-11-17,4.501,4.95,4.491,4.864,22824103.0
88,2020-11-18,4.864,4.953,4.4,4.682,16570102.1
89,2020-11-19,4.682,4.858,4.539,4.759,10079058.3
90,2020-11-20,4.759,5.481,4.741,5.234,27612938.7
91,2020-11-21,5.234,5.832,5.128,5.796,24807643.3
92,2020-11-22,5.795,5.876,5.167,5.525,21964164.1
93,2020-11-23,5.526,6.0,5.421,5.919,24914371.9
94,2020-11-24,5.92,6.114,5.502,5.747,25837968.1
95,2020-11-25,5.747,5.849,5.108,5.306,17482952.4
96,2020-11-26,5.306,5.379,4.43,4.804,26341446.8
97,2020-11-27,4.805,5.074,4.507,4.81,11243818.4
98,2020-11-28,4.809,4.955,4.669,4.888,8428910.8
99,2020-11-29,4.891,5.21,4.795,5.19,9711959.5
100,2020-11-30,5.19,5.453,5.13,5.381,15230998.5
101,2020-12-01,5.382,5.556,4.952,5.081,14573932.8
102,2020-12-02,5.083,5.546,4.981,5.457,10838129.1
103,2020-12-03,5.457,5.575,5.316,5.403,8426289.0
104,2020-12-04,5.402,5.439,4.954,4.999,8403326.4
105,2020-12-05,4.999,5.195,4.876,5.185,5398595.6
106,2020-12-06,5.185,5.208,5.002,5.132,4433815.4
107,2020-12-07,5.133,5.16,5.01,5.06,4273470.4
108,2020-12-08,5.06,5.075,4.695,4.74,7513347.8
109,2020-12-09,4.74,4.938,4.616,4.87,8663731.1
110,2020-12-10,4.871,4.918,4.74,4.8,4622098.7
111,2020-12-11,4.802,4.815,4.54,4.612,5967989.9
112,2020-12-12,4.614,4.796,4.606,4.738,4918743.1
113,2020-12-13,4.738,4.998,4.724,4.897,6843704.3
114,2020-12-14,4.896,5.0,4.824,4.896,5389103.6
115,2020-12-15,4.896,5.29,4.841,5.241,10679386.5
116,2020-12-16,5.241,5.386,5.113,5.372,11642308.1
117,2020-12-17,5.372,5.775,5.259,5.35,21169940.1
118,2020-12-18,5.35,5.518,5.253,5.365,10031010.9
119,2020-12-19,5.365,5.59,5.275,5.343,8289631.5
120,2020-12-20,5.344,5.45,5.08,5.19,9485680.4
121,2020-12-21,5.191,5.457,4.782,4.877,15555773.8
122,2020-12-22,4.879,5.181,4.801,5.154,13992355.8
123,2020-12-23,5.153,5.197,4.582,4.717,13136426.7
124,2020-12-24,4.717,5.207,4.631,5.115,15103613.3
125,2020-12-25,5.114,5.29,5.04,5.212,9655072.7
126,2020-12-26,5.213,5.295,5.076,5.193,9129517.1
127,2020-12-27,5.195,5.435,4.938,5.149,22121978.6
128,2020-12-28,5.151,6.737,5.111,6.608,49271746.0
129,2020-12-29,6.608,7.73,6.2,7.554,65605380.9
130,2020-12-30,7.555,7.69,7.057,7.244,43369301.8
131,2020-12-31,7.244,9.532,7.17,9.264,59255089.8
132,2021-01-01,9.264,9.445,8.097,8.287,50583028.7
133,2021-01-02,8.287,9.876,7.888,9.213,64951391.2
134,2021-01-03,9.213,10.558,8.862,10.187,57323818.3
135,2021-01-04,10.188,10.584,8.666,9.524,47943722.2
136,2021-01-05,9.524,10.09,9.005,9.727,28997019.7
137,2021-01-06,9.736,10.55,9.463,10.082,30740975.8
138,2021-01-07,10.089,10.757,9.35,9.66,32630386.9
139,2021-01-08,9.663,9.846,8.8,9.303,25356450.5
140,2021-01-09,9.306,9.866,9.051,9.756,17809407.2
141,2021-01-10,9.762,10.036,8.635,9.306,22581383.8
142,2021-01-11,9.306,9.341,7.08,8.269,49149219.2
143,2021-01-12,8.262,8.717,7.927,8.299,17754425.6
144,2021-01-13,8.301,11.423,7.98,10.955,41110779.5
145,2021-01-14,10.964,14.799,10.9,14.5,65840041.9
146,2021-01-15,14.53,15.021,11.771,13.158,69143443.5
147,2021-01-16,13.158,19.492,13.152,17.943,85164987.8
148,2021-01-17,17.946,18.252,16.281,17.091,50857981.8
149,2021-01-18,17.09,18.25,15.801,16.601,30254407.6
150,2021-01-19,16.595,17.579,16.019,16.411,25134220.9
151,2021-01-20,16.411,18.273,14.8,18.017,43651933.4
152,2021-01-21,18.022,18.2,14.936,16.01,48007550.6
153,2021-01-22,16.016,18.021,14.666,17.134,39246882.0
154,2021-01-23,17.134,18.848,16.804,18.771,32037873.3
155,2021-01-24,18.774,18.786,17.23,18.002,20148331.4
156,2021-01-25,18.003,19.17,17.082,17.216,23728209.4
157,2021-01-26,17.215,17.809,16.03,17.117,17951438.2
158,2021-01-27,17.123,17.148,15.065,15.451,22808197.9
159,2021-01-28,15.448,17.506,15.276,16.896,19734954.4
160,2021-01-29,16.897,17.82,16.0,16.831,21195359.2
161,2021-01-30,16.833,17.099,16.126,16.55,12136769.3
162,2021-01-31,16.553,17.602,15.655,16.144,13949745.9
163,2021-02-01,16.144,16.579,15.703,16.468,10333533.1
164,2021-02-02,16.466,17.704,16.065,17.213,18555700.4
165,2021-02-03,17.216,20.97,16.864,20.88,38717930.2
166,2021-02-04,20.879,21.946,19.01,19.695,35648972.7
167,2021-02-05,19.695,21.472,19.377,20.881,25124472.5
168,2021-02-06,20.873,21.509,19.839,20.405,17725677.8
169,2021-02-07,20.405,20.85,18.403,19.765,20961242.6
170,2021-02-08,19.765,23.777,19.2,23.04,34084912.5
171,2021-02-09,23.05,24.269,22.25,23.126,18748202.3
172,2021-02-10,23.116,25.053,21.789,23.615,27330060.5
173,2021-02-11,23.616,25.8,23.23,25.06,21511694.7
174,2021-02-12,25.063,29.85,24.525,28.702,24039557.8
175,2021-02-13,28.705,30.328,27.232,28.073,21188201.6
176,2021-02-14,28.077,29.517,26.41,26.931,15452172.9
177,2021-02-15,26.939,29.641,23.0,27.831,28367677.7
178,2021-02-16,27.842,31.1,26.797,30.12,27106901.2
179,2021-02-17,30.129,32.547,29.655,31.988,20888293.7
180,2021-02-18,31.987,32.699,30.581,31.156,10578478.3
181,2021-02-19,31.155,35.098,29.553,34.872,19566331.1
182,2021-02-20,34.878,42.395,34.752,38.979,35310361.0
183,2021-02-21,38.976,40.636,38.095,39.632,18338418.7
184,2021-02-22,39.629,39.815,30.038,37.663,31628718.7
185,2021-02-23,37.66,37.904,26.116,34.544,40564480.5
186,2021-02-24,34.554,36.84,31.839,33.642,23026108.6
187,2021-02-25,33.656,35.263,30.86,31.24,16301674.8
188,2021-02-26,31.255,33.528,27.953,31.449,28569767.9
189,2021-02-27,31.444,35.7,31.335,33.491,25696093.9
190,2021-02-28,33.486,34.543,29.692,33.805,24909468.0
191,2021-03-01,33.817,35.711,33.024,35.677,16295645.1
192,2021-03-02,35.675,37.976,34.387,36.136,20430023.0
193,2021-03-03,36.148,38.742,36.096,37.043,16145054.1
194,2021-03-04,37.041,38.413,34.387,35.277,16195851.8
195,2021-03-05,35.277,35.304,31.364,33.64,19390318.3
196,2021-03-06,33.643,34.251,32.09,33.395,11070924.7
197,2021-03-07,33.405,35.371,33.404,35.132,10300042.8
198,2021-03-08,35.14,35.603,33.463,35.023,11075215.3
199,2021-03-09,35.025,38.962,34.576,38.291,20194589.0
200,2021-03-10,38.293,39.635,36.318,37.584,21562003.8
201,2021-03-11,37.596,38.111,35.879,36.957,15347670.4
202,2021-03-12,36.954,37.552,34.386,35.957,12707699.1
203,2021-03-13,35.981,38.412,34.74,37.242,12412835.8
204,2021-03-14,37.255,38.049,36.313,36.454,10328726.9
205,2021-03-15,36.453,38.652,33.699,34.33,18687485.3
206,2021-03-16,34.321,35.583,32.01,35.44,15057332.1
207,2021-03-17,35.44,36.48,34.418,36.154,12297926.3
208,2021-03-18,36.153,37.072,35.335,35.386,10298064.1
209,2021-03-19,35.388,38.96,34.643,38.252,17582921.3
210,2021-03-20,38.24,40.21,37.19,37.272,15773431.3
211,2021-03-21,37.272,38.151,36.129,36.723,12061765.0
212,2021-03-22,36.727,37.844,35.052,35.278,12373196.3
213,2021-03-23,35.284,36.337,34.046,34.237,10775906.4
214,2021-03-24,34.232,36.165,27.12,30.193,21832780.8
215,2021-03-25,30.203,31.275,28.397,29.807,26515392.5
216,2021-03-26,29.807,33.4,29.792,33.195,13493384.0
217,2021-03-27,33.187,33.534,31.158,32.628,12413221.4
218,2021-03-28,32.626,33.284,31.258,32.269,8338671.6
219,2021-03-29,32.27,34.775,31.792,34.391,11325373.4
220,2021-03-30,34.391,34.9,33.554,34.039,8716009.4
221,2021-03-31,34.046,38.366,33.24,37.122,23952931.8
222,2021-04-01,37.122,39.086,36.111,37.511,15231237.5
223,2021-04-02,37.514,41.507,36.66,41.135,17315062.5
224,2021-04-03,41.135,46.899,41.047,41.421,35312275.3
225,2021-04-04,41.43,45.164,40.739,44.372,16594721.6
226,2021-04-05,44.374,46.008,41.859,45.93,16534010.9
227,2021-04-06,45.923,46.471,41.681,43.4,17487479.8
228,2021-04-07,43.404,43.578,37.651,39.571,22515789.6
229,2021-04-08,39.575,41.666,39.272,41.372,11017036.4
230,2021-04-09,41.365,42.168,40.136,40.847,8688716.3
231,2021-04-10,40.847,42.871,40.011,41.657,11149156.6
232,2021-04-11,41.663,41.998,40.1,41.4,8469809.2
233,2021-04-12,41.411,41.877,39.429,40.539,9371896.6
234,2021-04-13,40.539,43.582,39.909,43.021,14998428.7
235,2021-04-14,43.03,44.732,40.026,42.584,20585845.8
236,2021-04-15,42.582,44.5,41.522,43.494,15846396.0
237,2021-04-16,43.495,43.888,40.01,41.451,18525254.5
238,2021-04-17,41.45,48.539,41.435,42.09,33488005.4
239,2021-04-18,42.099,42.772,31.176,37.356,48189400.2
240,2021-04-19,37.356,38.735,33.958,34.767,22129685.5
241,2021-04-20,34.774,35.8,31.549,35.42,23355838.0
242,2021-04-21,35.423,36.358,33.047,33.817,18123651.9
243,2021-04-22,33.827,36.83,32.802,32.963,22982564.2
244,2021-04-23,32.96,33.535,26.452,32.257,33395778.1
245,2021-04-24,32.255,32.429,28.555,29.0,16745239.8
246,2021-04-25,29.0,31.349,28.1,29.831,14293436.1
247,2021-04-26,29.839,33.5,29.751,33.41,15063885.9
248,2021-04-27,33.408,34.988,33.184,34.824,13514086.9
249,2021-04-28,34.836,35.437,32.6,34.0,13264606.2
250,2021-04-29,33.996,36.015,33.01,35.989,12659208.0
251,2021-04-30,35.992,36.866,35.137,36.553,15819473.6
252,2021-05-01,36.554,37.421,35.789,36.959,11979611.1
253,2021-05-02,36.957,37.232,35.47,36.658,11217607.8
254,2021-05-03,36.655,38.381,36.633,37.296,14684144.2
255,2021-05-04,37.306,38.002,34.4,34.796,21499084.4
256,2021-05-05,34.798,40.849,34.555,40.477,21794009.5
257,2021-05-06,40.476,44.215,38.026,41.637,30580933.5
258,2021-05-07,41.642,42.805,38.3,39.865,22928084.6
259,2021-05-08,39.871,40.73,38.748,39.953,10914755.8
260,2021-05-09,39.956,40.6,38.198,40.347,14289094.3
261,2021-05-10,40.328,41.895,32.0,36.479,23334284.5
262,2021-05-11,36.479,38.708,35.58,38.665,14215182.8
263,2021-05-12,38.665,42.571,33.644,35.072,29184708.6
264,2021-05-13,35.072,41.926,32.8,40.027,45175868.6
265,2021-05-14,40.028,48.184,39.433,48.063,37234079.4
266,2021-05-15,48.064,49.855,42.783,43.66,41668486.9
267,2021-05-16,43.673,46.773,39.3,42.461,27139702.3
268,2021-05-17,42.466,42.55,35.132,38.732,30985017.6
269,2021-05-18,38.725,42.599,37.688,40.616,24162448.2
270,2021-05-19,40.642,41.445,15.376,25.061,69636761.5
271,2021-05-20,25.051,31.3,21.071,28.942,51882967.0
272,2021-05-21,28.941,31.01,19.959,24.4,50897272.6
273,2021-05-22,24.389,24.618,20.312,22.052,36868429.3
274,2021-05-23,22.06,23.467,13.611,17.906,68972958.8
275,2021-05-24,17.905,23.477,17.071,23.268,44312245.8
276,2021-05-25,23.26,24.218,19.615,22.141,34542082.3
277,2021-05-26,22.141,24.788,21.612,24.529,27287311.3
278,2021-05-27,24.529,24.97,21.746,23.995,25085377.1
279,2021-05-28,23.996,26.231,20.03,21.349,52769895.8
280,2021-05-29,21.349,22.326,18.784,19.876,26769573.8
281,2021-05-30,19.88,21.344,18.407,20.458,23142997.4
282,2021-05-31,20.458,23.446,19.068,23.25,25315029.7
283,2021-06-01,23.262,23.534,21.685,22.817,24576974.9
284,2021-06-02,22.819,26.849,22.64,25.886,34786653.3
285,2021-06-03,25.886,28.597,25.647,26.987,35665652.3
286,2021-06-04,26.988,27.003,23.6,24.967,34624023.6
287,2021-06-05,24.973,26.374,22.9,23.746,22840790.9
288,2021-06-06,23.747,24.45,23.539,24.178,12873058.2
289,2021-06-07,24.175,25.288,21.269,21.687,23457575.6
290,2021-06-08,21.686,22.286,19.587,21.635,38004187.5
291,2021-06-09,21.633,23.325,20.353,23.207,26688626.4
292,2021-06-10,23.207,24.578,22.036,22.675,28096383.4
293,2021-06-11,22.676,23.198,20.471,20.937,18997513.4
294,2021-06-12,20.936,21.261,19.509,20.728,20924178.8
295,2021-06-13,20.728,22.395,19.911,22.03,17037257.6
296,2021-06-14,22.032,26.036,21.225,25.84,41834034.8
297,2021-06-15,25.841,26.0,23.5,23.934,35537688.2
298,2021-06-16,23.937,24.58,22.452,23.026,28727498.9
299,2021-06-17,23.023,23.993,21.967,22.527,18336659.5
300,2021-06-18,22.529,22.562,20.191,21.418,20843008.4
301,2021-06-19,21.418,21.617,20.205,20.213,17253237.4
302,2021-06-20,20.214,20.98,18.854,20.605,22152654.8
303,2021-06-21,20.605,20.787,15.34,15.697,54761734.9
304,2021-06-22,15.699,16.918,12.97,14.674,72808740.9
305,2021-06-23,14.675,16.8,13.948,15.788,40368584.0
306,2021-06-24,15.79,16.598,14.706,16.217,27200966.5
307,2021-06-25,16.214,16.741,14.4,14.406,31815134.7
308,2021-06-26,14.406,14.97,13.606,14.498,30239886.9
309,2021-06-27,14.491,15.0,14.017,14.988,24244372.4
310,2021-06-28,14.989,16.009,14.591,15.795,26239814.4
311,2021-06-29,15.795,17.025,15.705,16.304,31966172.9
312,2021-06-30,16.304,16.63,15.077,16.388,28852256.4
313,2021-07-01,16.384,16.401,14.834,15.162,22341116.7
314,2021-07-02,15.162,15.448,14.602,15.275,17574693.0
315,2021-07-03,15.275,15.746,15.008,15.519,13044778.1
316,2021-07-04,15.519,16.578,15.152,15.97,15144051.4
317,2021-07-05,15.971,15.978,14.731,15.213,18190474.9
318,2021-07-06,15.22,16.193,15.179,16.126,24561239.2
319,2021-07-07,16.126,17.666,16.082,16.862,40590075.9
320,2021-07-08,16.862,16.895,14.976,15.311,29738652.6
321,2021-07-09,15.304,15.918,14.811,15.673,20480387.2
322,2021-07-10,15.674,15.987,15.022,15.272,16008845.8
323,2021-07-11,15.272,15.7,15.134,15.494,13578416.3
324,2021-07-12,15.494,15.656,14.4,14.836,17688426.3
325,2021-07-13,14.835,15.1,14.003,14.186,16443101.0
326,2021-07-14,14.183,14.219,13.151,13.793,26236867.1
327,2021-07-15,13.792,14.1,12.734,13.091,23527321.1
328,2021-07-16,13.092,13.306,11.98,12.013,28385974.8
329,2021-07-17,12.013,12.739,11.7,12.29,34749253.4
330,2021-07-18,12.289,12.929,12.249,12.636,25000760.5
331,2021-07-19,12.641,12.73,11.345,11.45,30861646.5
332,2021-07-20,11.45,11.549,10.357,10.952,37607589.8
333,2021-07-21,10.953,12.854,10.654,12.336,46652172.6
334,2021-07-22,12.336,13.371,11.798,13.144,36112055.5
335,2021-07-23,13.143,13.522,12.317,13.386,28510543.3
336,2021-07-24,13.388,14.048,13.115,13.749,27428494.8
337,2021-07-25,13.75,13.821,13.079,13.723,21684688.9
338,2021-07-26,13.721,15.282,13.618,13.915,51792195.4
339,2021-07-27,13.914,14.524,13.361,14.346,32345497.7
340,2021-07-28,14.347,14.749,13.9,14.529,28883801.5
341,2021-07-29,14.529,15.392,14.232,15.252,27551886.4
342,2021-07-30,15.252,15.839,14.394,15.779,30154215.5
343,2021-07-31,15.778,17.0,15.556,16.766,31238377.9
344,2021-08-01,16.764,19.927,16.53,18.422,94668300.9
345,2021-08-02,18.423,18.965,17.56,17.986,54177784.0
346,2021-08-03,17.985,18.55,16.8,17.428,41962735.5
347,2021-08-04,17.426,19.592,17.094,19.153,45395116.8
348,2021-08-05,19.149,19.485,17.839,19.133,47810545.4
349,2021-08-06,19.133,20.814,18.523,20.426,44200768.2
350,2021-08-07,20.427,21.707,20.028,20.985,40170954.4
351,2021-08-08,20.986,21.24,19.204,19.666,29578535.0
352,2021-08-09,19.666,21.28,18.705,20.578,36089657.3
353,2021-08-10,20.577,21.455,20.101,20.62,33845442.6
354,2021-08-11,20.626,22.498,20.563,21.362,43108436.2
355,2021-08-12,21.362,22.359,19.923,20.763,36201793.2
356,2021-08-13,20.764,22.757,20.51,22.747,30500605.4
357,2021-08-14,22.747,23.5,21.802,22.855,31189201.2
358,2021-08-15,22.855,23.368,21.85,23.162,24938208.8
359,2021-08-16,23.164,25.74,22.836,24.445,55493055.6
360,2021-08-17,24.447,27.456,23.01,23.568,70497603.7
361,2021-08-18,23.567,25.181,22.431,23.882,48068193.7
362,2021-08-19,23.875,26.87,23.458,26.61,41113110.6
363,2021-08-20,26.607,28.51,26.111,28.186,42668724.8
364,2021-08-21,28.186,29.394,27.48,27.887,38463357.0
365,2021-08-22,27.886,28.563,26.525,27.712,30327795.0
366,2021-08-23,27.707,28.666,27.3,27.901,26976576.4
367,2021-08-24,27.902,28.215,24.23,25.09,34977302.6
368,2021-08-25,25.091,26.573,24.377,26.005,30382922.4
369,2021-08-26,26.004,26.418,23.445,23.927,30107356.8
370,2021-08-27,23.926,26.829,23.461,26.555,31974512.8
371,2021-08-28,26.552,26.787,25.41,25.973,17867741.7
372,2021-08-29,25.975,26.486,25.259,25.726,16704083.9
373,2021-08-30,25.726,27.605,24.317,26.073,32540808.7
374,2021-08-31,26.074,31.977,25.64,31.359,105365388.8
375,2021-09-01,31.357,33.88,29.634,33.237,64114346.2
376,2021-09-02,33.236,33.26,31.3,31.817,33466623.1
377,2021-09-03,31.816,34.1,30.9,33.601,36441546.2
378,2021-09-04,33.606,34.202,32.024,32.438,21887428.8
379,2021-09-05,32.439,34.81,32.012,34.463,23732396.0
380,2021-09-06,34.469,35.16,32.119,34.371,30813038.2
381,2021-09-07,34.371,35.759,20.835,27.982,84323825.7
382,2021-09-08,27.989,28.899,25.207,27.779,42764924.7
383,2021-09-09,27.777,31.88,27.016,29.844,38270874.7
384,2021-09-10,29.842,32.686,27.99,29.199,52826856.7
385,2021-09-11,29.198,32.131,28.254,31.593,33026167.0
386,2021-09-12,31.598,36.5,30.678,35.811,55889391.5
387,2021-09-13,35.823,38.0,31.0,34.876,106994551.8
388,2021-09-14,34.855,38.745,34.101,37.379,55607103.5
389,2021-09-15,37.378,37.999,35.552,36.493,26551744.8
390,2021-09-16,36.493,37.008,34.005,35.514,28842268.3
391,2021-09-17,35.514,36.97,32.112,33.051,32757226.7
392,2021-09-18,33.054,35.9,32.525,34.902,22954106.5
393,2021-09-19,34.9,34.935,33.041,33.867,18463752.7
394,2021-09-20,33.872,33.931,26.506,28.314,56309226.6
395,2021-09-21,28.315,30.357,25.476,26.374,47598900.7
396,2021-09-22,26.371,31.999,25.892,31.564,38232366.0
397,2021-09-23,31.56,33.572,30.36,33.384,27152983.4
398,2021-09-24,33.379,33.507,27.821,30.761,54189478.0
399,2021-09-25,30.762,32.204,29.413,29.808,27140895.1
400,2021-09-26,29.808,30.038,26.753,28.822,32635631.6
401,2021-09-27,28.819,30.23,27.552,27.688,23263952.4
402,2021-09-28,27.689,28.357,26.112,26.29,20068000.6
403,2021-09-29,26.29,28.567,26.088,27.253,21925032.1
404,2021-09-30,27.254,28.979,27.115,28.596,18385453.7
405,2021-10-01,28.601,32.319,28.478,31.937,26040341.8
406,2021-10-02,31.943,33.408,31.505,32.014,17222655.9
407,2021-10-03,32.02,32.698,31.153,32.131,15506942.5
408,2021-10-04,32.129,32.131,30.03,31.169,18471363.3
409,2021-10-05,31.169,32.172,30.504,31.421,16066829.9
410,2021-10-06,31.423,33.092,29.115,32.223,26945067.9
411,2021-10-07,32.226,35.369,30.922,34.025,41586720.1
412,2021-10-08,34.025,34.536,33.055,33.385,20733158.5
413,2021-10-09,33.387,36.93,33.011,36.371,25172934.6
414,2021-10-10,36.375,37.494,34.139,34.442,27482296.0
415,2021-10-11,34.44,36.126,33.26,34.135,22308093.1
416,2021-10-12,34.135,35.446,32.075,35.185,26970777.0
417,2021-10-13,35.188,43.271,33.62,41.756,73714861.8
418,2021-10-14,41.751,42.582,39.285,40.699,45166624.1
419,2021-10-15,40.702,44.28,39.471,43.308,49308279.5
420,2021-10-16,43.306,44.848,41.3,41.775,26739508.2
421,2021-10-17,41.777,42.961,39.387,42.151,22005669.8
422,2021-10-18,42.148,43.307,40.273,41.185,22190761.9
423,2021-10-19,41.184,41.7,40.025,41.387,16096615.6
424,2021-10-20,41.383,45.308,41.1,44.457,28158399.0
425,2021-10-21,44.455,45.591,41.85,42.873,31016369.8
426,2021-10-22,42.87,46.458,42.719,43.532,35461121.7
427,2021-10-23,43.531,44.795,43.11,43.975,15579273.2
428,2021-10-24,43.975,44.199,41.313,42.333,14751786.2
429,2021-10-25,42.33,44.841,42.153,44.583,14860012.2
430,2021-10-26,44.583,46.054,43.25,44.965,19315146.9
431,2021-10-27,44.967,45.831,38.02,40.445,32303526.3
432,2021-10-28,40.445,43.131,39.775,41.853,18471622.4
433,2021-10-29,41.853,44.392,41.6,44.207,15835293.1
434,2021-10-30,44.208,44.345,42.111,42.778,9096984.9
435,2021-10-31,42.777,43.424,41.03,42.811,10785550.9
436,2021-11-01,42.808,51.633,41.714,50.037,43009025.0
437,2021-11-02,50.028,53.44,48.1,51.74,33447256.0
438,2021-11-03,51.738,54.621,49.084,53.406,28157559.6
439,2021-11-04,53.407,55.2,52.25,53.879,21391153.6
440,2021-11-05,53.883,53.985,50.646,51.789,13965514.8
441,2021-11-06,51.789,52.43,49.0,52.059,12779187.6
442,2021-11-07,52.058,53.56,51.33,52.267,12230871.1
443,2021-11-08,52.267,53.927,51.72,53.424,13636726.1
444,2021-11-09,53.419,53.465,50.5,50.779,13870221.1
445,2021-11-10,50.786,52.046,41.36,46.737,34815511.8
446,2021-11-11,46.739,49.442,45.544,47.437,18187408.0
447,2021-11-12,47.433,47.719,44.014,45.891,19978813.6
448,2021-11-13,45.894,47.539,44.868,47.045,10674087.2
449,2021-11-14,47.049,47.833,45.051,46.409,8563313.1
