Date,Trend
10/1/2023,37
10/2/2023,52
10/3/2023,69
10/4/2023,55
10/5/2023,52
10/6/2023,48
10/7/2023,34
10/8/2023,36
10/9/2023,48
10/10/2023,60
10/11/2023,53
10/12/2023,53
10/13/2023,47
10/14/2023,33
10/15/2023,35
10/16/2023,53
10/17/2023,57
10/18/2023,62
10/19/2023,57
10/20/2023,49
10/21/2023,33
10/22/2023,37
10/23/2023,54
10/24/2023,55
10/25/2023,53
10/26/2023,52
10/27/2023,54
10/28/2023,35
10/29/2023,35
10/30/2023,59
10/31/2023,60
11/1/2023,55
11/2/2023,60
11/3/2023,53
11/4/2023,38
11/5/2023,39
11/6/2023,55
11/7/2023,57
11/8/2023,55
11/9/2023,51
11/10/2023,45
11/11/2023,41
11/12/2023,35
11/13/2023,56
11/14/2023,54
11/15/2023,51
11/16/2023,52
11/17/2023,51
11/18/2023,37
11/19/2023,33
11/20/2023,48
11/21/2023,47
11/22/2023,45
11/23/2023,39
11/24/2023,44
11/25/2023,33
11/26/2023,37
11/27/2023,46
11/28/2023,50
11/29/2023,53
11/30/2023,46
12/1/2023,45
12/2/2023,35
12/3/2023,37
12/4/2023,50
12/5/2023,54
12/6/2023,56
12/7/2023,56
12/8/2023,51
12/9/2023,36
12/10/2023,33
12/11/2023,52
12/12/2023,50
12/13/2023,54
12/14/2023,55
12/15/2023,48
12/16/2023,34
12/17/2023,33
12/18/2023,46
12/19/2023,48
12/20/2023,43
12/21/2023,44
12/22/2023,40
12/23/2023,29
12/24/2023,29
12/25/2023,28
12/26/2023,36
12/27/2023,40
12/28/2023,45
12/29/2023,42
12/30/2023,30
12/31/2023,30
1/1/2024,29
1/2/2024,45
1/3/2024,44
1/4/2024,44
1/5/2024,42
1/6/2024,38
1/7/2024,31
1/8/2024,45
1/9/2024,47
1/10/2024,46
1/11/2024,46
1/12/2024,46
1/13/2024,37
1/14/2024,35
1/15/2024,43
1/16/2024,45
1/17/2024,50
1/18/2024,46
1/19/2024,48
1/20/2024,38
1/21/2024,35
1/22/2024,52
1/23/2024,63
1/24/2024,57
1/25/2024,54
1/26/2024,48
1/27/2024,36
1/28/2024,37
1/29/2024,51
1/30/2024,56
1/31/2024,57
2/1/2024,100
2/2/2024,68
2/3/2024,41
2/4/2024,42
2/5/2024,58
2/6/2024,59
2/7/2024,72
2/8/2024,60
2/9/2024,51
2/10/2024,39
2/11/2024,37
2/12/2024,52
2/13/2024,54
2/14/2024,52
2/15/2024,51
2/16/2024,49
2/17/2024,39
2/18/2024,39
2/19/2024,53
2/20/2024,59
2/21/2024,56
2/22/2024,58
2/23/2024,51
2/24/2024,36
2/25/2024,41
2/26/2024,56
2/27/2024,56
2/28/2024,57
2/29/2024,58
3/1/2024,48
3/2/2024,42
3/3/2024,38
3/4/2024,56
3/5/2024,56
3/6/2024,52
3/7/2024,57
3/8/2024,49
3/9/2024,34
3/10/2024,38
3/11/2024,50
3/12/2024,53
3/13/2024,57
3/14/2024,52
3/15/2024,46
3/16/2024,37
3/17/2024,36
3/18/2024,57
3/19/2024,62
3/20/2024,59
3/21/2024,54
3/22/2024,52
3/23/2024,36
3/24/2024,36
3/25/2024,53
3/26/2024,50
3/27/2024,48
3/28/2024,48
3/29/2024,42
3/30/2024,37
3/31/2024,36
4/1/2024,47
4/2/2024,52
4/3/2024,58
4/4/2024,57
4/5/2024,55
4/6/2024,46
4/7/2024,41
4/8/2024,53
4/9/2024,59
4/10/2024,60
4/11/2024,55
4/12/2024,51
4/13/2024,40
4/14/2024,39
4/15/2024,59
4/16/2024,57
4/17/2024,52
4/18/2024,57
4/19/2024,57
4/20/2024,40
4/21/2024,40
4/22/2024,59
4/23/2024,56
4/24/2024,53
4/25/2024,51
4/26/2024,51
4/27/2024,39
4/28/2024,38
4/29/2024,50
4/30/2024,51
5/1/2024,49
5/2/2024,52
5/3/2024,45
5/4/2024,35
5/5/2024,40
5/6/2024,51
5/7/2024,53
5/8/2024,57
5/9/2024,54
5/10/2024,50
5/11/2024,34
5/12/2024,35
5/13/2024,50
5/14/2024,51
5/15/2024,52
5/16/2024,57
5/17/2024,49
5/18/2024,34
5/19/2024,33
5/20/2024,51
5/21/2024,51
5/22/2024,47
5/23/2024,49
5/24/2024,47
5/25/2024,36
5/26/2024,37
5/27/2024,45
5/28/2024,46
5/29/2024,50
5/30/2024,46
5/31/2024,47
6/1/2024,36
