Date,Open,High,Low,Close,Adj Close,Volume
10/2/2023,27.27,27.360001,26.58,26.700001,26.144283,50388600
10/3/2023,26.49,26.52,25.82,25.91,25.370728,62144500
10/4/2023,25.879999,26.01,25.58,25.940001,25.400103,55696400
10/5/2023,25.780001,26.09,25.559999,26.059999,25.517603,49044100
10/6/2023,25.77,26.23,25.469999,26.07,25.527395,58120700
10/9/2023,25.76,26.360001,25.719999,26.309999,25.762402,39953700
10/10/2023,26.610001,27.299999,26.57,27.01,26.447834,51960100
10/11/2023,27.17,27.440001,26.9,27.02,26.457624,38508200
10/12/2023,26.969999,27.08,26.610001,26.9,26.340122,44249800
10/13/2023,27.43,27.719999,26.52,26.76,26.203035,55089700
10/16/2023,27.16,27.18,26.77,26.99,26.428249,56817500
10/17/2023,27.049999,27.870001,26.719999,27.620001,27.045137,95344200
10/18/2023,27.540001,28.040001,27.209999,27.309999,26.741587,68371100
10/19/2023,27.25,27.780001,26.879999,26.959999,26.398872,58611000
10/20/2023,26.799999,26.940001,26.24,26.309999,25.762402,62029800
10/23/2023,26.129999,26.209999,25.52,25.57,25.037804,59857200
10/24/2023,25.74,25.870001,25.4,25.469999,24.939884,55975700
10/25/2023,25.379999,25.65,25.18,25.549999,25.018219,45522400
10/26/2023,25.49,26.360001,25.440001,26.120001,25.576355,60921000
10/27/2023,26.07,26.07,24.959999,25.17,24.646128,64709300
10/30/2023,25.32,25.780001,25.280001,25.690001,25.155304,41891900
10/31/2023,25.74,26.379999,25.719999,26.34,25.791777,50106700
11/1/2023,26.440001,26.620001,26.15,26.4,25.850529,44046300
11/2/2023,26.709999,27.66,26.59,27.620001,27.045137,63278300
11/3/2023,28.16,28.93,28.129999,28.42,27.828485,62595200
11/6/2023,28.559999,28.77,28.02,28.33,27.740358,45548000
11/7/2023,28.049999,28.26,27.950001,28.16,27.573896,33081900
11/8/2023,28.16,28.200001,27.67,27.889999,27.309515,31896000
11/9/2023,28.07,28.08,27.4,27.530001,26.95701,32267900
11/10/2023,27.76,27.77,27.34,27.68,27.103888,32858500
11/13/2023,27.540001,27.85,27.42,27.700001,27.12347,28521800
11/14/2023,28.5,29.41,28.469999,29.219999,28.611835,66676300
11/15/2023,29.200001,29.73,29.200001,29.620001,29.00351,46968900
11/16/2023,29.43,29.700001,29.219999,29.540001,28.925173,36952800
11/17/2023,29.709999,30,29.549999,29.98,29.356016,38493300
11/20/2023,29.98,30.25,29.75,30.01,29.385391,46783400
11/21/2023,29.99,29.99,29.549999,29.66,29.042675,41611900
11/22/2023,29.74,29.790001,29.52,29.629999,29.0133,41422700
11/24/2023,29.48,29.889999,29.48,29.73,29.111219,15815600
11/27/2023,29.6,29.690001,29.51,29.559999,28.944756,42039500
11/28/2023,29.530001,29.65,29.32,29.530001,28.915384,29705800
11/29/2023,29.879999,30.610001,29.809999,30.309999,29.679148,57954900
11/30/2023,30.209999,30.549999,30.040001,30.49,30.093689,52547700
12/1/2023,30.4,31.049999,30.35,30.959999,30.557579,46088100
12/4/2023,30.530001,31,30.52,30.82,30.419399,37811300
12/5/2023,30.68,30.790001,30.33,30.58,30.18252,45723100
12/6/2023,30.780001,31.52,30.440001,30.530001,30.133169,49803100
12/7/2023,30.59,30.93,30.540001,30.66,30.261478,32699600
12/8/2023,30.67,31.139999,30.610001,30.959999,30.557579,34786800
12/11/2023,30.92,31.08,30.709999,30.85,30.449009,32254000
12/12/2023,30.77,30.860001,30.450001,30.74,30.340439,34566700
12/13/2023,30.75,32.130001,30.629999,32.040001,31.623543,60311100
12/14/2023,32.619999,34.07,32.57,33.939999,33.498844,107190000
12/15/2023,33.82,34.02,33.290001,33.599998,33.163261,83732200
12/18/2023,33.709999,33.790001,33.41,33.43,32.995476,40694700
12/19/2023,33.029999,33.669998,32.799999,33.509998,33.074432,44534800
12/20/2023,33.380001,33.709999,32.950001,32.98,32.551323,44711400
12/21/2023,33.240002,33.450001,32.889999,33.200001,32.768463,32325700
12/22/2023,33.209999,33.669998,33.200001,33.43,32.995476,37258100
12/26/2023,33.450001,33.959999,33.369999,33.860001,33.419884,24845400
12/27/2023,33.799999,33.950001,33.66,33.84,33.400146,24498600
12/28/2023,33.82,33.970001,33.77,33.880001,33.439629,21799600
12/29/2023,33.939999,33.990002,33.549999,33.669998,33.232349,28037800
1/2/2024,33.389999,34.07,33.27,33.900002,33.459366,36668600
1/3/2024,33.650002,33.77,33.240002,33.529999,33.094173,45988700
1/4/2024,33.57,34.310001,33.540001,33.799999,33.360664,39834600
1/5/2024,33.799999,34.689999,33.709999,34.43,33.982475,49228900
1/8/2024,34.299999,34.299999,33.639999,34.16,33.715984,40253900
1/9/2024,33.82,33.84,33.509998,33.630001,33.192875,39268800
1/10/2024,33.5,33.630001,33.240002,33.599998,33.163261,34904000
1/11/2024,33.360001,33.5,32.779999,33.150002,32.719116,48790600
1/12/2024,32.25,33.189999,31.959999,32.799999,32.373661,74320300
1/16/2024,32.41,32.509998,31.82,32.119999,31.702501,58420800
1/17/2024,31.719999,31.99,31.27,31.799999,31.386662,48811300
