,Date,Open,High,Low,Close,Volume
0,2020-09-14,3.2002,4.91,3.2002,3.2661,4788171.0
1,2020-09-15,3.2629,3.3258,2.9001,2.9332,4318305.0
2,2020-09-16,2.9299,2.9299,2.4316,2.5395,5698128.0
3,2020-09-17,2.54,2.936,2.3569,2.8855,6499338.0
4,2020-09-18,2.8821,3.15,2.724,3.108,6310796.0
5,2020-09-19,3.108,3.2509,2.955,3.0193,5004414.0
6,2020-09-20,3.0159,3.0173,2.6876,2.8635,4430783.0
7,2020-09-21,2.8567,3.03,2.4576,2.7539,6299704.0
8,2020-09-22,2.7544,3.01,2.6094,2.9183,8942906.0
9,2020-09-23,2.9196,3.0935,2.6863,2.8313,7291781.0
10,2020-09-24,2.835,3.2538,2.7607,3.1392,6564611.0
11,2020-09-25,3.1314,3.2698,2.898,3.1821,5925744.0
12,2020-09-26,3.1871,3.249,3.017,3.1262,5033808.0
13,2020-09-27,3.1275,3.1883,2.977,3.1617,4684139.0
14,2020-09-28,3.1596,3.2116,2.8909,2.9564,4954686.0
15,2020-09-29,2.956,3.0207,2.874,2.9517,4430934.0
16,2020-09-30,2.95,2.989,2.8285,2.9004,3951833.0
17,2020-10-01,2.9008,2.9968,2.6546,2.8701,4852685.0
18,2020-10-02,2.8694,2.8851,2.4224,2.6236,5582857.0
19,2020-10-03,2.6271,2.6689,2.5326,2.5454,4150340.0
20,2020-10-04,2.5447,2.5909,2.4266,2.5236,4641666.0
21,2020-10-05,2.5244,2.677,2.4561,2.6495,4421463.0
22,2020-10-06,2.6517,2.661,2.1346,2.1732,5435007.0
23,2020-10-07,2.1725,2.4,2.0854,2.3027,6627417.0
24,2020-10-08,2.3036,2.4629,2.0117,2.3716,8385420.0
25,2020-10-09,2.3717,2.6289,2.3101,2.5363,6662396.0
26,2020-10-10,2.5356,2.611,2.3907,2.407,5487486.0
27,2020-10-11,2.4065,2.4609,2.3378,2.4257,4904544.0
28,2020-10-12,2.4269,2.7096,2.4171,2.5825,6382872.0
29,2020-10-13,2.582,2.5889,2.3355,2.4048,6883812.0
30,2020-10-14,2.4053,2.4464,2.2337,2.3087,4990767.0
31,2020-10-15,2.3102,2.3443,2.1928,2.267,4524474.0
32,2020-10-16,2.2668,2.2708,2.103,2.1404,5792357.0
33,2020-10-17,2.1401,2.2425,2.11,2.2062,4136722.0
34,2020-10-18,2.2069,2.2649,2.1804,2.2186,3907591.0
35,2020-10-19,2.2167,2.2206,2.051,2.0578,4834438.0
36,2020-10-20,2.0576,2.1083,1.8457,1.8905,6052367.0
37,2020-10-21,1.8885,2.1098,1.8474,1.8933,10108189.0
38,2020-10-22,1.8933,2.0905,1.8629,1.9619,6143069.0
39,2020-10-23,1.962,1.9938,1.8502,1.9645,5454719.0
40,2020-10-24,1.9666,1.9734,1.88,1.9196,4059055.0
41,2020-10-25,1.9179,1.9281,1.7628,1.7937,5740317.0
42,2020-10-26,1.7946,1.8723,1.6162,1.6786,6534261.0
43,2020-10-27,1.6777,1.7542,1.5928,1.7135,7047936.0
44,2020-10-28,1.7131,1.7287,1.4555,1.5196,10242140.0
45,2020-10-29,1.5195,1.5773,1.4146,1.4325,6341465.0
46,2020-10-30,1.4321,1.4677,1.3379,1.4378,7038014.0
47,2020-10-31,1.4367,1.5501,1.4269,1.5472,5962596.0
48,2020-11-01,1.5474,1.6465,1.5132,1.6076,5514776.0
49,2020-11-02,1.6062,1.6426,1.4644,1.4741,5293427.0
50,2020-11-03,1.4729,1.4857,1.4109,1.4131,5470217.0
51,2020-11-04,1.4149,1.4166,1.2737,1.391,7471679.0
52,2020-11-05,1.3912,1.489,1.302,1.4011,7267156.0
53,2020-11-06,1.4015,1.9474,1.3954,1.8998,15848200.0
54,2020-11-07,1.8978,2.5,1.8324,2.0283,36707735.0
55,2020-11-08,2.0304,2.2868,1.965,2.1571,16913035.0
56,2020-11-09,2.1571,2.2024,1.9517,2.0393,13460103.0
57,2020-11-10,2.0417,2.3306,2.0088,2.2652,8961990.0
58,2020-11-11,2.2659,2.3041,1.9674,2.003,7201587.0
59,2020-11-12,2.0012,2.0618,1.8265,1.9083,6848757.0
60,2020-11-13,1.9082,2.0821,1.9,2.0191,6925383.0
61,2020-11-14,2.0182,2.0381,1.8749,1.92,6352416.0
62,2020-11-15,1.9206,2.2252,1.9131,2.0431,11659509.0
63,2020-11-16,2.0421,2.372,1.9859,2.268,11366459.0
64,2020-11-17,2.2681,2.3431,2.1263,2.207,10271223.0
65,2020-11-18,2.2041,2.2246,1.9977,2.1166,9500906.0
66,2020-11-19,2.1151,2.1883,2.0125,2.0797,8017468.0
67,2020-11-20,2.0802,2.2445,2.0515,2.1052,8621112.0
68,2020-11-21,2.1079,2.5204,2.0313,2.3991,14596123.0
69,2020-11-22,2.4013,2.4287,2.0302,2.1502,11135646.0
70,2020-11-23,2.1488,2.3611,2.1045,2.2826,10403310.0
71,2020-11-24,2.2839,2.484,2.1323,2.2894,15447405.0
72,2020-11-25,2.2896,2.4856,2.1686,2.2673,16621443.0
73,2020-11-26,2.2651,2.3097,1.712,1.9032,16134733.0
74,2020-11-27,1.902,1.9621,1.7643,1.8558,8008055.0
75,2020-11-28,1.8551,1.9382,1.7912,1.8821,6099812.0
76,2020-11-29,1.8813,1.9418,1.8439,1.9093,5200776.0
77,2020-11-30,1.9101,2.015,1.8979,1.959,6712193.0
78,2020-12-01,1.9594,2.1334,1.9032,1.9695,9480633.0
79,2020-12-02,1.9681,2.2047,1.9252,2.116,8791836.0
80,2020-12-03,2.1152,2.2223,2.0705,2.0989,8707406.0
81,2020-12-04,2.0985,2.1129,1.8256,1.8463,7048518.0
82,2020-12-05,1.8449,1.9816,1.8158,1.9776,5294952.0
83,2020-12-06,1.9776,1.9899,1.8097,1.8515,5088610.0
84,2020-12-07,1.8517,1.9006,1.81,1.8299,4623318.0
85,2020-12-08,1.8287,1.8322,1.6271,1.6617,7473779.0
86,2020-12-09,1.6617,1.6724,1.4969,1.6553,7017013.0
87,2020-12-10,1.6552,1.6644,1.5409,1.5686,6532250.0
88,2020-12-11,1.5686,1.5778,1.4316,1.4406,6597970.0
89,2020-12-12,1.4394,1.5337,1.4362,1.4886,6893494.0
90,2020-12-13,1.4879,1.65,1.454,1.5636,9298357.0
91,2020-12-14,1.564,1.6244,1.5198,1.5936,7690894.0
92,2020-12-15,1.5927,1.8012,1.5858,1.7534,15330195.0
93,2020-12-16,1.7534,1.7986,1.6,1.7869,13742356.0
94,2020-12-17,1.7865,1.8167,1.6382,1.6808,11618488.0
95,2020-12-18,1.68,1.7104,1.6317,1.7003,6732255.0
96,2020-12-19,1.701,1.7695,1.6562,1.6683,7757307.0
97,2020-12-20,1.6673,1.6888,1.5178,1.5638,5851925.0
98,2020-12-21,1.565,1.6198,1.4916,1.5347,5739528.0
99,2020-12-22,1.5353,1.5722,1.4696,1.4905,7486927.0
100,2020-12-23,1.4903,1.5133,1.069,1.1975,14168317.0
101,2020-12-24,1.1975,1.3859,1.1574,1.3638,11726008.0
102,2020-12-25,1.3654,1.4514,1.3444,1.4448,8592846.0
103,2020-12-26,1.4447,1.4463,1.3069,1.3215,6201784.0
104,2020-12-27,1.3209,1.4148,1.2544,1.3023,11065395.0
105,2020-12-28,1.3027,1.5222,1.2857,1.5169,10974507.0
106,2020-12-29,1.5165,1.7293,1.4321,1.666,24077341.0
107,2020-12-30,1.6661,1.686,1.5152,1.5304,10523673.0
108,2020-12-31,1.5319,1.5445,1.412,1.504,10697724.0
109,2021-01-01,1.5043,1.8498,1.489,1.8382,18813441.0
110,2021-01-02,1.8377,1.9951,1.7091,1.7976,22401546.0
111,2021-01-03,1.7978,2.3589,1.7956,2.1767,37747051.0
112,2021-01-04,2.1783,2.49,1.8182,2.4832,35966844.0
113,2021-01-05,2.4803,2.5012,2.0527,2.1355,32981577.0
114,2021-01-06,2.1385,2.1578,1.6734,1.8753,52219666.0
115,2021-01-07,1.8722,2.733,1.8123,2.3651,105584282.0
116,2021-01-08,2.365,3.848,2.18,3.222,70113587.0
117,2021-01-09,3.222,3.7,2.91,3.3776,33590496.0
118,2021-01-10,3.3757,3.764,3.15,3.446,21972369.0
119,2021-01-11,3.4453,3.5257,2.5833,3.0988,24846781.0
120,2021-01-12,3.0962,3.904,3.0477,3.6276,22851398.0
121,2021-01-13,3.629,3.6398,3.2472,3.5291,16335568.0
122,2021-01-14,3.5281,3.5674,3.1741,3.2949,16853114.0
123,2021-01-15,3.2949,3.4438,2.9739,3.2464,12931161.0
124,2021-01-16,3.2456,3.7157,3.1236,3.4259,20722357.0
125,2021-01-17,3.4249,4.02,3.3001,3.8328,24880543.0
126,2021-01-18,3.8344,4.1747,3.5942,3.7933,19257223.0
127,2021-01-19,3.7944,4.0443,3.5953,3.6276,12280022.0
128,2021-01-20,3.6279,3.7353,3.324,3.7133,12201173.0
129,2021-01-21,3.7153,3.7397,2.9451,2.9793,13284877.0
130,2021-01-22,2.9813,3.4972,2.5122,3.3286,20353781.0
131,2021-01-23,3.3282,3.6038,3.3,3.5094,9414060.0
132,2021-01-24,3.5082,3.7928,3.4802,3.6369,8471238.0
133,2021-01-25,3.6353,3.9867,3.44,3.7044,14159404.0
134,2021-01-26,3.7024,4.1073,3.6623,4.0447,19930228.0
135,2021-01-27,4.043,4.0447,3.5183,3.6727,9791075.0
136,2021-01-28,3.6726,3.9681,3.593,3.8139,7597138.0
137,2021-01-29,3.8115,3.9314,3.634,3.8409,7962280.0
138,2021-01-30,3.8429,4.3318,3.7673,4.2462,10740707.0
139,2021-01-31,4.244,4.8252,4.162,4.2628,12918581.0
140,2021-02-01,4.2644,4.6234,4.0986,4.6234,7266915.0
141,2021-02-02,4.62,5.4668,4.4649,5.2529,13922582.0
142,2021-02-03,5.2539,5.8225,5.0671,5.7373,9346987.0
143,2021-02-04,5.7373,6.575,5.5813,6.4358,10586958.0
144,2021-02-05,6.436,7.18,6.4272,6.7101,10453016.0
145,2021-02-06,6.7116,6.836,5.7099,6.1325,10613182.0
146,2021-02-07,6.132,6.8786,5.75,6.7037,11675131.0
147,2021-02-08,6.7028,8.1208,6.4777,7.8917,12187065.0
148,2021-02-09,7.8934,8.5344,7.5675,7.8335,9061306.0
149,2021-02-10,7.8412,9.1231,7.2879,9.1102,11384565.0
150,2021-02-11,9.1098,9.7175,8.7443,9.2215,10532781.0
151,2021-02-12,9.2197,9.9378,9.0606,9.2344,8241627.0
152,2021-02-13,9.2368,9.5429,8.6801,8.7627,8675628.0
153,2021-02-14,8.7649,9.2621,8.5616,8.7306,7992002.0
154,2021-02-15,8.7303,9.3467,7.587,8.8695,9052035.0
155,2021-02-16,8.8762,9.0065,7.9613,8.3036,7326365.0
156,2021-02-17,8.305,8.4721,7.5269,8.2533,8141648.0
157,2021-02-18,8.2552,9.3339,8.2552,8.9956,7757334.0
