Date,portfolio_value,Close,Normalized_Searches_delayed,strategy,coin,qty,balance,coins_value,norm_search_MA_upper_band,norm_search_MA_lower_band
2019-07-02,10000.0,291.596435546875,3.5816074618398086,0,Ethereum,0.0,10000.0,0.0,,
2019-07-02,10000.0,3.6454360485076895,22.238788762182224,0,Chainlink,0.0,10000.0,0.0,,
2019-07-02,10000.0,0.4002040028572082,6.976212665983856,0,Ripple,0.0,10000.0,0.0,,
2019-07-02,10000.0,86.26490783691406,12.820515050545696,0,Monero,0.0,10000.0,0.0,,
2019-07-03,10000.0,90.00179290771484,12.477145884133945,0,Monero,0.0,10000.0,0.0,12.891629133359942,12.406031801319699
2019-07-03,10000.0,3.533164024353028,23.196173057870315,0,Chainlink,0.0,10000.0,0.0,23.394453837708824,22.040507982343712
2019-07-03,10000.0,0.0829980000853538,1.101994472200586,0,Cardano,0.0,10000.0,0.0,,
2019-07-03,10000.0,303.0999755859375,3.9088597495363318,0,Ethereum,0.0,10000.0,0.0,3.9766359174770924,3.513831293899048
2019-07-03,10000.0,122.56411743164062,16.0705485840445,0,Litecoin,0.0,10000.0,0.0,,
2019-07-03,10000.0,0.4085319936275482,7.767175903200548,0,Ripple,0.0,10000.0,0.0,7.930989753297389,6.812398815887015
2019-07-04,10000.0,284.5232238769531,3.7452336056880697,0,Ethereum,0.0,10000.0,0.0,3.9088597495363313,3.581607461839808
2019-07-04,10000.0,3.484890937805176,14.260586298114806,-1,Chainlink,0.0,10000.0,0.0,24.804515937276047,14.992516141502183
2019-07-04,10000.0,119.97692108154295,16.0705485840445,0,Litecoin,0.0,10000.0,0.0,16.0705485840445,16.0705485840445
2019-07-04,10000.0,1.208088994026184,4.366073616812695,0,Tezos,0.0,10000.0,0.0,,
2019-07-04,10000.0,0.0777740031480789,0.9384516927159878,0,Cardano,0.0,10000.0,0.0,1.1358652908459426,0.9045808740706314
2019-07-04,10000.0,87.8232650756836,13.348143929266026,0,Monero,0.0,10000.0,0.0,13.320670298701188,12.443199610595926
2019-07-04,10000.0,0.3887189924716949,6.58073104737551,0,Ripple,0.0,10000.0,0.0,7.7121480232654385,6.503931721107836
2019-07-05,10000.0,89.12901306152344,12.820515050545696,0,Monero,0.0,10000.0,0.0,13.226119826997104,12.507040130248578
2019-07-05,10000.0,118.35250854492188,12.8488233368472,-1,Litecoin,0.0,10000.0,0.0,16.85670410703644,13.136576229587691
2019-07-05,10000.0,287.9975280761719,3.4179813179915475,0,Ethereum,0.0,10000.0,0.0,3.874660977140091,3.4521800903877873
2019-07-05,10000.0,0.3789640069007873,6.185249428767168,-1,Ripple,0.0,10000.0,0.0,7.552755707118726,6.201928815544816
2019-07-05,10000.0,0.0765319988131523,0.7987936174181699,0,Cardano,0.0,10000.0,0.0,1.0981704006752047,0.7946561208812913
2019-07-05,10000.0,1.281999945640564,6.701043389906664,0,Tezos,0.0,10000.0,0.0,7.184631463780039,3.88248554293932
2019-07-05,10000.0,3.622153043746948,11.388433411050535,0,Chainlink,0.0,10000.0,0.0,23.614903884668156,11.927086879940784
2019-07-06,10000.0,0.0773350000381469,0.8089108946001262,0,Cardano,0.0,10000.0,0.0,1.0537423322337351,0.7703330062336999
2019-07-06,10000.0,0.0035470000002533,0.22200517092789432,0,Dogecoin,0.0,10000.0,0.0,,
2019-07-06,10000.0,117.82362365722656,13.170995861566933,0,Litecoin,0.0,10000.0,0.0,16.312177977584295,12.768280205667269
2019-07-06,9999.837389701992,93.93950653076172,13.85062254978094,1,Monero,0.001824245052819351,9999.82861418308,0.008775518912877731,13.60247998165486,12.524297004054063
2019-07-06,9999.837389701992,0.3890550136566162,6.382990238071337,0,Ripple,0.0,9999.82861418308,0.008775518912877731,7.4037832004458854,6.153160512913483
2019-07-06,9999.837389701992,287.547119140625,2.9271028864467645,0,Ethereum,0.0,9999.82861418308,0.008775518912877731,3.892852676214126,3.1394613323868823
2019-07-06,9999.837389701992,1.2185829877853394,11.370982936094602,0,Tezos,0.0,9999.82861418308,0.008775518912877731,11.046091891150311,3.912641404058996
2019-07-06,9999.837389701992,3.4768800735473637,13.303202002426715,0,Chainlink,0.0,9999.82861418308,0.008775518912877731,22.318547390284433,11.436326022373404
2019-07-07,9999.837389701992,0.3970470130443573,6.976212665983856,0,Ripple,0.0,9999.82861418308,0.008775518912877731,7.376520089703964,6.246337226756794
2019-07-07,9998.965567875672,107.18321990966795,16.756685335178105,1,Monero,0.011618169282242331,9998.802924652797,0.16264322287450794,15.261942273020228,12.095933660129909
2019-07-07,9998.965567875672,120.32087707519533,13.493168386286658,0,Litecoin,0.0,9998.802924652797,0.16264322287450794,15.935223184954427,12.726410716161485
2019-07-07,9998.965567875672,0.0799639970064163,0.5534794481912721,0,Cardano,0.0,9998.802924652797,0.16264322287450794,1.0422491742983766,0.6384028757520804
2019-07-07,9998.965567875672,305.7005615234375,2.108972167205459,0,Ethereum,0.0,9998.802924652797,0.16264322287450794,3.9476201152692463,2.6156322809667465
2019-07-07,9998.965567875672,3.3143560886383057,8.516280523986264,-1,Chainlink,0.0,9998.802924652797,0.16264322287450794,21.428322939930464,9.53949841194649
2019-07-07,9998.965567875672,1.197492003440857,10.28346276780426,0,Tezos,0.0,9998.802924652797,0.16264322287450794,11.41253517805366,4.9482461772554505
2019-07-07,9998.965567875672,0.0036329999566078,0.21275495547256543,0,Dogecoin,0.0,9998.802924652797,0.16264322287450794,0.22392095327612954,0.2108391731243302
2019-07-08,9998.965567875672,0.4015330076217651,10.089678616421267,0,Ripple,0.0,9998.802924652797,0.16264322287450794,8.621905668801201,5.9375944928569515
2019-07-08,9998.965567875672,123.28548431396484,11.882305762688011,0,Litecoin,0.0,9998.802924652797,0.16264322287450794,15.671587568486213,12.173875936673056
2019-07-08,9998.965567875672,1.2249410152435305,6.701043389906664,0,Tezos,0.0,9998.802924652797,0.16264322287450794,10.760762210207952,5.008280230002002
2019-07-08,9998.965567875672,12285.9580078125,10.119808255207843,0,Bitcoin,0.0,9998.802924652797,0.16264322287450794,,
2019-07-08,9998.965567875672,0.0804760009050369,0.7749089132313892,0,Cardano,0.0,9998.802924652797,0.16264322287450794,1.0119926109614914,0.6468537351576857
2019-07-08,9998.965567875672,0.0035590000916272,0.2312553863832232,0,Dogecoin,0.0,9998.802924652797,0.16264322287450794,0.2312553863832232,0.21275495547256543
2019-07-08,9998.965567875672,3.3357579708099365,8.165796072206145,-1,Chainlink,0.0,9998.802924652797,0.16264322287450794,20.529227880632583,8.347703584463702
2019-07-08,9998.965567875672,313.2514038085937,3.337350394815685,0,Ethereum,0.0,9998.802924652797,0.16264322287450794,3.8979179953360035,2.6812555999564722
2019-07-08,9998.517404723276,101.58649444580078,16.562748760502195,1,Monero,0.01578006317116807,9998.3561424004,0.16126232287623754,15.900967371200142,12.280854503072028
2019-07-09,9998.517404723276,0.0035490000154823,0.24050560183855219,0,Dogecoin,0.0,9998.3561424004,0.16126232287623754,0.23857225545799857,0.21468830185311902
2019-07-09,9998.517404723276,119.4328155517578,10.643310989233514,0,Litecoin,0.0,9998.3561424004,0.16126232287623754,15.47541073631063,11.433075407892604
2019-07-09,9998.517404723276,1.2219619750976562,4.989798419214509,0,Tezos,0.0,9998.3561424004,0.16126232287623754,10.23310606366751,4.571028776245623
2019-07-09,9998.517404723276,12573.8125,10.200057228117721,0,Bitcoin,0.0,9998.3561424004,0.16126232287623754,10.216677334590612,10.103188148734953
2019-07-09,9998.517404723276,3.1129488945007324,8.784024586372677,0,Chainlink,0.0,9998.3561424004,0.16126232287623754,19.7144981608918,7.748823017660619
2019-07-09,9998.517404723276,308.8810119628906,3.7874405052732305,0,Ethereum,0.0,9998.3561424004,0.16126232287623754,3.9418883739632258,2.7617486482359985
2019-07-09,9998.517404723276,0.3941679894924164,7.641915052428691,0,Ripple,0.0,9998.3561424004,0.16126232287623754,8.57419515922883,6.075846245329227
2019-07-09,9998.517404723276,0.0779929980635643,0.6139531936328229,0,Cardano,0.0,9998.3561424004,0.16126232287623754,0.9841378557266742,0.6131456391277128
2019-07-09,9998.275097827363,99.41808319091795,20.730935534427005,0,Monero,0.01578006317116807,9998.234988952443,0.04010887491987619,17.80526864592843,12.036559377666471
2019-07-10,9998.133675367906,94.9370346069336,13.954375032753468,0,Monero,0.01578006317116807,9998.164277722715,-0.030602354808470247,17.53075535697459,12.096286226832762
2019-07-10,9998.133675367906,0.0034239999949932,0.9250215455328928,0,Dogecoin,0.0,9998.164277722715,-0.030602354808470247,0.6788097807286397,0.053807283333411615
2019-07-10,9998.133675367906,290.0023193359375,4.087500578911593,0,Ethereum,0.0,9998.164277722715,-0.030602354808470247,4.037544484192841,2.8295774419646005
2019-07-10,9998.133675367906,0.3637750148773193,7.641915052428691,0,Ripple,0.0,9998.164277722715,-0.030602354808470247,8.533491695553577,6.186970675704408
2019-07-10,9998.133675367906,3.118319034576416,11.256938643038794,0,Chainlink,0.0,9998.164277722715,-0.030602354808470247,19.113592076451994,7.799790891825446
2019-07-10,9998.133675367906,12156.5126953125,8.972541030705605,0,Bitcoin,0.0,9998.164277722715,-0.030602354808470247,10.450849661244312,9.077421348109802
2019-07-10,9998.133675367906,0.0719399973750114,0.8271751579172973,0,Cardano,0.0,9998.164277722715,-0.030602354808470247,0.9742404902013435,0.6301763572755694
2019-07-10,9998.133675367906,1.179945945739746,5.114903565166568,0,Tezos,0.0,9998.164277722715,-0.030602354808470247,9.800450973470515,4.35020847935976
2019-07-10,9998.133675367906,108.50025939941406,12.193495069565323,0,Litecoin,0.0,9998.164277722715,-0.030602354808470247,15.220244130945206,11.373055012623952
2019-07-11,9998.133675367906,2.8271400928497314,9.093138843455941,0,Chainlink,0.0,9998.164277722715,-0.030602354808470247,18.529326115118987,7.511346325021898
2019-07-11,9998.133675367906,102.64430236816406,14.05371596596349,0,Litecoin,0.0,9998.164277722715,-0.030602354808470247,15.197735947774163,11.563800172279198
2019-07-11,9998.133675367906,0.0032430000137537,0.6290146509623673,0,Dogecoin,0.0,9998.164277722715,-0.030602354808470247,0.7094723130656252,0.11071345730687332
2019-07-11,9998.133675367906,11358.662109375,7.745024833293488,-1,Bitcoin,0.0,9998.164277722715,-0.030602354808470247,10.414167863506693,8.104547810155635
2019-07-11,9998.133675367906,1.0141220092773438,4.314333722969024,0,Tezos,0.0,9998.164277722715,-0.030602354808470247,9.435436307520943,4.024974144447803
2019-07-11,9998.133675367906,0.3303349912166595,7.641915052428691,0,Ripple,0.0,9998.164277722715,-0.030602354808470247,8.498140934264864,6.278658210353058
2019-07-11,9998.133675367906,268.7040405273437,5.437770910284229,0,Ethereum,0.0,9998.164277722715,-0.030602354808470247,4.486008333985221,2.7819555816133232
2019-07-11,9997.949921039766,89.11467742919922,13.954375032753468,0,Monero,0.01578006317116807,9998.072400558645,-0.12247951887822252,17.303805564401138,12.151406867576169
2019-07-11,9997.949921039766,0.065199002623558,1.1191412013762556,0,Cardano,0.0,9998.072400558645,-0.12247951887822252,1.0299234687821763,0.6449228848364699
2019-07-12,9997.949921039766,105.30005645751952,15.91393686236166,0,Litecoin,0.0,9998.072400558645,-0.12247951887822252,15.525181864853453,11.742988015666901
2019-07-12,9997.949921039766,11815.986328125,6.984885631054155,0,Bitcoin,0.0,9998.072400558645,-0.12247951887822252,10.23093961743804,7.377987173913486
2019-07-12,9997.949921039766,276.2767028808594,8.1383115730295,0,Ethereum,0.0,9998.072400558645,-0.12247951887822252,5.62391174055014,2.463021195999355
2019-07-12,9998.238246939789,98.2504425048828,13.443122668150025,0,Monero,0.01578006317116807,9998.216563508657,0.02168343113301542,17.085327558686743,12.136342410047178
2019-07-12,9998.238246939789,0.0697539970278739,0.9616530430272877,0,Cardano,0.0,9998.216563508657,0.02168343113301542,1.0355402526601971,0.6641520742020417
2019-07-12,9998.238246939789,3.1738510131835938,7.856681815122881,0,Chainlink,0.0,9998.216563508657,0.02168343113301542,18.004170054808153,7.097656129887716
2019-07-12,9998.238246939789,0.0033400000538676,0.47457627118644086,0,Dogecoin,0.0,9998.216563508657,0.02168343113301542,0.693684188389397,0.14492540655458475
2019-07-12,9998.238246939789,0.3441179990768432,8.253855943426835,0,Ripple,0.0,9998.216563508657,0.02168343113301542,8.551727390624395,6.382427457833142
2019-07-12,9998.238246939789,1.078434944152832,5.114903565166568,0,Tezos,0.0,9998.216563508657,0.02168343113301542,9.137888227846513,3.9635662994960525
2019-07-13,9998.238246939789,0.066770002245903,1.0173868489627946,0,Cardano,0.0,9998.216563508657,0.02168343113301542,1.0483416231893865,0.6818126464967934
2019-07-13,9998.084030146889,93.36399841308594,10.297440623432097,0,Monero,0.01578006317116807,9998.139455112207,-0.05542496531792003,16.919140014699593,11.583630893878519
2019-07-13,9998.084030146889,0.0032490000594407,0.4271186440677967,0,Dogecoin,0.0,9998.139455112207,-0.05542496531792003,0.6743225050628805,0.16624055153005268
2019-07-13,9998.084030146889,269.45880126953125,8.738431720306226,0,Ethereum,0.0,9998.139455112207,-0.05542496531792003,6.461441337092701,2.4079858081287058
2019-07-13,9998.084030146889,0.9973310232162476,5.114903565166568,0,Tezos,0.0,9998.139455112207,-0.05542496531792003,8.888243341423895,3.926046446217729
2019-07-13,9998.084030146889,101.02479553222656,17.46412094269347,0,Litecoin,0.0,9998.139455112207,-0.05542496531792003,16.115854867980083,11.848685194800872
2019-07-13,9998.084030146889,3.170485019683838,8.784024586372677,0,Chainlink,0.0,9998.139455112207,-0.05542496531792003,17.54897427780188,6.925037155898118
2019-07-13,9998.084030146889,0.3321790099143982,6.418033270432403,0,Ripple,0.0,9998.139455112207,-0.05542496531792003,8.457257161158616,6.302056994999526
2019-07-13,9998.084030146889,11392.37890625,5.223860307845857,0,Bitcoin,0.0,9998.139455112207,-0.05542496531792003,10.147967829660432,6.267424599081127
2019-07-14,9998.084030146889,0.3064259886741638,5.80609237943426,-1,Ripple,0.0,9998.139455112207,-0.05542496531792003,8.378847153652504,6.138380125791053
2019-07-14,9998.084030146889,2.7873799800872803,7.238453300956351,0,Chainlink,0.0,9998.139455112207,-0.05542496531792003,17.12389201865023,6.581111351066125
2019-07-14,9998.084030146889,0.0594290010631084,0.8501854311562747,0,Cardano,0.0,9998.139455112207,-0.05542496531792003,1.0386248656122432,0.6890474534594675
2019-07-14,9998.084030146889,10256.05859375,4.052676575953777,-1,Bitcoin,0.0,9998.139455112207,-0.05542496531792003,9.981298403174131,5.2469455574482815
2019-07-14,9998.084030146889,227.57806396484372,10.688822198955588,0,Ethereum,0.0,9998.139455112207,-0.05542496531792003,7.518505693509978,2.3130920096106418
