,Date,Trend,isPartial
0,2023-02-10,62,False
1,2023-02-11,54,False
2,2023-02-12,52,False
3,2023-02-13,58,False
4,2023-02-14,55,False
5,2023-02-15,63,False
6,2023-02-16,78,False
7,2023-02-17,66,False
8,2023-02-18,59,False
9,2023-02-19,60,False
10,2023-02-20,65,False
11,2023-02-21,64,False
12,2023-02-22,62,False
13,2023-02-23,57,False
14,2023-02-24,60,False
15,2023-02-25,53,False
16,2023-02-26,51,False
17,2023-02-27,56,False
18,2023-02-28,55,False
19,2023-03-01,54,False
20,2023-03-02,55,False
21,2023-03-03,65,False
22,2023-03-04,55,False
23,2023-03-05,51,False
24,2023-03-06,55,False
25,2023-03-07,55,False
26,2023-03-08,56,False
27,2023-03-09,64,False
28,2023-03-10,80,False
29,2023-03-11,66,False
30,2023-03-12,63,False
31,2023-03-13,97,False
32,2023-03-14,100,False
33,2023-03-15,82,False
34,2023-03-16,74,False
35,2023-03-17,89,False
36,2023-03-18,86,False
37,2023-03-19,90,False
38,2023-03-20,99,False
39,2023-03-21,89,False
40,2023-03-22,93,False
41,2023-03-23,85,False
42,2023-03-24,84,False
43,2023-03-25,68,False
44,2023-03-26,71,False
45,2023-03-27,76,False
46,2023-03-28,74,False
47,2023-03-29,75,False
48,2023-03-30,78,False
49,2023-03-31,70,False
50,2023-04-01,64,False
51,2023-04-02,66,False
52,2023-04-03,70,False
53,2023-04-04,68,False
54,2023-04-05,68,False
55,2023-04-06,67,False
56,2023-04-07,64,False
57,2023-04-08,59,False
58,2023-04-09,56,False
59,2023-04-10,69,False
60,2023-04-11,95,False
61,2023-04-12,80,False
62,2023-04-13,75,False
63,2023-04-14,85,False
64,2023-04-15,69,False
65,2023-04-16,65,False
66,2023-04-17,73,False
67,2023-04-18,68,False
68,2023-04-19,71,False
69,2023-04-20,68,False
70,2023-04-21,68,False
71,2023-04-22,61,False
72,2023-04-23,59,False
73,2023-04-24,67,False
74,2023-04-25,65,False
75,2023-04-26,74,False
76,2023-04-27,66,False
77,2023-04-28,61,False
78,2023-04-29,57,False
79,2023-04-30,55,False
80,2023-05-01,66,False
81,2023-05-02,62,False
82,2023-05-03,63,False
83,2023-05-04,61,False
84,2023-05-05,60,False
85,2023-05-06,56,False
86,2023-05-07,55,False
87,2023-05-08,69,False
88,2023-05-09,60,False
89,2023-05-10,62,False
90,2023-05-11,61,False
91,2023-05-12,64,False
92,2023-05-13,53,False
93,2023-05-14,50,False
94,2023-05-15,53,False
95,2023-05-16,55,False
96,2023-05-17,55,False
97,2023-05-18,56,False
98,2023-05-19,53,False
99,2023-05-20,49,False
100,2023-05-21,50,False
101,2023-05-22,56,False
102,2023-05-23,54,False
103,2023-05-24,53,False
104,2023-05-25,56,False
105,2023-05-26,55,False
106,2023-05-27,49,False
107,2023-05-28,46,False
108,2023-05-29,56,False
109,2023-05-30,52,False
110,2023-05-31,54,False
111,2023-06-01,53,False
112,2023-06-02,52,False
113,2023-06-03,49,False
114,2023-06-04,50,False
115,2023-06-05,60,False
116,2023-06-06,66,False
117,2023-06-07,60,False
118,2023-06-08,55,False
119,2023-06-09,53,False
120,2023-06-10,61,False
121,2023-06-11,57,False
122,2023-06-12,58,False
123,2023-06-13,54,False
124,2023-06-14,56,False
125,2023-06-15,61,False
126,2023-06-16,58,False
127,2023-06-17,53,False
128,2023-06-18,50,False
129,2023-06-19,55,False
130,2023-06-20,60,False
131,2023-06-21,79,False
132,2023-06-22,79,False
133,2023-06-23,77,False
134,2023-06-24,67,False
135,2023-06-25,62,False
136,2023-06-26,67,False
137,2023-06-27,61,False
138,2023-06-28,63,False
139,2023-06-29,62,False
140,2023-06-30,66,False
141,2023-07-01,57,False
142,2023-07-02,58,False
143,2023-07-03,64,False
144,2023-07-04,64,False
145,2023-07-05,61,False
146,2023-07-06,63,False
147,2023-07-07,60,False
148,2023-07-08,57,False
149,2023-07-09,55,False
150,2023-07-10,61,False
151,2023-07-11,60,False
152,2023-07-12,62,False
153,2023-07-13,67,False
154,2023-07-14,72,False
155,2023-07-15,57,False
156,2023-07-16,57,False
157,2023-07-17,60,False
158,2023-07-18,59,False
159,2023-07-19,59,False
160,2023-07-20,58,False
161,2023-07-21,57,False
162,2023-07-22,50,False
163,2023-07-23,55,False
164,2023-07-24,59,False
165,2023-07-25,58,False
166,2023-07-26,58,False
167,2023-07-27,57,False
168,2023-07-28,55,False
169,2023-07-29,52,False
170,2023-07-30,49,False
171,2023-07-31,54,False
172,2023-08-01,52,False
173,2023-08-02,57,False
174,2023-08-03,54,False
175,2023-08-04,56,False
