,Date,Trend
0,2023-11-17,30
1,2023-11-18,27
2,2023-11-19,26
3,2023-11-20,30
4,2023-11-21,30
5,2023-11-22,31
6,2023-11-23,30
7,2023-11-24,29
8,2023-11-25,26
9,2023-11-26,26
10,2023-11-27,27
11,2023-11-28,27
12,2023-11-29,28
13,2023-11-30,27
14,2023-12-01,30
15,2023-12-02,30
16,2023-12-03,32
17,2023-12-04,51
18,2023-12-05,51
19,2023-12-06,50
20,2023-12-07,41
21,2023-12-08,41
22,2023-12-09,38
23,2023-12-10,33
24,2023-12-11,41
25,2023-12-12,35
26,2023-12-13,34
27,2023-12-14,35
28,2023-12-15,32
29,2023-12-16,31
30,2023-12-17,29
31,2023-12-18,32
32,2023-12-19,34
33,2023-12-20,34
34,2023-12-21,34
35,2023-12-22,35
36,2023-12-23,31
37,2023-12-24,31
38,2023-12-25,31
39,2023-12-26,35
40,2023-12-27,33
41,2023-12-28,34
42,2023-12-29,33
43,2023-12-30,30
44,2023-12-31,29
45,2024-01-01,32
46,2024-01-02,49
47,2024-01-03,53
48,2024-01-04,43
49,2024-01-05,43
50,2024-01-06,37
51,2024-01-07,35
52,2024-01-08,49
53,2024-01-09,57
54,2024-01-10,88
55,2024-01-11,93
56,2024-01-12,59
57,2024-01-13,46
58,2024-01-14,38
59,2024-01-15,38
60,2024-01-16,36
61,2024-01-17,34
62,2024-01-18,36
63,2024-01-19,37
64,2024-01-20,30
65,2024-01-21,28
66,2024-01-22,35
67,2024-01-23,40
68,2024-01-24,33
69,2024-01-25,31
70,2024-01-26,31
71,2024-01-27,25
72,2024-01-28,26
73,2024-01-29,29
74,2024-01-30,31
75,2024-01-31,28
76,2024-02-01,25
77,2024-02-02,26
78,2024-02-03,24
79,2024-02-04,23
80,2024-02-05,25
81,2024-02-06,25
82,2024-02-07,26
83,2024-02-08,30
84,2024-02-09,38
85,2024-02-10,30
86,2024-02-11,33
87,2024-02-12,44
88,2024-02-13,46
89,2024-02-14,47
90,2024-02-15,48
91,2024-02-16,42
92,2024-02-17,32
93,2024-02-18,31
94,2024-02-19,36
95,2024-02-20,36
96,2024-02-21,34
97,2024-02-22,32
98,2024-02-23,31
99,2024-02-24,28
100,2024-02-25,28
101,2024-02-26,37
102,2024-02-27,60
103,2024-02-28,100
104,2024-02-29,88
105,2024-03-01,62
106,2024-03-02,50
107,2024-03-03,49
108,2024-03-04,87
109,2024-03-05,99
110,2024-03-06,77
111,2024-03-07,63
112,2024-03-08,65
113,2024-03-09,58
114,2024-03-10,57
115,2024-03-11,86
116,2024-03-12,72
117,2024-03-13,71
118,2024-03-14,64
119,2024-03-15,70
120,2024-03-16,55
121,2024-03-17,53
122,2024-03-18,50
123,2024-03-19,71
124,2024-03-20,62
125,2024-03-21,53
126,2024-03-22,47
127,2024-03-23,41
128,2024-03-24,41
129,2024-03-25,52
130,2024-03-26,51
131,2024-03-27,46
132,2024-03-28,48
133,2024-03-29,46
