Date,Open,High,Low,Close,Adj Close,Volume
10/1/2023,0.06214,0.063519,0.061896,0.063193,0.063193,162108911
10/2/2023,0.06319,0.063961,0.061626,0.06206,0.06206,275648168
10/3/2023,0.062054,0.062269,0.061228,0.061386,0.061386,156615776
10/4/2023,0.061389,0.061561,0.060458,0.061488,0.061488,141610437
10/5/2023,0.061486,0.061607,0.060839,0.060923,0.060923,114148166
10/6/2023,0.06092,0.061555,0.060821,0.061426,0.061426,109783884
10/7/2023,0.061425,0.061669,0.061129,0.061455,0.061455,97620505
10/8/2023,0.061456,0.061611,0.060876,0.061008,0.061008,92483679
10/9/2023,0.06101,0.06103,0.05826,0.058779,0.058779,241183528
10/10/2023,0.058779,0.059204,0.058608,0.059025,0.059025,123311323
10/11/2023,0.059041,0.059454,0.057813,0.05847,0.05847,146066511
10/12/2023,0.05847,0.058495,0.057466,0.057897,0.057897,116644185
10/13/2023,0.057897,0.058756,0.057824,0.058398,0.058398,139290300
10/14/2023,0.0584,0.05993,0.0584,0.059859,0.059859,112567930
10/15/2023,0.05986,0.05986,0.059125,0.05935,0.05935,105304368
10/16/2023,0.059357,0.061226,0.059351,0.060114,0.060114,255254744
10/17/2023,0.06011,0.060156,0.058801,0.05912,0.05912,154163593
10/18/2023,0.059116,0.059274,0.058362,0.058673,0.058673,113718362
10/19/2023,0.058668,0.058883,0.058013,0.058883,0.058883,119806282
10/20/2023,0.058878,0.060337,0.0587,0.059965,0.059965,154146216
10/21/2023,0.059965,0.061363,0.059571,0.061188,0.061188,149488431
10/22/2023,0.061189,0.061667,0.060563,0.061596,0.061596,152154020
10/23/2023,0.061828,0.067238,0.061769,0.067085,0.067085,618990461
10/24/2023,0.067111,0.069767,0.065124,0.066556,0.066556,676497484
10/25/2023,0.066564,0.069454,0.065049,0.068361,0.068361,536305756
10/26/2023,0.068364,0.074888,0.068132,0.071867,0.071867,1010931815
10/27/2023,0.071872,0.072179,0.067624,0.067881,0.067881,468362462
10/28/2023,0.067882,0.069691,0.06771,0.069001,0.069001,246982558
10/29/2023,0.069002,0.070084,0.06791,0.069359,0.069359,203013207
10/30/2023,0.069359,0.0702,0.068274,0.06965,0.06965,292736698
10/31/2023,0.069648,0.070722,0.06697,0.068277,0.068277,474946795
11/1/2023,0.068279,0.069554,0.066129,0.068841,0.068841,461539028
11/2/2023,0.068859,0.070704,0.067186,0.067934,0.067934,501730943
11/3/2023,0.067931,0.068208,0.06664,0.068144,0.068144,282752934
11/4/2023,0.068147,0.069257,0.068059,0.069079,0.069079,203958701
11/5/2023,0.069079,0.071599,0.068981,0.071224,0.071224,447538899
11/6/2023,0.071224,0.076386,0.070621,0.076381,0.076381,707371164
11/7/2023,0.076389,0.076389,0.071898,0.073518,0.073518,789220960
11/8/2023,0.073517,0.076681,0.073027,0.075481,0.075481,531673694
11/9/2023,0.075474,0.077736,0.070557,0.073461,0.073461,964429145
11/10/2023,0.073465,0.075454,0.073155,0.075444,0.075444,649733691
11/11/2023,0.075445,0.081698,0.074922,0.078406,0.078406,1345253621
11/12/2023,0.07842,0.079981,0.076144,0.077981,0.077981,727221576
11/13/2023,0.07798,0.079398,0.074176,0.074782,0.074782,829471613
11/14/2023,0.074778,0.075427,0.070281,0.072457,0.072457,708265059
11/15/2023,0.072456,0.076408,0.072419,0.076356,0.076356,503454120
11/16/2023,0.076353,0.082837,0.076047,0.079277,0.079277,1563730284
11/17/2023,0.079326,0.087061,0.079323,0.086304,0.086304,2031597493
11/18/2023,0.086327,0.086394,0.079829,0.080383,0.080383,1340580447
11/19/2023,0.080395,0.080598,0.077984,0.080576,0.080576,620299419
11/20/2023,0.080575,0.08204,0.077816,0.077879,0.077879,668234221
11/21/2023,0.077879,0.078698,0.071492,0.072119,0.072119,860811107
11/22/2023,0.072114,0.076561,0.071884,0.075784,0.075784,440962821
11/23/2023,0.07577,0.076348,0.075162,0.0762,0.0762,279606815
11/24/2023,0.076199,0.078429,0.076149,0.078217,0.078217,401116993
11/25/2023,0.078216,0.079105,0.077763,0.078955,0.078955,291859035
11/26/2023,0.078952,0.07898,0.076346,0.078704,0.078704,343339848
11/27/2023,0.07869,0.08132,0.077089,0.078788,0.078788,743996999
11/28/2023,0.078792,0.081031,0.077037,0.081009,0.081009,618900678
11/29/2023,0.081004,0.082842,0.079786,0.080593,0.080593,596560786
11/30/2023,0.080599,0.084217,0.080537,0.083417,0.083417,645565938
12/1/2023,0.083414,0.084908,0.082504,0.083857,0.083857,519429439
12/2/2023,0.083856,0.086481,0.083548,0.086279,0.086279,462433973
12/3/2023,0.086283,0.087147,0.08389,0.085615,0.085615,550096321
12/4/2023,0.085617,0.091954,0.085431,0.09194,0.09194,1364950607
12/5/2023,0.091921,0.095057,0.08772,0.094247,0.094247,1094480332
12/6/2023,0.094248,0.105432,0.093774,0.094864,0.094864,2606846041
12/7/2023,0.094891,0.097939,0.093308,0.09592,0.09592,1229053762
12/8/2023,0.095914,0.103406,0.095825,0.10147,0.10147,1017561991
12/9/2023,0.101496,0.104615,0.098041,0.098542,0.098542,1122491938
12/10/2023,0.098543,0.102636,0.097152,0.101801,0.101801,687190079
12/11/2023,0.101812,0.105837,0.091815,0.094384,0.094384,1973481451
12/12/2023,0.094382,0.097453,0.091542,0.093835,0.093835,948285886
12/13/2023,0.09382,0.097382,0.090605,0.096428,0.096428,812811810
12/14/2023,0.096427,0.098679,0.094975,0.098255,0.098255,742258598
12/15/2023,0.098269,0.098611,0.092973,0.093004,0.093004,614056351
