,Date,Trend
0,2023-02-19,97
1,2023-02-20,72
2,2023-02-21,82
3,2023-02-22,66
4,2023-02-23,65
5,2023-02-24,62
6,2023-02-25,54
7,2023-02-26,68
8,2023-02-27,67
9,2023-02-28,67
10,2023-03-01,59
11,2023-03-02,72
12,2023-03-03,77
13,2023-03-04,82
14,2023-03-05,79
15,2023-03-06,79
16,2023-03-07,100
17,2023-03-08,83
18,2023-03-09,89
19,2023-03-10,70
20,2023-03-11,74
21,2023-03-12,68
22,2023-03-13,66
23,2023-03-14,70
24,2023-03-15,70
25,2023-03-16,64
26,2023-03-17,78
27,2023-03-18,75
28,2023-03-19,76
29,2023-03-20,81
30,2023-03-21,72
31,2023-03-22,70
32,2023-03-23,73
33,2023-03-24,76
34,2023-03-25,68
35,2023-03-26,72
36,2023-03-27,64
37,2023-03-28,59
38,2023-03-29,71
39,2023-03-30,76
40,2023-03-31,65
41,2023-04-01,74
42,2023-04-02,77
43,2023-04-03,61
44,2023-04-04,73
45,2023-04-05,81
46,2023-04-06,71
47,2023-04-07,62
48,2023-04-08,68
49,2023-04-09,67
50,2023-04-10,75
51,2023-04-11,74
52,2023-04-12,70
53,2023-04-13,64
54,2023-04-14,74
55,2023-04-15,70
56,2023-04-16,72
57,2023-04-17,61
58,2023-04-18,72
59,2023-04-19,66
60,2023-04-20,61
61,2023-04-21,61
62,2023-04-22,61
63,2023-04-23,71
64,2023-04-24,53
65,2023-04-25,73
66,2023-04-26,68
67,2023-04-27,69
68,2023-04-28,74
69,2023-04-29,61
70,2023-04-30,67
71,2023-05-01,74
72,2023-05-02,67
73,2023-05-03,73
74,2023-05-04,66
75,2023-05-05,63
76,2023-05-06,66
77,2023-05-07,58
78,2023-05-08,55
79,2023-05-09,68
80,2023-05-10,64
81,2023-05-11,72
82,2023-05-12,66
83,2023-05-13,49
84,2023-05-14,57
85,2023-05-15,63
86,2023-05-16,65
87,2023-05-17,64
88,2023-05-18,54
89,2023-05-19,61
90,2023-05-20,66
91,2023-05-21,63
92,2023-05-22,54
93,2023-05-23,58
94,2023-05-24,58
95,2023-05-25,61
96,2023-05-26,55
97,2023-05-27,60
98,2023-05-28,66
99,2023-05-29,63
100,2023-05-30,70
101,2023-05-31,52
102,2023-06-01,52
103,2023-06-02,56
104,2023-06-03,51
105,2023-06-04,60
106,2023-06-05,59
107,2023-06-06,55
108,2023-06-07,58
109,2023-06-08,61
110,2023-06-09,56
111,2023-06-10,79
