,Date,Open,High,Low,Close,Adj Close,Volume
0,2023-10-01,0.25404301285743713,0.26747098565101624,0.25401899218559265,0.2658950090408325,0.2658950090408325,165088197
1,2023-10-02,0.2658880054950714,0.2690359950065613,0.25825798511505127,0.2595129907131195,0.2595129907131195,212684773
2,2023-10-03,0.25948598980903625,0.2642180025577545,0.25808998942375183,0.261027991771698,0.261027991771698,160216793
3,2023-10-04,0.26103198528289795,0.2610499858856201,0.2545740008354187,0.25931501388549805,0.25931501388549805,138128623
4,2023-10-05,0.25929298996925354,0.26371800899505615,0.2570439875125885,0.2601490020751953,0.2601490020751953,103200693
5,2023-10-06,0.2601509988307953,0.2665579915046692,0.2601509988307953,0.2648720145225525,0.2648720145225525,93706350
6,2023-10-07,0.2648650109767914,0.26552098989486694,0.2572140097618103,0.2587350010871887,0.2587350010871887,116821694
7,2023-10-08,0.2587519884109497,0.2591269910335541,0.2559469938278198,0.25662899017333984,0.25662899017333984,77624838
8,2023-10-09,0.2566100060939789,0.2585330009460449,0.2494249939918518,0.25164198875427246,0.25164198875427246,134553476
9,2023-10-10,0.2516309916973114,0.2531009912490845,0.24750100076198578,0.24914099276065826,0.24914099276065826,110183513
10,2023-10-11,0.24912700057029724,0.2494809925556183,0.24540500342845917,0.24800099432468414,0.24800099432468414,113880690
11,2023-10-12,0.24799899756908417,0.24807099997997284,0.24317599833011627,0.2459219992160797,0.2459219992160797,92208448
12,2023-10-13,0.24591100215911865,0.24915899336338043,0.24518699944019318,0.24614599347114563,0.24614599347114563,99166403
13,2023-10-14,0.24614599347114563,0.24765600264072418,0.24524900317192078,0.2470110058784485,0.2470110058784485,71920372
14,2023-10-15,0.24699799716472626,0.2482459992170334,0.24578599631786346,0.24735599756240845,0.24735599756240845,81524646
15,2023-10-16,0.24734599888324738,0.2577979862689972,0.24734599888324738,0.25156301259994507,0.25156301259994507,187099359
16,2023-10-17,0.25155800580978394,0.2516759932041168,0.24661299586296082,0.24711500108242035,0.24711500108242035,131953756
17,2023-10-18,0.2471030056476593,0.24793100357055664,0.24306200444698334,0.2434529960155487,0.2434529960155487,107992174
18,2023-10-19,0.2434529960155487,0.2469239979982376,0.24065600335597992,0.24692299962043762,0.24692299962043762,120374373
19,2023-10-20,0.24693800508975983,0.2527180016040802,0.24598099291324615,0.25113800168037415,0.25113800168037415,137878642
20,2023-10-21,0.25112199783325195,0.26191699504852295,0.2499839961528778,0.25858500599861145,0.25858500599861145,138559397
21,2023-10-22,0.2585889995098114,0.26404398679733276,0.25683099031448364,0.2635729908943176,0.2635729908943176,121687463
22,2023-10-23,0.2650279998779297,0.2799539864063263,0.26248699426651,0.2799539864063263,0.2799539864063263,313911948
23,2023-10-24,0.27998799085617065,0.29318898916244507,0.27494800090789795,0.27899301052093506,0.27899301052093506,386762854
24,2023-10-25,0.27903398871421814,0.2894569933414459,0.2771260142326355,0.28055599331855774,0.28055599331855774,244471413
